row_id,source,original_file,company_name,tweet_id,tweet_url,created_at,text,humor_presence_binary,original_presence_value,label_source_detail
wendys_all_h1_00027,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Target,1398293063097884673,https://x.com/target/status/1398293063097884673,Fri May 28 15:00:19 +0000 2021,The #Evermore vinyl is here. ❤️ Share your photos with the Target exclusive version of @TaylorSwift13's album: https://t.co/LJhZYRcjdu https://t.co/pMl2LzGIrw,0,0,coder1
wendys_all_h1_00028,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Walt Disney,1822093532741648554,https://x.com/Disney/status/1822093532741648554,Sat Aug 10 02:12:05 +0000 2024,"Get ready, Disney fans! The Disney Entertainment Showcase at #D23: The Ultimate Disney Fan Event is about to begin. Follow along for live updates! https://t.co/cowfthQ6Fg",0,0,coder1
wendys_all_h1_00029,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Nationwide,2015530114788786234,https://x.com/nationwide/status/2015530114788786234,Sun Jan 25 21:00:00 +0000 2026,"This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx",1,1,coder1
wendys_all_h1_00030,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Walmart,1903115776803963231,https://x.com/walmart/status/1903115776803963231,Fri Mar 21 16:05:34 +0000 2025,Having free will means I can go on three Walmart runs in a day,1,1,coder1
wendys_all_h1_00031,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Uber Technologies,1925592688365379954,https://x.com/Uber/status/1925592688365379954,Thu May 22 16:40:47 +0000 2025,RT @UberEats: The deals are deal-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,1,1,coder1
wendys_all_h1_00032,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Walt Disney,2033328504268296232,https://x.com/Disney/status/2033328504268296232,Sun Mar 15 23:44:27 +0000 2026,"Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz",1,1,coder1
wendys_all_h1_00033,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Enterprise Products Partners,1677827465656537095,https://x.com/EProd_Careers/status/1677827465656537095,Sat Jul 08 23:50:14 +0000 2023,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,1,1,coder1
wendys_all_h1_00034,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Enterprise Products Partners,1683562774671261698,https://x.com/EProd_Careers/status/1683562774671261698,Mon Jul 24 19:40:19 +0000 2023,"We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in Mentone, TX. https://t.co/KmJbc3EqE4 #OperationsJobs",0,0,coder1
wendys_all_h1_00035,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Goldman Sachs Group,1782942764616872101,https://x.com/GoldmanSachs/status/1782942764616872101,Wed Apr 24 01:20:55 +0000 2024,"India’s renewable energy capacity could double by the end of the decade, and integrated transmission grid will be the main enabler, said our Co-head of APAC Natural Resources and Clean Energy Research Nikhil Bhandari on CNBC: https://t.co/Je4cDXXa9B https://t.co/Rs47dFXqMa",0,0,coder1
wendys_all_h1_00036,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Enterprise Products Partners,1681387496972898304,https://x.com/EProd_Careers/status/1681387496972898304,Tue Jul 18 19:36:32 +0000 2023,"Think you would excel as our next Inland Wheelman – Starting Pay: $600/day – \*Offering $5,000 sign on bonus\*? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/y7t5PDbKuy #Wheelman",0,0,coder1
wendys_all_h1_00037,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Exxon Mobil,1486027928727138305,https://x.com/exxonmobil/status/1486027928727138305,Tue Jan 25 17:27:21 +0000 2022,"RT @CNBC: Darren Woods, CEO and chairman of Exxon Mobil, joined CNBC's 'Squawk Box' to discuss the company's pledge to hit net-zero greenho…",0,0,coder1
wendys_all_h1_00038,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,MetLife,1376960895105048581,https://x.com/metlife/status/1376960895105048581,Tue Mar 30 18:13:54 +0000 2021,"Congrats to Tiffany Loo on having her artwork selected as one of the two-story-high murals that will be on display at @MetLifeStadium in 2021. She and @BartScott57 discuss the inspiration behind the mural, which honors the millions of essential workers in our community 💚 https://t.co/28TlW327Ed",0,0,coder1
wendys_all_h1_00039,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,ConocoPhillips,1694348600699162951,https://x.com/conocophillips/status/1694348600699162951,Wed Aug 23 13:59:20 +0000 2023,"Six months ago, the 36th Annual Rodeo Run helped raise money for 800+ scholarships awarded to Texas students. Our thanks to the 11,000+ participants and to @RODEOHOUSTON, one of the largest scholarship providers in the U.S. https://t.co/Ev0eGax6xC https://t.co/Qo7VYClVRI",0,0,coder1
wendys_all_h1_00040,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,ConocoPhillips,1676624032144441345,https://x.com/conocophillips/status/1676624032144441345,Wed Jul 05 16:08:14 +0000 2023,"As the face of #ConocoPhillips' community outreach in Bartlesville, Karen is a well-known community leader. She's driven several local projects, including new playground equipment at an elementary school. Discover more about impact on the community here: https://t.co/zHa6pdRcjo https://t.co/CiCed1XPRd",0,0,coder1
wendys_all_h1_00041,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,StoneX Group,2031671667634676030,https://x.com/StoneX_Official/status/2031671667634676030,Wed Mar 11 10:00:46 +0000 2026,"Honesty, humility, hard work and discipline – core values driving success for StoneX and @Saracens. Discover what this means for their players as they gear up for The Showdown 6 in association with StoneX, March 28. https://t.co/PetKgCvypK",0,0,coder1
wendys_all_h1_00042,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Goldman Sachs Group,1833615252644053016,https://x.com/GoldmanSachs/status/1833615252644053016,Tue Sep 10 21:15:17 +0000 2024,RT @NYSE: The NYSE welcomes @GoldmanSachs One Million Black Women: Black in Business to celebrate the start of the latest cohort of 300 sch…,0,0,coder1
wendys_all_h1_00043,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Nike,2042244384633274492,https://x.com/nike/status/2042244384633274492,Thu Apr 09 14:12:59 +0000 2026,"Don’t Mess With Tejas. The Ranger’s 2026 City Connect uniform reimagines elements of past Rangers looks while celebrating the Mexican influence woven into the state’s identity — and into the name the team proudly represents. From the “Tejas” name across the chest to the paper picador patch, these uniforms are a reminder that whether pronounced with an X or a J, the it’s the same place and a shared pride in calling Tejas home. Available now at https://t.co/eacxrL7nY7",0,0,coder1
wendys_all_h1_00044,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Eli Lilly,1335964652099022853,https://x.com/EliLillyandCo/status/1335964652099022853,Mon Dec 07 15:09:28 +0000 2020,Loxo Oncology at Lilly announced results from the Phase 1/2 BRUIN study in #CLL and #SLL. We’re proud to share these data at #ASH20. Learn more: https://t.co/dCd78MA1Jo https://t.co/vnuDdPEFwh,0,0,coder1
wendys_all_h1_00045,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Freddie Mac,1961458841066823937,https://x.com/FreddieMac/status/1961458841066823937,Fri Aug 29 16:00:04 +0000 2025,"By preserving rents at workforce housing properties, modest-to-low income tenants can be supported. With our Workforce Housing Preservation, learn how borrowers are leading the way with a private-sector approach to providing attainable housing. https://t.co/osMgzGBgR9 https://t.co/2euQtOpkNz",0,0,coder1
wendys_all_h1_00046,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,USAA,1608581443869106176,https://x.com/usaa/status/1608581443869106176,Thu Dec 29 21:51:16 +0000 2022,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,1,1,coder1
wendys_all_h1_00047,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,JPMorgan Chase,1629498558813466628,https://x.com/jpmorgan/status/1629498558813466628,Sat Feb 25 15:08:25 +0000 2023,Energy is high tonight in #Dubai for the @DDFTennis @WTA Women’s Final 🎾. We’re proud to be supporters for the eighth year running. https://t.co/Q4IvPJRuwT,0,0,coder1
wendys_all_h1_00048,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Nike,1948385111910609004,https://x.com/nike/status/1948385111910609004,Thu Jul 24 14:09:44 +0000 2025,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,1,1,coder1
wendys_all_h1_00049,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,TIAA,1623083192285818880,https://x.com/tiaa/status/1623083192285818880,Tue Feb 07 22:16:03 +0000 2023,RT @p4parity: 📢 Join us on 2/22 at 1:45pm ET for a Black History Month leadership talk with our CEO Sandra Quince and @TIAA Chief Human Res…,0,0,coder1
wendys_all_h1_00050,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Comcast,1811061384756539628,https://x.com/comcast/status/1811061384756539628,Wed Jul 10 15:34:16 +0000 2024,"RT @LIFT_Labs: Coming soon to Black Experience on @Xfinity, @Peacock, and @Xumoplay—#CultureCapitalSeries, the story of nine game-changing…",0,0,coder1
wendys_all_h1_00051,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Cencora,1852376355708551300,https://x.com/CencoraGlobal/status/1852376355708551300,Fri Nov 01 15:45:13 +0000 2024,"Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G",1,1,coder1
wendys_all_h1_00052,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Energy Transfer,2051653481413407221,https://x.com/energytransfer/status/2051653481413407221,Tue May 05 13:21:22 +0000 2026,"#EarningsCall: In our NGL segment, NGL exports were up 19%, setting a new Partnership record. NGL transportation volumes were up 12%, with NGL fractionation volumes also up 11%, setting a new Partnership record.",0,0,coder1
wendys_all_h1_00053,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Cencora,1653792406527983617,https://x.com/CencoraGlobal/status/1653792406527983617,Wed May 03 16:03:30 +0000 2023,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,1,1,coder1
wendys_all_h1_00054,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,StoneX Group,2053762237349707782,https://x.com/StoneX_Official/status/2053762237349707782,Mon May 11 09:00:49 +0000 2026,"Coffee prices are under pressure as a record Brazil crop and rising global supply point to a surplus in 2026, reshaping the market outlook despite ongoing risks. Download the StoneX 2026 Commodities Outlook: https://t.co/Z4M2zkydIg https://t.co/ekmcNFM8rZ",1,1,coder1
wendys_all_h1_00055,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Lowe's,1360606770222297091,https://x.com/lowes/status/1360606770222297091,Sat Feb 13 15:08:27 +0000 2021,"April almost didn’t apply for the Lowe’s Small Business Grant but decided to give it another shot. Receiving her grant has allowed April to hire five employees, stock up on inventory and continue feeding the community. https://t.co/PTwhLRJg6d",1,1,coder1
wendys_all_h1_00056,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,HP,2033132157359509931,https://x.com/hp/status/2033132157359509931,Sun Mar 15 10:44:14 +0000 2026,"Congratulations to @LewisHamilton and @ScuderiaFerrari HP on a strong P3 finish in Shanghai — his first Grand Prix podium with the team, and a result that reflects growth, trust, and execution at the highest level. https://t.co/JXw4Cmy3sh",1,1,coder1
wendys_all_h1_00057,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Allstate,1394700249030090758,https://x.com/allstate/status/1394700249030090758,Tue May 18 17:03:46 +0000 2021,RT @WeAreAFCA: Have a student-athlete who stands out amongst all the rest for their dedication to giving back? Submit your nomination for t…,0,0,coder1
wendys_all_h1_00058,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Ford Motor,1631323643551653890,https://x.com/Ford/status/1631323643551653890,Thu Mar 02 16:00:39 +0000 2023,"In honor of Women’s History Month, we’re celebrating female athletes in our community who are breaking barriers and defying stereotypes on the courts and racetracks 🎾 🏎 #WHM #ItsHerTurn https://t.co/fg9IDZMjr4",1,1,coder1
wendys_all_h1_00059,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Prudential Financial,1131224531199299584,https://x.com/Prudential/status/1131224531199299584,Wed May 22 15:45:20 +0000 2019,Saving for college and retirement at the same time is tough. Especially for a town that’s booming with babies. https://t.co/bYoNsvMicx,0,0,coder1
wendys_all_h1_00060,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Travelers,1669438706028105748,https://x.com/travelers/status/1669438706028105748,Thu Jun 15 20:16:18 +0000 2023,"RT @TeamRubicon: Three massive storms. Zero headlines. A community needing support. That was the story of Selma, Alabama, which endured a h…",0,0,coder1
wendys_all_h1_00061,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Home Depot,778327020979752960,https://x.com/HDCares/status/778327020979752960,Tue Sep 20 20:16:37 +0000 2016,@DCGirl53 We hate to keep you waiting! Pls send ur order number/contact info to TeamSocial@homedepot.com for help. -TeamCare,1,1,coder1
wendys_all_h1_00062,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Publix Super Markets,1542145867825795073,https://x.com/Publix/status/1542145867825795073,Wed Jun 29 14:00:01 +0000 2022,"If you could be any Publix Bakery item, which would you be? 🍪🎂🥐",1,1,coder1
wendys_all_h1_00063,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Nationwide,1723495377733914641,https://x.com/nationwide/status/1723495377733914641,Sun Nov 12 00:18:13 +0000 2023,Beautiful day for Fan Fest ☀️ @NWSL | #NWSLChampionship https://t.co/MFGnlgzkGq,1,1,coder1
wendys_all_h1_00064,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Eli Lilly,1983515507811582403,https://x.com/EliLillyandCo/status/1983515507811582403,Wed Oct 29 12:45:23 +0000 2025,"We just made it easier to get authentic obesity management medicines at DTC prices. We’re teaming up with @Walmart so patients can access LillyDirect prices, with pickup at a Walmart pharmacy! Learn more: https://t.co/IG1QFZREzt https://t.co/1FLHyp9vKN",0,0,coder1
wendys_all_h1_00065,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,CVS Health,1530187071817670657,https://x.com/cvshealth/status/1530187071817670657,Fri May 27 14:00:02 +0000 2022,"As part of our strategy to improve primary care and meet our customers where they are, we are launching CVS Health Virtual Primary Care, an innovative virtual care solution designed to offer a more seamless and consumer-focused health care experience. https://t.co/cE6I61OqgA https://t.co/8r3NxV44Q8",0,0,coder1
wendys_all_h1_00066,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,TJX,786225976464158720,https://x.com/tjmaxx/status/786225976464158720,Wed Oct 12 15:24:14 +0000 2016,@PauAher48 Thanks for reaching out. Please let us know the location of the store you were in so we can address this with the Store Manager.,0,0,coder1
wendys_all_h1_00067,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Comcast,1785752234178879611,https://x.com/comcast/status/1785752234178879611,Wed May 01 19:24:44 +0000 2024,"RT @nbc: We are AANHPI AMPLIFIED at @NBCUniversal, celebrating our Asian American, Native Hawaiian, and Pacific Islander colleagues across…",0,0,coder1
