후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,로그_총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_점수,웬디스_유머_유형,웬디스_유형_점수,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,불확실성_점수
B00075,wendys_transfer_aggressive_b2,20,Bank of America,@bankofamerica,2.06481E+18,https://x.com/bankofamerica/status/2064814259951792357,Wed Jun 10 20:57:36 +0000 2026,Inspiring moments ahead! Let’s cheer on Jacob M. as he tees off in Unified golf as well as all the determined athletes competing in the Special Olympics @2026USAGames. #CallingAllChampions,1,2,coder2,pending,16,2.833213344,1,0.669253,aggressive,0.371012,ambiguous,ambiguous_or_review,0,0.661494
B00813,classifier_disagreement_b2,2,Walmart,@walmart,2.0207E+18,https://x.com/walmart/status/2020695573805101145,Mon Feb 09 03:05:42 +0000 2026,"I think it might be time...

Use code CANCUN for free Express Delivery on post-season essentials at https://t.co/CaK3ZumT1v",1,2,coder2,pending,38,3.663561646,1,0.528837,affiliative,0.361258,non_humor,not_applicable,1,0.942326
B01494,humor_presence_uncertain_b2,60,HCA Healthcare,@hcahealthcare,1.73796E+18,https://x.com/hcahealthcare/status/1737958672242741266,Thu Dec 21 22:10:11 +0000 2023,"HCA Healthcare and the HCA Healthcare Foundation announced today that $250,000 will be donated to aid those impacted by the #tornadoes that recently hit #MiddleTennessee. Learn more about how we are supporting our communities: https://t.co/HHaVSLRwoV.",0,,coder2,pending,5,1.791759469,1,0.552398,affiliative,0.338229,non_humor,not_applicable,1,0.895204
B01144,wendys_transfer_aggressive_b2,93,USAA,@usaa,1.65122E+18,https://x.com/usaa/status/1651217106581561345,Wed Apr 26 13:30:10 +0000 2023,"When your money has a mission, it’s easier to save. By focusing on key milestones, like military transition, your savings objectives become a clear path to a stronger financial future. Read more about the six big things you should plan for at https://t.co/SmABLZ5f4A. #msw2023 https://t.co/r7rVfqOCaK",0,,coder2,pending,307,5.730099783,1,0.576541,aggressive,0.35499,ambiguous,ambiguous_or_review,0,0.846918
B00638,classifier_disagreement_b2,57,Albertsons,@albertsons,1.41405E+18,https://x.com/albertsons/status/1414047197293858816,Sun Jul 11 02:21:38 +0000 2021,Tell us your favorite department and we’ll send you a gif that matches your vibe 😎,1,2,coder2,pending,38,3.663561646,1,0.616814,affiliative,0.596224,non_humor,not_applicable,1,0.766372
B01476,type_uncertain_b2,25,Home Depot,@HDCares,7.49338E+17,https://x.com/HDCares/status/749338467209977856,Sat Jul 02 20:26:27 +0000 2016,@last_mithrandir What happened? Please send add’l details/contact info to TeamSocial@homedepot.com so we can address. –TeamCare,0,,coder2,pending,0,0,1,0.558964,affiliative,0.38304,non_humor,not_applicable,1,0.882072
B00226,random_fortune_sample_b2,43,Tesla,@tesla,2.04018E+18,https://x.com/tesla/status/2040183208239915150,Fri Apr 03 21:42:36 +0000 2026,"Cameras &amp; intelligence alone deliver exceptional spatial understanding, even in ultra tight spaces",0,,coder2,pending,4517,8.415824697,1,0.643269,aggressive,0.383022,ambiguous,ambiguous_or_review,0,0.713462
B00354,random_fortune_sample_b2,66,IBM,@ibm,2.01616E+18,https://x.com/ibm/status/2016157761038368998,Tue Jan 27 14:34:03 +0000 2026,"We’re striking a new chord for the 2026 GRAMMY Awards. 🎶

Introducing GRAMMY IQ, built with IBM watsonx, using agentic AI to turn decades of music history into an interactive fan experience.

See how fans get closer to Music’s Biggest Night: https://t.co/9BGaSmKeX6 #GRAMMYs https://t.co/CtgdXrMeir",1,3,coder2,pending,56,4.043051268,0,0.453629,non_humorous,0,ambiguous,ambiguous_or_review,0,0.907258
B00510,wendys_transfer_aggressive_b2,54,Procter & Gamble,@ProcterGamble,1.57548E+18,https://x.com/ProcterGamble/status/1575475483394834434,Thu Sep 29 13:20:00 +0000 2022,Watch: Daniela talks about her inspiring work to bring free period pads to Brazil. 🇧🇷 https://t.co/4TUO16gPT0 #EndPeriodPoverty #PGInnovation #HispanicHeritageMonth,0,,coder2,pending,4,1.609437912,1,0.520757,aggressive,0.314203,ambiguous,ambiguous_or_review,0,0.958486
B00309,high_engagement_posts_b2,50,FedEx,@fedex,1.56546E+18,https://x.com/fedex/status/1565456535991492608,Thu Sep 01 21:48:17 +0000 2022,packages,0,,coder2,pending,3372,8.123557835,1,0.525364,aggressive,0.337457,ambiguous,ambiguous_or_review,0,0.949272
B01189,humor_presence_uncertain_b2,85,Charter Communications,@CharterNewsroom,1.9209E+18,https://x.com/CharterNewsroom/status/1920904229180297311,Fri May 09 18:10:31 +0000 2025,"From a roadside canopy to a BBQ hotspot 🔥 Reliable internet from Spectrum helps Fireside BBQ in Sulphur Springs, TX run smoother – from the register to the smoker. 

See their success: https://t.co/uLX6fas9MO 

#SmallBusinessWeek https://t.co/3hUPcn7Qax",1,3,coder2,pending,3,1.386294361,0,0.461207,non_humorous,0,ambiguous,ambiguous_or_review,0,0.922414
B00001,high_engagement_posts_b2,44,Walt Disney,@Disney,1.8221E+18,https://x.com/Disney/status/1822098170165498257,Sat Aug 10 02:30:31 +0000 2024,"It’s a call from the ancestors 🌊Watch the new trailer for Disney’s #Moana2, only in theaters November 27!

https://t.co/WXbIaU6q8q",1,3,coder2,pending,1442,7.274479559,1,0.588198,self-enhancing,0.361314,ambiguous,ambiguous_or_review,0,0.823604
B00102,firm_balanced_sample_b2,45,Johnson & Johnson,@JNJNews,1.79665E+18,https://x.com/JNJNews/status/1796648082219716980,Fri May 31 21:00:57 +0000 2024,We're connecting the best of Health&amp;Care to bring patients and providers around the globe advanced treatments and industry-leading solutions. See how: https://t.co/Cq4kDG1x6c https://t.co/hKZ8XkQeOi,0,,coder2,pending,40,3.713572067,0,0.400952,non_humorous,0,non_humor,not_applicable,0,0.801904
B00058,classifier_disagreement_b2,84,HP,@hp,1.74548E+18,https://x.com/hp/status/1745475471276490901,Thu Jan 11 15:59:16 +0000 2024,Personalized gaming for younger gamers. 🎮🎧The first #HyperXMiniSeries features a perfectly sized mini controller and audio safeguarding headset. Learn more at https://t.co/1nHvBbMdku #CES2024 https://t.co/cMMM6uL0ga,1,3,coder2,pending,48,3.891820298,1,0.514024,affiliative,0.315191,non_humor,not_applicable,1,0.971952
B01342,random_fortune_sample_b2,8,McKesson,@mckesson,1.81911E+18,https://x.com/mckesson/status/1819105617136492636,Thu Aug 01 20:19:11 +0000 2024,Employee resource group Emerging Professionals (EP) provides resources and connections to nurture employees’ success at all career levels. We’re celebrating EP’s EmPower Month with the theme of “Cultivating Success: Nurturing a Growth Mindset.” Read more: https://t.co/ritynkaSdU https://t.co/RbSB74qTV9,0,,coder2,pending,7,2.079441542,0,0.393135,non_humorous,0,ambiguous,ambiguous_or_review,0,0.78627
B01291,classifier_disagreement_b2,75,ConocoPhillips,@conocophillips,1.38789E+18,https://x.com/conocophillips/status/1387885152223825924,Thu Apr 29 21:43:00 +0000 2021,"We’re proud to support you in delivering this important message to students. Thank you for making our communities safer, @maddcanada!",0,,coder2,pending,3,1.386294361,1,0.500664,affiliative,0.517134,non_humor,not_applicable,1,0.998672
B00499,high_engagement_posts_b2,44,Walt Disney,@Disney,1.91943E+18,https://x.com/Disney/status/1919426833587872020,Mon May 05 16:19:53 +0000 2025,"RT @MarvelStudios: Marvel Studios' #̶T̶h̶u̶n̶d̶e̶r̶b̶o̶l̶t̶s̶* #TheNewAvengers is now playing only in theaters. 

Get tickets: https://t.co…",1,3,coder2,pending,7047,8.860499168,0,0.275468,non_humorous,0,non_humor,not_applicable,0,0.550936
B00523,random_fortune_sample_b2,2,Walmart,@walmart,1.91687E+18,https://x.com/walmart/status/1916871434174976185,Mon Apr 28 15:05:38 +0000 2025,4/28-5/4 is a national holiday in my house https://t.co/1OO65DnbuU,0,,coder2,pending,181,5.204006687,0,0.388347,non_humorous,0,non_humor,not_applicable,0,0.776694
B00633,wendys_transfer_aggressive_b2,82,Oracle,@oracle,2.04623E+18,https://x.com/oracle/status/2046227391148695693,Mon Apr 20 14:00:01 +0000 2026,"Treating AI as a collaborator, not just a tool, helps teams ask better questions, clarify goals, and unlock new ways to solve business problems. Start here: https://t.co/rZGILBXjbI",0,,coder2,pending,81,4.406719247,1,0.679456,aggressive,0.359398,non_humor,not_applicable,1,0.641088
B01172,firm_balanced_sample_b2,56,American Express,@americanexpress,1.46461E+18,https://x.com/americanexpress/status/1464610109242454018,Sat Nov 27 15:00:35 +0000 2021,"Today is #SmallBusinessSaturday from @AmericanExpress — and we collaborated with them to create shoppable murals in NYC, LA, Chicago and Boston that will help you find the best gifts from local small businesses → https://t.co/UDQTMb2rqa https://t.co/TRI5pb4qCm",1,3,coder2,pending,543,6.298949247,0,0.360502,non_humorous,0,ambiguous,ambiguous_or_review,0,0.721004
B01273,firm_balanced_sample_b2,12,JPMorgan Chase,@jpmorgan,1.63024E+18,https://x.com/jpmorgan/status/1630239709552320518,Mon Feb 27 16:13:29 +0000 2023,"Scream to win 😱

Another enjoyable @jpmorgan Kids Day 😀

#DDFTennis #ATP @atptour https://t.co/pQCP4RGLJO",1,3,coder2,pending,40,3.713572067,0,0.262411,non_humorous,0,ambiguous,ambiguous_or_review,0,0.524822
B00442,high_engagement_posts_b2,11,Microsoft,@microsoft,2.06075E+18,https://x.com/microsoft/status/2060751341824479452,Sat May 30 15:53:01 +0000 2026,"Another adventure awaits... A Minecraft Movie Squared only in theaters July 23, 2027.  
#Minecraft https://t.co/yQLyCbySpn",1,3,coder2,pending,21362,9.969415733,0,0.363569,non_humorous,0,non_humor,not_applicable,0,0.727138
B00728,random_fortune_sample_b2,29,Phillips 66,@Phillips66co,1.37437E+18,https://x.com/Phillips66co/status/1374367839298158592,Tue Mar 23 14:30:02 +0000 2021,"At Phillips 66, we’re building a diverse, inclusive culture – one that ensures our employees feel valued, respected and supported. To learn more, visit our Human Capital Management Report at https://t.co/BzI6VDxW05. https://t.co/b8ICBmkPx9",0,,coder2,pending,8,2.197224577,0,0.470553,non_humorous,0,non_humor,not_applicable,0,0.941106
B00551,random_fortune_sample_b2,46,PepsiCo,@pepsico,1.65082E+18,https://x.com/pepsico/status/1650824482104258561,Tue Apr 25 11:30:02 +0000 2023,$PEP updates 2023 full-year outlook https://t.co/LQsMGnlcDh #PEPearnings https://t.co/rxuamyQgZQ,0,,coder2,pending,79,4.382026635,0,0.155452,non_humorous,0,non_humor,not_applicable,0,0.310904
B00689,wendys_transfer_aggressive_b2,78,Prudential Financial,@Prudential,1.11568E+18,https://x.com/Prudential/status/1115678957226143745,Tue Apr 09 18:12:46 +0000 2019,"#Advisors: How your clients manage their taxes can mean the difference between #financialwellness and just getting by.  Here are 9 tax mistakes to avoid:

https://t.co/yZjQtKNojR",0,,coder2,pending,29,3.401197382,1,0.703211,aggressive,0.386809,ambiguous,ambiguous_or_review,0,0.593578
B01341,random_fortune_sample_b2,36,Goldman Sachs Group,@GoldmanSachs,1.74463E+18,https://x.com/GoldmanSachs/status/1744630187059273808,Tue Jan 09 08:00:24 +0000 2024,"Here's how Goldman Sachs, led by Ilana Wolfe, helps companies find diverse board members. https://t.co/LeL1iU8k3i",0,,coder2,pending,30,3.433987204,0,0.475839,non_humorous,0,non_humor,not_applicable,0,0.951678
B01439,random_fortune_sample_b2,92,Uber Technologies,@Uber,1.90462E+18,https://x.com/Uber/status/1904623226988486702,Tue Mar 25 19:55:38 +0000 2025,"No matter where you're going, Uber WAV puts accessible rides at your fingertips in the app🧑‍🦽‍💙 https://t.co/Gm5z60MDNH",1,2,coder2,pending,202,5.313205979,1,0.579353,aggressive,0.296126,ambiguous,ambiguous_or_review,0,0.841294
B00504,high_engagement_posts_b2,42,Target,@target,1.53673E+18,https://x.com/target/status/1536733500912685057,Tue Jun 14 15:33:12 +0000 2022,i want a “let’s go to target” type of love,1,3,coder2,pending,3068,8.029107055,1,0.713468,affiliative,0.429001,ambiguous,ambiguous_or_review,0,0.573064
B00133,wendys_transfer_aggressive_b2,100,Massachusetts Mutual Life,@massmutual,1.20305E+18,https://x.com/massmutual/status/1203049219843428352,Fri Dec 06 20:31:00 +0000 2019,"This year, instead of the latest toy or game, consider giving your child a financial gift that keeps on giving.",0,,coder2,pending,4,1.609437912,1,0.621423,aggressive,0.360227,ambiguous,ambiguous_or_review,0,0.757154
B00835,random_fortune_sample_b2,78,Prudential Financial,@Prudential,1.32374E+18,https://x.com/Prudential/status/1323739227402784771,Tue Nov 03 21:30:00 +0000 2020,"$PRU: @Prudential Financial, Inc. announces third quarter 2020 results",0,,coder2,pending,4,1.609437912,0,0.283363,non_humorous,0,non_humor,not_applicable,0,0.566726
B00457,random_fortune_sample_b2,72,Publix Super Markets,@Publix,1.82337E+18,https://x.com/Publix/status/1823374167888056689,Tue Aug 13 15:00:52 +0000 2024,"The iconic arch at Southgate Shopping Center in Lakeland, Florida, debuted in 1957. The 70-foot steel structure was a hit with motorists, artists, and eventually filmmakers. Our Publix at Southgate has undergone several renovations, but that archway still stands tall. 💚 https://t.co/pA5KjBQeFN",0,,coder2,pending,176,5.176149733,1,0.632709,affiliative,0.378897,ambiguous,ambiguous_or_review,0,0.734582
B00651,random_fortune_sample_b2,1,Amazon,@amazon,1.81463E+18,https://x.com/amazon/status/1814634641191510427,Sat Jul 20 12:13:07 +0000 2024,https://t.co/5bDr90AFgS,0,,coder2,pending,90,4.510859507,0,0.045542,non_humorous,0,non_humor,not_applicable,0,0.091084
B00574,firm_balanced_sample_b2,97,Bristol-Myers Squibb,@bmsnews,1.48357E+18,https://x.com/bmsnews/status/1483573342661713920,Tue Jan 18 22:53:43 +0000 2022,"Tackling health crises requires commitment, determination &amp; public-private partnerships. In @usnews, John Damonti, president of the BMS Foundation, coauthored an article on lessons of Botswana’s public health victory over mother-to-child HIV transmission. https://t.co/MeBxOmNZL3",0,,coder2,pending,6,1.945910149,0,0.461505,non_humorous,0,ambiguous,ambiguous_or_review,0,0.92301
B01382,classifier_disagreement_b2,34,Humana,@humana,1.68352E+18,https://x.com/humana/status/1683522442910736404,Mon Jul 24 17:00:03 +0000 2023,"Learn more about the results from this year’s Games including results from some of the inspiring athletes who are also Humana Game Changers → https://t.co/LN2WWLjVLg

#NationalSeniorGames #NSGA #ActiveAging",0,,coder2,pending,1,0.693147181,1,0.508232,affiliative,0.311066,non_humor,not_applicable,1,0.983536
B01228,random_fortune_sample_b2,87,Tyson Foods,@tysonfoods,1.13668E+18,https://x.com/tysonfoods/status/1136681952545824768,Thu Jun 06 17:11:10 +0000 2019,"#AuburnInnovates 

#WarEagle",1,2,coder2,pending,30,3.433987204,1,0.525364,aggressive,0.337457,ambiguous,ambiguous_or_review,0,0.949272
B01223,wendys_transfer_aggressive_b2,44,Walt Disney,@Disney,1.82214E+18,https://x.com/Disney/status/1822136903526658366,Sat Aug 10 05:04:26 +0000 2024,"RT @DisneyStudios: Long before they became legends, Mufasa and the Prince who would come to be known as Scar, became brothers.

#Mufasa: Th…",1,2,coder2,pending,634,6.453624999,1,0.547228,aggressive,0.38608,ambiguous,ambiguous_or_review,0,0.905544
B00787,firm_balanced_sample_b2,67,Eli Lilly,@EliLillyandCo,1.37072E+18,https://x.com/EliLillyandCo/status/1370722583755198464,Sat Mar 13 13:05:05 +0000 2021,"Today at #ADPD2021, we are presenting full results from our Phase 2 study, published in @NEJM, evaluating a Lilly therapy for people with early symptomatic #Alzheimers disease. Learn more: https://t.co/0u6BiPv5vw https://t.co/Exljl4sSpz",0,,coder2,pending,49,3.912023005,0,0.35688,non_humorous,0,non_humor,not_applicable,0,0.71376
B01338,random_fortune_sample_b2,56,American Express,@americanexpress,1.4506E+18,https://x.com/americanexpress/status/1450595116322893825,Tue Oct 19 22:50:01 +0000 2021,"We’re building our fantasy @NBA team, but with so many great players, the decision is tough. Help us out—who should be on our fantasy lineup? #NBA75",1,2,coder2,pending,18,2.944438979,1,0.590893,self-enhancing,0.321067,ambiguous,ambiguous_or_review,0,0.818214
B00137,low_engagement_posts_b2,34,Humana,@humana,1.58867E+18,https://x.com/humana/status/1588667465625632772,Fri Nov 04 23:00:14 +0000 2022,Find out how our providers can help you stay your healthiest and save https://t.co/B9SgUpcfX8 https://t.co/eRIyvVaSQC,0,,coder2,pending,0,0,0,0.357949,non_humorous,0,non_humor,not_applicable,0,0.715898
B00305,classifier_disagreement_b2,97,Bristol-Myers Squibb,@bmsnews,1.52445E+18,https://x.com/bmsnews/status/1524449042419396608,Wed May 11 17:59:09 +0000 2022,Our own Winselow Tucker shared his perspective on inclusive innovation and ways to ensure equitable access to healthcare for underserved populations at @FortuneMagazine @BStormHealth. #FortuneHealth #HealthEquity https://t.co/CE0H6fIn5f,0,,coder2,pending,9,2.302585093,0,0.466191,non_humorous,0,humor,self_enhancing,1,0.932382
B00073,type_uncertain_b2,36,Goldman Sachs Group,@GoldmanSachs,1.83396E+18,https://x.com/GoldmanSachs/status/1833957449180581975,Wed Sep 11 19:55:03 +0000 2024,"""Enterprise adoption, enterprise readiness, it's going to be a slower burn. But make no mistake this is an exciting era, a brand new paradigm for the way that we experience computation as humans,"" says @GoldmanSachs' George Lee on #AI https://t.co/oSW2GRh88v",0,,coder2,pending,37,3.63758616,1,0.614868,aggressive,0.307923,ambiguous,ambiguous_or_review,0,0.770264
B00310,classifier_disagreement_b2,41,Dell Technologies,@Dell,2.02346E+18,https://x.com/Dell/status/2023459411872665951,Mon Feb 16 18:08:12 +0000 2026,"Level up your view with the new Dell 27 Plus Monitor 🖥️. With QHD resolution, a 144Hz refresh rate and built-in dual speakers, it's the perfect balance for work and play. https://t.co/mn8XaSLVKT… https://t.co/egRsmagg03",0,,coder2,pending,64,4.17438727,0,0.488103,non_humorous,0,humor,affiliative,1,0.976206
B00490,wendys_transfer_aggressive_b2,62,New York Life Insurance,@NewYorkLife,1.51721E+18,https://x.com/NewYorkLife/status/1517208329969455112,Thu Apr 21 18:27:08 +0000 2022,"Research featured in the #NYLFoundation inaugural State of Grief report reveals adults in the U.S. want to talk more about death and loss, especially those who lost someone to COVID-19.",0,,coder2,pending,5,1.791759469,1,0.556062,aggressive,0.301132,ambiguous,ambiguous_or_review,0,0.887876
B00390,firm_balanced_sample_b2,50,FedEx,@fedex,1.84769E+18,https://x.com/fedex/status/1847694524891508782,Sat Oct 19 17:41:17 +0000 2024,The 1st shipment of Baxter IV fluids has been airlifted into the U.S. from international facilities. HHS is committed to ensuring Americans have the medical supplies they need &amp; providing support to Baxter as it returns to its full operational capacity following Hurricane Helene. https://t.co/jW92BHN8LX,0,,coder2,pending,245,5.505331536,1,0.625301,aggressive,0.349689,humor,affiliative,0,0.749398
B01019,wendys_transfer_aggressive_b2,55,Sysco,@sysco,1.50458E+18,https://x.com/sysco/status/1504578335870840839,Thu Mar 17 22:00:03 +0000 2022,Our oyster supplier Prestige Oysters is the first private oyster fishery in the Americas to achieve the MSC certification for their #sustainablefishing practices. 👏🎉 This is vital to protecting the ocean habitat where oysters are produced and the livelihoods of their team. https://t.co/RBepyjIjcS,1,3,coder2,pending,7,2.079441542,1,0.59636,aggressive,0.342351,humor,self_enhancing,0,0.80728
B00112,type_uncertain_b2,24,Citigroup,@Citi,1.84657E+18,https://x.com/Citi/status/1846574322996933007,Wed Oct 16 15:30:00 +0000 2024,In Episode 3 of #GoodThingsHappen hear Alastair Campbell express his views on how #social media has had an impact upon the ever-changing political landscape. https://t.co/iHDsu1YfhE,0,,coder2,pending,12,2.564949357,1,0.565855,aggressive,0.332863,ambiguous,ambiguous_or_review,0,0.86829
B01105,type_uncertain_b2,16,Nvidia,@nvidia,2.03621E+18,https://x.com/nvidia/status/2036214986561691830,Mon Mar 23 22:54:18 +0000 2026,"GTC 2026 kicked off last week with an insightful keynote pregame conversation featuring leaders from across industries.

Thousands of attendees gathered at Arena Green outside the SAP Center to watch as excitement built for Jensen Huang’s keynote.
From the rapid acceleration of AI development to the growing importance of data, infrastructure, and open models, it’s clear that the pace of innovation is only increasing.

If you missed it live, you can still catch up.

📽️ Watch the GTC Live pregame replay and hear the insights driving this next wave of innovation.

🔗 https://t.co/zaVlUVGnrY

#NVIDIAGTC",0,,coder2,pending,219,5.393627546,1,0.69224,affiliative,0.458272,humor,affiliative,0,0.61552
B00289,type_uncertain_b2,18,Elevance Health,@elevancehealth,1.4404E+18,https://x.com/elevancehealth/status/1440404383259234320,Tue Sep 21 19:55:41 +0000 2021,"During Hispanic Heritage Month, we encourage everyone to build a true sense of community by celebrating our multi-faceted heritages, creating more diverse and inclusive workplaces, and inviting others to learn more about the Hispanic/Latino culture. https://t.co/AUlBZJCcyN",0,,coder2,pending,5,1.791759469,1,0.511783,affiliative,0.329376,non_humor,not_applicable,1,0.976434
B00703,random_fortune_sample_b2,27,Kroger,@kroger,1.06381E+18,https://x.com/kroger/status/1063805943740289024,Sat Nov 17 14:47:56 +0000 2018,"Hi, my name is Taylor &amp; I have an insane addiction to Kroger’s chocolate milk",1,3,coder2,pending,27,3.33220451,1,0.667627,aggressive,0.337634,ambiguous,ambiguous_or_review,0,0.664746
