후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,로그_총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_점수,웬디스_유머_유형,웬디스_유형_점수,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,불확실성_점수
B00975,humor_presence_uncertain_b2,26,Fannie Mae,@fanniemae,1937903617056371119,https://x.com/fanniemae/status/1937903617056371119,Wed Jun 25 16:00:01 +0000 2025,It’s easier for renters to establish and access credit today thanks to our program that enables reporting of on-time rent payments to credit bureaus. Learn more: https://t.co/fbPtKTO3K0 https://t.co/W3kxoNTGng,0,,coder3,pending,6,1.945910149,0,0.359435,non_humorous,0,ambiguous,ambiguous_or_review,0,0.71887
B00816,type_uncertain_b2,69,Nationwide,@nationwide,1584319296007639040,https://x.com/nationwide/status/1584319296007639040,Sun Oct 23 23:02:10 +0000 2022,"THIS GAME. THESE TEAMS. 90 more minutes, please

#WaveFC #BAONPDX",1,2,coder3,pending,3,1.386294361,1,0.538662,aggressive,0.317859,non_humor,not_applicable,1,0.922676
B00111,humor_presence_uncertain_b2,55,Sysco,@sysco,1528390437743931392,https://x.com/sysco/status/1528390437743931392,Sun May 22 15:00:51 +0000 2022,"Take your summer menu to the next level with Sysco! Whether you're serving steak, burgers, or just looking to make a delicious charcuterie board, we offer the products to create a menu that's perfect for the season.
https://t.co/hDXT0qepAT #Summertime https://t.co/vIK9l2uhm5",1,3,coder3,pending,4,1.609437912,1,0.507681,affiliative,0.409457,humor,self_enhancing,0,0.984638
B00592,high_engagement_posts_b2,92,Uber Technologies,@Uber,1833884714060353682,https://x.com/Uber/status/1833884714060353682,Wed Sep 11 15:06:02 +0000 2024,pure joy. 🚗🫶 https://t.co/v19uu6MxtI,1,3,coder3,pending,1354,7.211556733,0,0.045542,non_humorous,0,non_humor,not_applicable,0,0.091084
B01078,low_engagement_posts_b2,25,Home Depot,@HDCares,799014322328469504,https://x.com/HDCares/status/799014322328469504,Wed Nov 16 22:20:34 +0000 2016,@TjsalemThomas Terribly sorry this happened! We invite you to email add’l details to TeamSocial@homedepot.com. –TeamCare,0,,coder3,pending,0,0,1,0.50219,affiliative,0.402027,non_humor,not_applicable,1,0.99562
B00645,high_engagement_posts_b2,44,Walt Disney,@Disney,1995737439499883002,https://x.com/Disney/status/1995737439499883002,Tue Dec 02 06:10:59 +0000 2025,Jake Sully himself. Sam Worthington steps onto the red carpet at the Avatar: Fire and Ash world premiere. https://t.co/trfUAj96UW,0,,coder3,pending,7535,8.927446816,1,0.586257,affiliative,0.289931,ambiguous,ambiguous_or_review,0,0.827486
B00209,random_fortune_sample_b2,14,Cigna Group,@Cigna,1559247127934558216,https://x.com/Cigna/status/1559247127934558216,Mon Aug 15 18:34:19 +0000 2022,"You can turn your health plan into a growth plan. Cynthia Ryan, Executive Vice President &amp; Chief Human Resources Officer at Cigna talks to @HRExecMag  about how. #YourNewGrowthPlan https://t.co/d5AOEZOgoW https://t.co/G6aHXchAzl",0,,coder3,pending,6,1.945910149,0,0.492032,non_humorous,0,ambiguous,ambiguous_or_review,0,0.984064
B00834,firm_balanced_sample_b2,27,Kroger,@kroger,1533848249655873537,https://x.com/kroger/status/1533848249655873537,Mon Jun 06 16:28:14 +0000 2022,Can you spot what’s going on at the Tip Top Orchards? Game time! There are 3 things different with this cherry farm photo. Tell us what you see 👇  and learn about the Toftness Family. https://t.co/RqvKVmoZCw https://t.co/2HmmxKeQMu,0,,coder3,pending,45,3.828641396,0,0.492942,non_humorous,0,ambiguous,ambiguous_or_review,0,0.985884
B01013,low_engagement_posts_b2,25,Home Depot,@HDCares,772496067761954816,https://x.com/HDCares/status/772496067761954816,Sun Sep 04 18:06:29 +0000 2016,@jeffwmarker What product are you looking for? And what store location did you try? -TeamCare,0,,coder3,pending,0,0,1,0.55736,affiliative,0.411232,non_humor,not_applicable,1,0.88528
B00530,wendys_transfer_aggressive_b2,44,Walt Disney,@Disney,1898433975758282817,https://x.com/Disney/status/1898433975758282817,Sat Mar 08 18:01:45 +0000 2025,"RT @DisneyParks: JUST ANNOUNCED! The new Millennium Falcon: Smugglers Run adventure featuring Mando and Grogu will debut May 22, 2026 at St…",0,,coder3,pending,477,6.169610732,1,0.542752,aggressive,0.333881,ambiguous,ambiguous_or_review,0,0.914496
B00546,high_engagement_posts_b2,12,JPMorgan Chase,@jpmorgan,1436814676478861319,https://x.com/jpmorgan/status/1436814676478861319,Sat Sep 11 22:11:28 +0000 2021,Emma Raducanu's storybook run ends with the 🏆 in New York! https://t.co/esLsw4TQNY,0,,coder3,pending,22021,9.999797233,0,0.339198,non_humorous,0,ambiguous,ambiguous_or_review,0,0.678396
B01357,high_engagement_posts_b2,43,Tesla,@tesla,2040166045877772307,https://x.com/tesla/status/2040166045877772307,Fri Apr 03 20:34:24 +0000 2026,Tesla Glass can withstand 4x the weight of the car,1,2,coder3,pending,8135,9.004053938,1,0.582071,affiliative,0.376313,ambiguous,ambiguous_or_review,0,0.835858
B00356,type_uncertain_b2,21,Chevron,@chevron,1615432619751006213,https://x.com/chevron/status/1615432619751006213,Tue Jan 17 19:35:24 +0000 2023,We talk about emission scopes a lot within the energy space. Learn more what they mean here. https://t.co/dLpgJT0dps,0,,coder3,pending,28,3.36729583,1,0.586574,aggressive,0.336839,non_humor,not_applicable,1,0.826852
B01299,random_fortune_sample_b2,21,Chevron,@chevron,1668304475780685825,https://x.com/chevron/status/1668304475780685825,Mon Jun 12 17:09:17 +0000 2023,"Colin Parfitt, VP of Midstream, sat down with Bloomberg Markets to discuss the importance of natural gas as part of the long-term energy mix. Learn about the balanced approach we support to provide affordable, reliable, every cleaner energy here: https://t.co/4nrF4hEeoq",0,,coder3,pending,39,3.688879454,1,0.608402,affiliative,0.404836,ambiguous,ambiguous_or_review,0,0.783196
B00887,humor_presence_uncertain_b2,1,Amazon,@amazon,1747302777057939683,https://x.com/amazon/status/1747302777057939683,Tue Jan 16 17:00:20 +0000 2024,"Recharge by unplugging. Power back up with a dive into a new journal, brew a fresh kettle of tranquility, and take a mental vacation with a new book. https://t.co/GInWvTY8KI https://t.co/YGTVdlxKvw",0,,coder3,pending,143,4.9698133,0,0.383216,non_humorous,0,humor,affiliative,1,0.766432
B01399,type_uncertain_b2,11,Microsoft,@microsoft,1960793379895218601,https://x.com/microsoft/status/1960793379895218601,Wed Aug 27 19:55:46 +0000 2025,"RT @satyanadella: It’s been a few weeks since we brought GPT-5 to Microsoft 365 Copilot, and it’s quickly become part of my everyday workfl…",0,,coder3,pending,2624,7.872836175,1,0.513918,affiliative,0.374781,ambiguous,ambiguous_or_review,0,0.972164
B00911,wendys_transfer_aggressive_b2,35,AT&T,@ATT,2029980330426286334,https://x.com/ATT/status/2029980330426286334,Fri Mar 06 18:00:00 +0000 2026,"Connection isn’t just technology. 

It’s the people behind it. 

Hear the stories from AT&amp;T employees building the networks that keep the world connected. https://t.co/fzMGiAr9r9",0,,coder3,pending,39,3.688879454,1,0.643761,aggressive,0.425252,ambiguous,ambiguous_or_review,0,0.712478
B01401,high_engagement_posts_b2,43,Tesla,@tesla,2049960906638188658,https://x.com/tesla/status/2049960906638188658,Thu Apr 30 21:15:41 +0000 2026,Cybertruck is the safest EV pickup you can buy,1,3,coder3,pending,4861,8.489205155,1,0.564059,affiliative,0.369675,non_humor,not_applicable,1,0.871882
B01316,wendys_transfer_aggressive_b2,19,Centene,@centene,2008611607602229618,https://x.com/centene/status/2008611607602229618,Tue Jan 06 18:48:20 +0000 2026,Individual Coverage Health Reimbursement Arrangements (#ICHRA) provide employees with more choice in their healthcare and flexibility to find coverage that suits them and their families. Alan Silver breaks down what ICHRA is and why one-size-fits-all coverage no longer works. https://t.co/T4pdIEgjIS,0,,coder3,pending,5,1.791759469,1,0.558798,aggressive,0.310123,ambiguous,ambiguous_or_review,0,0.882404
B01031,classifier_disagreement_b2,93,USAA,@usaa,1553085529826234370,https://x.com/usaa/status/1553085529826234370,Fri Jul 29 18:30:19 +0000 2022,Our Fort Innovate tour has arrived at the @IntrepidMuseum in New York City and will be here through Sunday! Fort Innovate lets kids explore military innovations from the past 100 years to spark creative imaginations. Check it out in NYC or learn more at https://t.co/K7LNX5wQpC https://t.co/ksRLj2MJL1,0,,coder3,pending,52,3.970291914,1,0.5256,affiliative,0.338753,non_humor,not_applicable,1,0.9488
B01079,wendys_transfer_aggressive_b2,77,AbbVie,@abbvie,1973076850642432316,https://x.com/abbvie/status/1973076850642432316,Tue Sep 30 17:25:53 +0000 2025,"[Video description: On-screen text reads, ""Oncology News""]",0,,coder3,pending,4,1.609437912,1,0.595754,aggressive,0.337611,non_humor,not_applicable,1,0.808492
B01469,classifier_disagreement_b2,72,Publix Super Markets,@Publix,1874470637810438590,https://x.com/Publix/status/1874470637810438590,Wed Jan 01 15:00:00 +0000 2025,We love hearing about New Year traditions. Are you having black-eyed peas today?,1,2,coder3,pending,30,3.433987204,1,0.599425,affiliative,0.449943,non_humor,not_applicable,1,0.80115
B00225,classifier_disagreement_b2,12,JPMorgan Chase,@jpmorgan,1511765684899831813,https://x.com/jpmorgan/status/1511765684899831813,Wed Apr 06 18:00:01 +0000 2022,"“There aren’t many places you can roll out a new platform that can transact a billion dollars of trade a day in a few months. That type of scale can only be possible if you operate at a company the size of JPMorgan Chase.” Umar Farooq, CEO of Onyx by J.P. Morgan, tells @CNBC.",0,,coder3,pending,65,4.189654742,1,0.623735,affiliative,0.387736,non_humor,not_applicable,1,0.75253
B00579,random_fortune_sample_b2,72,Publix Super Markets,@Publix,1875572931520053402,https://x.com/Publix/status/1875572931520053402,Sat Jan 04 16:00:07 +0000 2025,What’s on your vision board this year? https://t.co/9rVIi31lNr,0,,coder3,pending,99,4.605170186,0,0.466435,non_humorous,0,non_humor,not_applicable,0,0.93287
B00919,humor_presence_uncertain_b2,49,RTX,@RTX_News,1993034780196106699,https://x.com/RTX_News/status/1993034780196106699,Mon Nov 24 19:11:35 +0000 2025,"📰 USS Ted Stevens (#DDG128) just wrapped its final sea trials and is gearing up for delivery to the @USNavy. Equipped with:
✔️ Raytheon-built SPY-6(V)1 radar
✔️ Aegis Baseline 10 combat system
✔️ Multi-mission capabilities

📷: @WeAreHII https://t.co/119AKCkCEr",0,,coder3,pending,58,4.077537444,0,0.42552,non_humorous,0,ambiguous,ambiguous_or_review,0,0.85104
B00738,low_engagement_posts_b2,60,HCA Healthcare,@hcahealthcare,1786477540204302688,https://x.com/hcahealthcare/status/1786477540204302688,Fri May 03 19:26:51 +0000 2024,"Our new “Power of Partnership” series celebrates the incredible organizations that HCA Healthcare collaborates with to give people a healthier tomorrow. Learn how we are working @American_Heart to prevent, treat and beat stroke: https://t.co/l2YHeoSjKl. #StrokeMonth",0,,coder3,pending,0,0,0,0.471034,non_humorous,0,ambiguous,ambiguous_or_review,0,0.942068
B01166,high_engagement_posts_b2,47,Boeing,@boeing,1885041073317150895,https://x.com/boeing/status/1885041073317150895,Thu Jan 30 19:03:08 +0000 2025,https://t.co/hBNll6Cluj,0,,coder3,pending,1928,7.564757013,0,0.045542,non_humorous,0,non_humor,not_applicable,0,0.091084
B00853,wendys_transfer_aggressive_b2,2,Walmart,@walmart,1967362728353317366,https://x.com/walmart/status/1967362728353317366,Sun Sep 14 23:00:00 +0000 2025,who dares to add more streaming choices for Walmart+ memberships?,1,4,coder3,pending,437,6.08221891,1,0.512831,aggressive,0.332055,ambiguous,ambiguous_or_review,0,0.974338
B00254,random_fortune_sample_b2,90,Ingram Micro Holding,@IngramMicroInc,1801298493228663117,https://x.com/IngramMicroInc/status/1801298493228663117,Thu Jun 13 17:00:01 +0000 2024,"Get aboard the time machine, it's an epic Throwback Thursday. 👈 This week, 1998, Mr. Bill Gates sent Ingram Micro a letter to congratulate us on surpassing $1 billion in Microsoft product sales and being their #1 worldwide customer. We couldn't have been prouder. #ingrammicro https://t.co/M9yKkaqF1c",0,,coder3,pending,15,2.772588722,1,0.568324,affiliative,0.443594,ambiguous,ambiguous_or_review,0,0.863352
B01354,classifier_disagreement_b2,83,Cisco Systems,@Cisco,2057974621530677627,https://x.com/Cisco/status/2057974621530677627,Fri May 22 23:59:19 +0000 2026,"One network keeping it all connected. 🛜🎛️🎶🎸

#BottleRock https://t.co/xH7m4C3fOM",1,3,coder3,pending,28,3.36729583,1,0.525914,aggressive,0.371918,non_humor,not_applicable,1,0.948172
B00091,random_fortune_sample_b2,30,Marathon Petroleum,@MarathonPetroCo,1978480727453745298,https://x.com/MarathonPetroCo/status/1978480727453745298,Wed Oct 15 15:18:58 +0000 2025,https://t.co/7aZ8EeMrzk,0,,coder3,pending,3,1.386294361,0,0.045542,non_humorous,0,non_humor,not_applicable,0,0.091084
B00724,random_fortune_sample_b2,1,Amazon,@amazon,2042183941793173972,https://x.com/amazon/status/2042183941793173972,Thu Apr 09 10:12:48 +0000 2026,"Our CEO, Andy Jassy, published his annual Letter to Shareholders today. https://t.co/NORN8Muetv",0,,coder3,pending,100,4.615120517,0,0.466288,non_humorous,0,non_humor,not_applicable,0,0.932576
B00167,classifier_disagreement_b2,72,Publix Super Markets,@Publix,1887199511757361181,https://x.com/Publix/status/1887199511757361181,Wed Feb 05 18:00:00 +0000 2025,What's your #Publix love language? 🥰,1,2,coder3,pending,58,4.077537444,1,0.780473,affiliative,0.385319,non_humor,not_applicable,1,0.439054
B01312,random_fortune_sample_b2,6,CVS Health,@cvshealth,1401901759774171137,https://x.com/cvshealth/status/1401901759774171137,Mon Jun 07 14:00:00 +0000 2021,Coming out to loved ones and finding healthy coping strategies is important for LGBTQ+ teens. Get support by talking to other teens in live chat groups on Q Chat Space. #PrideMonth #LGBTQ #supportgroup #hereforyou,0,,coder3,pending,25,3.258096538,1,0.559557,affiliative,0.296757,humor,self_enhancing,0,0.880886
B00556,random_fortune_sample_b2,82,Oracle,@oracle,1983594683587522975,https://x.com/oracle/status/1983594683587522975,Wed Oct 29 18:00:00 +0000 2025,We are bringing #AIWorld to a city near you! Check out the AI World Tour lineup for 2026: https://t.co/G8GzaqngFg https://t.co/zfT1A2mHS7,0,,coder3,pending,92,4.532599493,0,0.374224,non_humorous,0,ambiguous,ambiguous_or_review,0,0.748448
B00620,classifier_disagreement_b2,66,IBM,@ibm,2065464660736815317,https://x.com/ibm/status/2065464660736815317,Fri Jun 12 16:02:04 +0000 2026,"As @LDNTechWeek comes to a close, we're reflecting on a week of conversations focused on helping the UK realise its AI ambitions.

Check out some of the highlights below. 🧵 https://t.co/snOSYm4Ok2",0,,coder3,pending,40,3.713572067,0,0.485481,non_humorous,0,humor,affiliative,1,0.970962
B01133,classifier_disagreement_b2,20,Bank of America,@bankofamerica,1573790812722278401,https://x.com/bankofamerica/status/1573790812722278401,Sat Sep 24 21:45:44 +0000 2022,RT @BofA_News: .@projectarriba connects residents of low-income neighborhoods in #ElPaso with resources to prepare them for higher educatio…,0,,coder3,pending,8,2.197224577,0,0.429229,non_humorous,0,humor,affiliative,1,0.858458
B01325,random_fortune_sample_b2,14,Cigna Group,@Cigna,1538903414490517512,https://x.com/Cigna/status/1538903414490517512,Mon Jun 20 15:15:40 +0000 2022,The Connection Point webinar is just a few days away. Local government employers will have the opportunity to learn more about policy updates in the local government landscape as well as local trends to watch in 2022. Register today. https://t.co/DWkQIbjUGz #CignaLocalGov https://t.co/rPKWo0pNbk,0,,coder3,pending,1,0.693147181,1,0.587193,aggressive,0.307544,ambiguous,ambiguous_or_review,0,0.825614
B01115,random_fortune_sample_b2,47,Boeing,@boeing,1453324030556229638,https://x.com/boeing/status/1453324030556229638,Wed Oct 27 11:33:44 +0000 2021,"Today, we report our third-quarter results. 

Read more: https://t.co/7eoOLASz1S https://t.co/6tCAzmeKaM",0,,coder3,pending,133,4.8978398,0,0.172066,non_humorous,0,non_humor,not_applicable,0,0.344132
B00629,random_fortune_sample_b2,69,Nationwide,@nationwide,1521547636830093315,https://x.com/nationwide/status/1521547636830093315,Tue May 03 17:50:00 +0000 2022,"Peyton Manning Jams With Country Star Brad Paisley in Hilarious Video

https://t.co/YA9MXvrZYN",0,,coder3,pending,8,2.197224577,0,0.477308,non_humorous,0,ambiguous,ambiguous_or_review,0,0.954616
B00923,humor_presence_uncertain_b2,92,Uber Technologies,@Uber,1912129032436515295,https://x.com/Uber/status/1912129032436515295,Tue Apr 15 13:01:01 +0000 2025,"Atlanta, you’re up next! 🍑🚘🤖! @Waymo autonomous rides are arriving soon, only on Uber. Starting today, Atlanta customers can open the Uber app and join the Interest List to get updates, increase their chances of being matched with a @Waymo autonomous vehicle at launch, and have a chance to get early access to Waymo rides soon.

https://t.co/bTyneBMXae",0,,coder3,pending,240,5.484796933,1,0.587156,affiliative,0.446871,humor,affiliative,0,0.825688
B01159,humor_presence_uncertain_b2,8,McKesson,@mckesson,1966162058489008486,https://x.com/mckesson/status/1966162058489008486,Thu Sep 11 15:28:58 +0000 2025,"Today we honor the memory of those we lost on September 11, 2001. We remember the courage of first responders, the strength of survivors and the solidarity that carried us forward. https://t.co/6KgEnBAiUL",0,,coder3,pending,5,1.791759469,1,0.519427,affiliative,0.461097,humor,self_enhancing,0,0.961146
B00053,wendys_transfer_aggressive_b2,91,General Dynamics,@generaldynamics,1692174735759786326,https://x.com/generaldynamics/status/1692174735759786326,Thu Aug 17 14:01:10 +0000 2023,Experience the latest in safety and style at speeds up to Mach 0.925. #G600 https://t.co/MT2RdAGz5e,0,,coder3,pending,218,5.38907173,1,0.65032,aggressive,0.351712,ambiguous,ambiguous_or_review,0,0.69936
B00612,humor_presence_uncertain_b2,5,Alphabet,@google,2042334293603561623,https://x.com/google/status/2042334293603561623,Thu Apr 09 20:10:14 +0000 2026,RT @demishassabis: Thanks for the great conversation @cleoabram (and some competitive Jenga)! Really enjoyed talking about all the amazing…,0,,coder3,pending,132,4.890349128,0,0.41834,non_humorous,0,ambiguous,ambiguous_or_review,0,0.83668
