no,id,tweet_url,text,final_humor_binary,final_humor_source,final_humor_label_available,pred_humor_final_050,prediction_set,p_humor_final_tfidf_logreg,log1p_p_humor_final_tfidf_logreg,model_humor,p_humor,p_humor_ml,reply_count,favorite_count,retweet_count,quote_count,bookmark_count,view_count,created_year,created_month,created_day,created_time,is_quote_status,is_retweet_text,engagement_total,engagement_favorite_retweet,favorite_count,retweet_count,reply_count,quote_count,bookmark_count,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count
16,2057589742649192842,https://x.com/Wendys/status/2057589742649192842,it's not roasting if it's true 😌 @Jeopardy https://t.co/Da3mvCbEFB,1,human,1,1,labeled,0.542175,0.433194,1,0.6061,0.742053,159,5229,297,8,97,158953,2026,5,21,22:29:57,False,false,5790,5526,5229,297,159,8,97,8.66406026722579,8.617400451833262,8.56216655705897,5.697093486505405,5.075173815233827,2.1972245773362196,4.584967478670572
17,2057509387422380064,https://x.com/Wendys/status/2057509387422380064,"From one redheaded baddie to another, we just wanted to formally invite you to compete in our Wendy’s look-alike contest this weekend for #worldredheadday

https://t.co/Plz0ZCapd2",1,human,1,1,labeled,0.565466,0.448183,1,0.5960,0.300047,22,140,16,0,6,88702,2026,5,21,17:10:39,True,false,184,156,140,16,22,0,6,5.220355825078325,5.056245805348308,4.948759890378168,2.833213344056216,3.1354942159291497,0.0,1.9459101490553132
18,2056803537636467033,https://x.com/Wendys/status/2056803537636467033,might change my name to Wemby’s and only serve french fries after last night’s game,1,human,1,1,labeled,0.735588,0.551346,1,0.6561,0.714933,511,67538,7060,455,1962,2379809,2026,5,19,18:25:51,False,false,77526,74598,67538,7060,511,455,1962,11.25838154176552,11.21988238127627,11.120460487789083,8.862341963516347,6.238324625039508,6.1224928095143865,7.5822291942764615
19,2056485781707821429,https://x.com/Wendys/status/2056485781707821429,"If you have flaming locks of auburn hair and a face card that never declines, we have the perfect contest for you 😉
Wendy’s Look-Alike Contest is 3:30-5:30pm May 26th at Seaport Square in NYC! https://t.co/sEUa15Db7G",0,human,1,1,labeled,0.554501,0.441155,0,0.4413,0.349927,28,220,31,11,15,197852,2026,5,18,21:23:12,False,false,305,251,220,31,28,11,15,5.723585101952381,5.529429087511423,5.3981627015177525,3.4657359027997265,3.367295829986474,2.4849066497880004,2.772588722239781
20,2054933542442848652,https://x.com/Wendys/status/2054933542442848652,🟨🟦🍟 https://t.co/y9M33fb83V,0,human,1,0,labeled,0.045542,0.044535,0,0.3475,0.08009,108,549,63,26,35,116668,2026,5,14,14:35:09,False,false,781,612,549,63,108,26,35,6.661854740545311,6.418364935936212,6.309918278226516,4.1588830833596715,4.6913478822291435,3.295836866004329,3.58351893845611
21,2054257059399389281,https://x.com/Wendys/status/2054257059399389281,Did you know? One cookie dough frosty is the equivalent of 12 dancing fruit videos?,1,human,1,1,labeled,0.583553,0.459671,1,0.6083,0.493219,36,86,6,1,4,37369,2026,5,12,17:47:03,False,false,133,92,86,6,36,1,4,4.897839799950911,4.532599493153256,4.465908118654584,1.9459101490553132,3.6109179126442243,0.6931471805599453,1.6094379124341003
22,2052863834503700774,https://x.com/Wendys/status/2052863834503700774,Their love story is almost as fresh as our beef ❤️ https://t.co/OydNIkjSGV,1,human,1,1,labeled,0.646958,0.49893,1,0.6244,0.307728,283,29200,2668,265,3228,3011951,2026,5,8,21:30:53,False,false,35644,31868,29200,2668,283,265,3228,10.48136416355173,10.369389029448124,10.281958234245314,7.889459149404524,5.648974238161206,5.583496308781699,8.079927770758275
23,2052727809756348567,https://x.com/Wendys/status/2052727809756348567,"Sir, this is a banana https://t.co/mtSrVrahpo",1,human,1,0,labeled,0.428437,0.356581,1,0.5260,0.08009,168,1710,126,24,82,273730,2026,5,8,12:30:22,False,false,2110,1836,1710,126,168,24,82,7.65491704784832,7.515889085215125,7.444833273892193,4.844187086458591,5.1298987149230735,3.2188758248682006,4.418840607796598
24,2052536825336729602,https://x.com/Wendys/status/2052536825336729602,"Rick Devens after last night’s tribal council 
@Rick_Devens @MrBeast #Survivor50",1,human,1,1,labeled,0.548029,0.436982,1,0.5785,0.467293,17,1930,62,4,39,176919,2026,5,7,23:51:28,True,false,2052,1992,1930,62,17,4,39,7.627057417018934,7.597396320212795,7.565793282428515,4.143134726391533,2.8903717578961645,1.6094379124341003,3.6888794541139363
25,2052513071906619715,https://x.com/Wendys/status/2052513071906619715,The necklace of every mom’s dreams is here. Tag a mom and tell us why she deserves one below and we might just surprise a few ❤️ https://t.co/p9208Rvu4D,0,human,1,0,labeled,0.490687,0.399237,0,0.4289,0.242508,462,1124,111,16,75,129205,2026,5,7,22:17:04,False,false,1788,1235,1124,111,462,16,75,7.489412083508719,7.119635638017636,7.025538314638521,4.718498871295094,6.137727054086234,2.833213344056216,4.330733340286331
26,2050328345645133837,https://x.com/Wendys/status/2050328345645133837,new spicy chicken sandwich slaps https://t.co/nDUnSsL79R,0,human,1,0,labeled,0.303148,0.264783,0,0.3378,0.298357,1462,11796,1213,326,1446,3249308,2026,5,1,21:35:45,False,false,16243,13009,11796,1213,1462,326,1446,9.69547888880619,9.47347357150655,9.375600540841843,7.101675971619444,7.288244401020124,5.7899601708972535,7.277247726631484
27,2050307931778732264,https://x.com/Wendys/status/2050307931778732264,I'm trying to get as crispy as the bacon on our Baconator this Girls Trip 😎☀️🌺 https://t.co/8oGyl5S3GO,1,human,1,1,labeled,0.666157,0.51052,1,0.6207,0.311594,43,446,41,2,20,46571,2026,5,1,20:14:38,False,false,552,487,446,41,43,2,20,6.315358001522335,6.1903154058531475,6.102558594613569,3.7376696182833684,3.784189633918261,1.0986122886681096,3.044522437723423
28,2050243908991328359,https://x.com/Wendys/status/2050243908991328359,"that bow is not just blue, it's not turquoise, it's not lapis, it's actually cerulean. https://t.co/mswbnGHkgg",1,human,1,1,labeled,0.692349,0.526118,1,0.6642,0.281008,139,1510,86,18,38,80264,2026,5,1,16:00:14,False,false,1791,1596,1510,86,139,18,38,7.491087593534876,7.3758821482150125,7.32052696227274,4.465908118654584,4.941642422609304,2.9444389791664403,3.6635616461296463
29,2048730947017654333,https://x.com/Wendys/status/2048730947017654333,"Sweet &amp; Sour is BACK… but only for a limited time unless y’all get loud. Go get the sauce in-restaurant + like, comment and share this post to save it. SWEET &amp; SOUR ARMY DO UR THING. https://t.co/ndF0vOrTpo",0,human,1,1,labeled,0.501264,0.406307,0,0.4310,0.44272,410,1009,249,128,81,462515,2026,4,27,11:48:16,False,false,1877,1258,1009,249,410,128,81,7.537962659768208,7.138073034044347,6.917705609835305,5.521460917862246,6.018593214496234,4.859812404361672,4.406719247264253
30,2047463502583869524,https://x.com/Wendys/status/2047463502583869524,THIS would happen at Wendy's 👀 https://t.co/lNjM2bD6pb,1,human,1,1,labeled,0.61878,0.481673,1,0.5958,0.287961,406,11821,894,174,617,4298623,2026,4,23,23:51:53,False,false,13912,12715,11821,894,406,174,617,9.540578933841877,9.450616322030694,9.377717481384314,6.796823718274855,6.008813185442595,5.1647859739235145,6.42648845745769
31,2042359791239024659,https://x.com/Wendys/status/2042359791239024659,She a baddie with her baddie friend (I'm the baddie friend),1,human,1,1,labeled,0.588033,0.462496,1,0.6251,0.40964,169,1339,139,16,56,188105,2026,4,9,21:51:34,True,false,1719,1478,1339,139,169,16,56,7.450079569807499,7.2991214627108,7.200424892944957,4.941642422609304,5.135798437050262,2.833213344056216,4.04305126783455
32,2042345361310957745,https://x.com/Wendys/status/2042345361310957745,still rich still craving @wendys new spicy chicken sandwich #wendyspartner,0,human,1,0,labeled,0.404467,0.339658,0,0.3448,0.399699,371,6819,468,119,290,890197,2026,4,9,20:54:13,False,false,8067,7287,6819,468,371,119,290,8.995660899074103,8.893984438939794,8.827614750837508,6.150602768446279,5.918893854273146,4.787491742782046,5.673323267171493
33,2042276646711894177,https://x.com/Wendys/status/2042276646711894177,WE’VE GOT OUR WINNER🏆 the Pretzel Bacon Pub Burger is coming back to the menu soon https://t.co/jdeIQgJBnp,0,human,1,0,labeled,0.36783,0.313225,0,0.4344,0.274562,412,4930,266,169,577,10366059,2026,4,9,16:21:10,False,false,6354,5196,4930,266,412,169,577,8.756997183623554,8.555836815008442,8.503297086224126,5.58724865840025,6.023447592961033,5.135798437050262,6.359573868672378
34,2041987332509782141,https://x.com/Wendys/status/2041987332509782141,The universe called. It said add me on Co-Star. @ wendys_official https://t.co/7HYmQbBfv7,1,human,1,1,labeled,0.601398,0.470877,1,0.6382,0.617407,33,185,21,4,19,60714,2026,4,8,21:11:33,False,false,262,206,185,21,33,4,19,5.572154032177765,5.332718793265369,5.225746673713202,3.091042453358316,3.5263605246161616,1.6094379124341003,2.995732273553991
35,2041526924149690528,https://x.com/Wendys/status/2041526924149690528,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",0,human,1,0,labeled,0.261466,0.232275,0,0.2549,0.193277,45,322,14,3,27,81591,2026,4,7,14:42:03,False,false,411,336,322,14,45,3,27,6.021023349349527,5.820082930352362,5.777652323222656,2.70805020110221,3.828641396489095,1.3862943611198906,3.332204510175204
36,2041526852036988999,https://x.com/Wendys/status/2041526852036988999,🫵 YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 https://t.co/OQ2OI18i5U,0,human,1,0,labeled,0.41807,0.349297,0,0.4157,0.326047,190,4762,257,80,774,630259,2026,4,7,14:41:45,False,false,6063,5019,4762,257,190,80,774,8.710124927322207,8.521185212685776,8.46863300080086,5.552959584921617,5.25227342804663,4.394449154672439,6.652863029353347
37,2041332734883201293,https://x.com/Wendys/status/2041332734883201293,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",0,human,1,0,labeled,0.261466,0.232275,0,0.2549,0.193277,24,357,16,2,60,73183,2026,4,7,01:50:24,False,false,459,373,357,16,24,2,60,6.131226489483141,5.924255797414532,5.8805329864007,2.833213344056216,3.2188758248682006,1.0986122886681096,4.110873864173311
38,2041332610928951432,https://x.com/Wendys/status/2041332610928951432,"WE HAVE A DUNK 🚨that means all of America gets free small fry and Frosty on April 7th. Not to be dramatic, but that was the greatest moment in dunk history.",1,human,1,1,labeled,0.608586,0.475356,1,0.5790,0.297696,75,5342,313,46,648,953789,2026,4,7,01:49:55,True,false,6424,5655,5342,313,75,46,648,8.76795190976342,8.640472207576408,8.583542571957771,5.749392985908253,4.330733340286331,3.8501476017100584,6.47543271670409
39,2041332103036412007,https://x.com/Wendys/status/2041332103036412007,GET UP RODDY GAYLE 🤯 https://t.co/Yz0SkHVdwC,1,human,1,1,labeled,0.527672,0.423745,1,0.5935,0.08009,39,1067,126,23,57,2874024,2026,4,7,01:47:54,False,false,1312,1193,1067,126,39,23,57,7.180069874302796,7.085064293952548,6.97354301952014,4.844187086458591,3.6888794541139363,3.1780538303479458,4.060443010546419
40,2041317545412546926,https://x.com/Wendys/status/2041317545412546926,Tip off time here we goooooo 🫣🏀,1,human,1,1,labeled,0.673015,0.514627,1,0.6347,0.447858,18,110,6,1,1,45549,2026,4,7,00:50:03,False,false,136,116,110,6,18,1,1,4.919980925828125,4.762173934797756,4.709530201312334,1.9459101490553132,2.9444389791664403,0.6931471805599453,0.6931471805599453
41,2041286930231373912,https://x.com/Wendys/status/2041286930231373912,"You: Wow I hope so and so team wins

Me: DUNKS DUNKS DUNKS DUNKS",1,human,1,1,labeled,0.659218,0.506347,1,0.6421,0.40964,16,162,8,2,3,46079,2026,4,6,22:48:24,False,false,191,170,162,8,16,2,3,5.2574953720277815,5.14166355650266,5.093750200806762,2.1972245773362196,2.833213344056216,1.0986122886681096,1.3862943611198906
42,2041274861461586245,https://x.com/Wendys/status/2041274861461586245,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",0,human,1,0,labeled,0.261466,0.232275,0,0.2549,0.193277,7,43,4,0,5,37846,2026,4,6,22:00:26,False,false,59,47,43,4,7,0,5,4.0943445622221,3.8712010109078907,3.784189633918261,1.6094379124341003,2.0794415416798357,0.0,1.791759469228055
43,2041274790418485741,https://x.com/Wendys/status/2041274790418485741,"Who shall fulfill the prophecy?!?!?!?!

Tag us when you see who unlocks it 👀 https://t.co/mmdG7uqh7a",1,human,1,1,labeled,0.503085,0.40752,1,0.6280,0.31109,28,218,32,3,18,51681,2026,4,6,22:00:09,False,false,299,250,218,32,28,3,18,5.703782474656201,5.5254529391317835,5.389071729816501,3.4965075614664802,3.367295829986474,1.3862943611198906,2.9444389791664403
44,2041273129272824054,https://x.com/Wendys/status/2041273129272824054,Get your votes in!,0,human,1,0,labeled,0.486366,0.396334,0,0.4141,0.40964,76,256,33,34,13,176008,2026,4,6,21:53:33,False,false,412,289,256,33,76,34,13,6.023447592961033,5.66988092298052,5.54907608489522,3.5263605246161616,4.343805421853684,3.5553480614894135,2.639057329615259
45,2041272778461258077,https://x.com/Wendys/status/2041272778461258077,The Bourbon Bacon Cheeseburger and Pretzel Bacon Pub Burger have made it to our championship! Get your votes in to decide who will be crowned the winner and end up back on the menu https://t.co/VIgjuIMDNF,1,human,1,1,labeled,0.575333,0.454467,1,0.5356,0.318832,220,1439,74,80,182,5879153,2026,4,6,21:52:10,False,false,1995,1513,1439,74,220,80,182,7.59890045687141,7.322510433997394,7.272398392570047,4.31748811353631,5.3981627015177525,4.394449154672439,5.209486152841421
46,2041270386478780749,https://x.com/Wendys/status/2041270386478780749,ONLY A FEW HOURS UNTIL SOMEONE DUNKS THEIR WAY INTO AMERICAN HISTORY,1,human,1,1,labeled,0.661007,0.507424,1,0.6259,0.390897,20,154,7,2,2,38813,2026,4,6,21:42:39,False,false,185,161,154,7,20,2,2,5.225746673713202,5.087596335232384,5.043425116919247,2.0794415416798357,3.044522437723423,1.0986122886681096,1.0986122886681096
47,2041241219603554599,https://x.com/Wendys/status/2041241219603554599,Tonight we are anti lay ups and anti fundamentals and pro massive jams,1,human,1,1,labeled,0.665024,0.509839,1,0.6226,0.40964,32,146,11,1,1,35756,2026,4,6,19:46:45,False,false,191,157,146,11,32,1,1,5.2574953720277815,5.062595033026967,4.990432586778736,2.4849066497880004,3.4965075614664802,0.6931471805599453,0.6931471805599453
48,2041187810728727004,https://x.com/Wendys/status/2041187810728727004,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.",0,human,1,0,labeled,0.261466,0.232275,0,0.2549,0.193277,6,42,2,1,0,29125,2026,4,6,16:14:32,False,false,51,44,42,2,6,1,0,3.9512437185814275,3.8066624897703196,3.7612001156935624,1.0986122886681096,1.9459101490553132,0.6931471805599453,0.0
49,2041187699764163013,https://x.com/Wendys/status/2041187699764163013,woke up thinking about who’s gonna dunk in the national championship game tonight to unlock a free small fry and Frosty for America tomorrow,1,human,1,1,labeled,0.50803,0.410804,1,0.5728,0.388778,29,152,14,2,2,37962,2026,4,6,16:14:05,False,false,199,166,152,14,29,2,2,5.298317366548036,5.117993812416755,5.030437921392435,2.70805020110221,3.4011973816621555,1.0986122886681096,1.0986122886681096
50,2040186917312979266,https://x.com/Wendys/status/2040186917312979266,Oh good you made it. Introducing: The Official Dunks Menu 🏀 Order in the Wendy’s app all March Madness® long for the chance to win prizes in the Dunkstakes https://t.co/hI3HxiD7VV,0,human,1,1,labeled,0.544757,0.434867,0,0.4189,0.36179,15,93,7,0,8,32132,2026,4,3,21:57:20,False,false,123,100,93,7,15,0,8,4.820281565605037,4.61512051684126,4.543294782270004,2.0794415416798357,2.772588722239781,0.0,2.1972245773362196
51,2040186893468393651,https://x.com/Wendys/status/2040186893468393651,YOU COULD GO ALL THE WAY https://t.co/JG6srzZZTh,1,human,1,1,labeled,0.588217,0.462612,1,0.6068,0.279201,23,178,3,0,2,44932,2026,4,3,21:57:14,False,false,206,181,178,3,23,0,2,5.332718793265369,5.204006687076795,5.187385805840755,1.3862943611198906,3.1780538303479458,0.0,1.0986122886681096
52,2040186889131479302,https://x.com/Wendys/status/2040186889131479302,keep scrolling 👇👇👇 https://t.co/O8onjjhdsH,0,human,1,0,labeled,0.291298,0.255648,0,0.4056,0.08009,5,111,2,0,3,32921,2026,4,3,21:57:13,False,false,121,113,111,2,5,0,3,4.804021044733257,4.736198448394496,4.718498871295094,1.0986122886681096,1.791759469228055,0.0,1.3862943611198906
53,2040186885704683992,https://x.com/Wendys/status/2040186885704683992,Scroll for a #MarchMadness surprise 👀 🏀 https://t.co/FJ4PuPVkOq,0,human,1,0,labeled,0.334237,0.28836,0,0.4107,0.11859,41,260,10,0,21,133520,2026,4,3,21:57:13,False,false,332,270,260,10,41,0,21,5.808142489980444,5.602118820879701,5.564520407322694,2.3978952727983707,3.7376696182833684,0.0,3.091042453358316
54,2039915068729541060,https://x.com/Wendys/status/2039915068729541060,"Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last. Not valid for digital or delivery orders or with any other discount or offer. No substitutions.",0,human,1,0,labeled,0.280199,0.247015,0,0.2847,0.201565,8,35,0,0,7,28634,2026,4,3,03:57:06,False,false,50,35,35,0,8,0,7,3.9318256327243257,3.58351893845611,3.58351893845611,0.0,2.1972245773362196,0.0,2.0794415416798357
55,2039900754387869992,https://x.com/Wendys/status/2039900754387869992,Help us give the people what they want! If there’s a dunk during the natty everyone in America gets a free small fry and classic Frosty on April 7th https://t.co/UnfLgpYclZ,0,human,1,0,labeled,0.454372,0.374574,0,0.4198,0.27309,24,197,21,2,9,49288,2026,4,3,03:00:14,False,false,253,218,197,21,24,2,9,5.537334267018537,5.389071729816501,5.288267030694535,3.091042453358316,3.2188758248682006,1.0986122886681096,2.302585092994046
56,2039789214120996993,https://x.com/Wendys/status/2039789214120996993,Congrats to these Official Wendy’s Dunk Team athletes on making it to the Final Four. You dunked into hoops. You dunked into Frosty. You dunked into our hearts. https://t.co/b6IeqJW8YD,1,human,1,1,labeled,0.617339,0.480782,1,0.6057,0.360102,13,75,4,1,1,29549,2026,4,2,19:37:00,False,false,94,79,75,4,13,1,1,4.553876891600541,4.382026634673881,4.330733340286331,1.6094379124341003,2.639057329615259,0.6931471805599453,0.6931471805599453
57,2039714223337463977,https://x.com/Wendys/status/2039714223337463977,Vote!,0,human,1,0,labeled,0.234281,0.210489,0,0.2262,0.16956,45,101,16,21,3,49412,2026,4,2,14:39:01,False,false,186,117,101,16,45,21,3,5.231108616854587,4.770684624465665,4.624972813284271,2.833213344056216,3.828641396489095,3.091042453358316,1.3862943611198906
58,2039714041212358979,https://x.com/Wendys/status/2039714041212358979,Vote!,0,human,1,0,labeled,0.234281,0.210489,0,0.2262,0.16956,13,52,5,9,3,17403,2026,4,2,14:38:18,False,false,82,57,52,5,13,9,3,4.418840607796598,4.060443010546419,3.970291913552122,1.791759469228055,2.639057329615259,2.302585092994046,1.3862943611198906
59,2039713760378487274,https://x.com/Wendys/status/2039713760378487274,We’ve got our final four! It’s time to decide who will make it to the championship and ultimately end up back on the menu. Get your votes in now! https://t.co/Yat9QPbeFA,0,human,1,0,labeled,0.481978,0.393378,0,0.4264,0.337641,172,565,35,24,80,950485,2026,4,2,14:37:11,False,false,876,600,565,35,172,24,80,6.776506992372183,6.398594934535208,6.338594078203183,3.58351893845611,5.153291594497779,3.2188758248682006,4.394449154672439
60,2038738065678811271,https://x.com/Wendys/status/2038738065678811271,Vote!,0,human,1,0,labeled,0.234281,0.210489,0,0.2262,0.16956,17,53,5,2,0,45845,2026,3,30,22:00:07,False,false,77,58,53,5,17,2,0,4.356708826689592,4.07753744390572,3.9889840465642745,1.791759469228055,2.8903717578961645,1.0986122886681096,0.0
61,2038737809075565002,https://x.com/Wendys/status/2038737809075565002,Vote!,0,human,1,0,labeled,0.234281,0.210489,0,0.2262,0.16956,12,31,3,1,0,18807,2026,3,30,21:59:06,False,false,47,34,31,3,12,1,0,3.8712010109078907,3.5553480614894135,3.4657359027997265,1.3862943611198906,2.5649493574615367,0.6931471805599453,0.0
62,2038737532473803096,https://x.com/Wendys/status/2038737532473803096,Vote!,0,human,1,0,labeled,0.234281,0.210489,0,0.2262,0.16956,9,20,4,4,1,18906,2026,3,30,21:58:00,False,false,38,24,20,4,9,4,1,3.6635616461296463,3.2188758248682006,3.044522437723423,1.6094379124341003,2.302585092994046,1.6094379124341003,0.6931471805599453
63,2038737391863869923,https://x.com/Wendys/status/2038737391863869923,Vote!,0,human,1,0,labeled,0.234281,0.210489,0,0.2262,0.16956,18,31,4,3,0,31526,2026,3,30,21:57:26,False,false,56,35,31,4,18,3,0,4.04305126783455,3.58351893845611,3.4657359027997265,1.6094379124341003,2.9444389791664403,1.3862943611198906,0.0
