id,created_date,created_year,created_month,created_hour,year_quarter,log1p_engagement_total,log1p_engagement_favorite_retweet,log1p_favorite_count,log1p_retweet_count,log1p_reply_count,log1p_quote_count,log1p_bookmark_count,pred_humor_final_050,p_humor_final_tfidf_logreg,final_humor_label_available,final_humor_binary,pred_humor_type_group_model,is_aggressive_humor,is_other_humor,final_humor_type_group,text_length,hashtag_count,mention_count,quarter_total_posts,h3_quarter_filter_10,humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo,humor_proportion_quarter_loo_sq,aggressive_humor_proportion_quarter_loo_sq,other_humor_proportion_quarter_loo_sq,h1_full_sample_flag,h1_human_validation_flag,h2_model_humor_only_flag,h2_human_validation_flag,h3_analysis_flag,h2_aggressive_model_dummy,h2_aggressive_human_dummy
2057593602490970314,2026-05-21,2026,5,22,2026-Q2,4.934474,4.875197,4.859812,1.098612,1.791759,0.0,1.386294,0,0.349469,1,0.0,non_humor,0,0,non_humor,15,0,1,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2057590511653794039,2026-05-21,2026,5,22,2026-Q2,5.236442,5.141664,5.105945,1.94591,2.833213,0.0,0.693147,1,0.687834,1,1.0,other_humor,0,1,missing,54,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2057590262373785937,2026-05-21,2026,5,22,2026-Q2,3.332205,3.258097,3.218876,0.693147,0.693147,0.0,0.693147,0,0.283363,1,0.0,non_humor,0,0,non_humor,16,0,1,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2057589742649192842,2026-05-21,2026,5,22,2026-Q2,8.66406,8.6174,8.562167,5.697093,5.075174,2.197225,4.584967,1,0.542175,1,1.0,aggressive,1,0,aggressive,66,0,1,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,1,1,1.0,1.0
2057509387422380064,2026-05-21,2026,5,17,2026-Q2,5.220356,5.056246,4.94876,2.833213,3.135494,0.0,1.94591,1,0.565466,1,1.0,other_humor,0,1,missing,179,1,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2056803537636467033,2026-05-19,2026,5,18,2026-Q2,11.258382,11.219882,11.12046,8.862342,6.238325,6.122493,7.582229,1,0.735588,1,1.0,other_humor,0,1,missing,83,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2056485781707821429,2026-05-18,2026,5,21,2026-Q2,5.723585,5.529429,5.398163,3.465736,3.367296,2.484907,2.772589,1,0.554501,1,0.0,other_humor,0,1,non_humor,216,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2054933542442848652,2026-05-14,2026,5,14,2026-Q2,6.661855,6.418365,6.309918,4.158883,4.691348,3.295837,3.583519,0,0.045542,1,0.0,non_humor,0,0,non_humor,27,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2054257059399389281,2026-05-12,2026,5,17,2026-Q2,4.89784,4.532599,4.465908,1.94591,3.610918,0.693147,1.609438,1,0.583553,1,1.0,other_humor,0,1,missing,83,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2052863834503700774,2026-05-08,2026,5,21,2026-Q2,10.481364,10.369389,10.281958,7.889459,5.648974,5.583496,8.079928,1,0.646958,1,1.0,aggressive,1,0,missing,74,0,0,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,0,1,1.0,NA
2052727809756348567,2026-05-08,2026,5,12,2026-Q2,7.654917,7.515889,7.444833,4.844187,5.129899,3.218876,4.418841,0,0.428437,1,1.0,non_humor,0,0,missing,45,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2052536825336729602,2026-05-07,2026,5,23,2026-Q2,7.627057,7.597396,7.565793,4.143135,2.890372,1.609438,3.688879,1,0.548029,1,1.0,aggressive,1,0,missing,80,1,2,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,0,1,1.0,NA
2052513071906619715,2026-05-07,2026,5,22,2026-Q2,7.489412,7.119636,7.025538,4.718499,6.137727,2.833213,4.330733,0,0.490687,1,0.0,non_humor,0,0,non_humor,152,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2050328345645133837,2026-05-01,2026,5,21,2026-Q2,9.695479,9.473474,9.375601,7.101676,7.288244,5.78996,7.277248,0,0.303148,1,0.0,non_humor,0,0,non_humor,56,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2050307931778732264,2026-05-01,2026,5,20,2026-Q2,6.315358,6.190315,6.102559,3.73767,3.78419,1.098612,3.044522,1,0.666157,1,1.0,other_humor,0,1,missing,102,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2050243908991328359,2026-05-01,2026,5,16,2026-Q2,7.491088,7.375882,7.320527,4.465908,4.941642,2.944439,3.663562,1,0.692349,1,1.0,aggressive,1,0,missing,110,0,0,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,0,1,1.0,NA
2048730947017654333,2026-04-27,2026,4,11,2026-Q2,7.537963,7.138073,6.917706,5.521461,6.018593,4.859812,4.406719,1,0.501264,1,0.0,other_humor,0,1,non_humor,214,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2047463502583869524,2026-04-23,2026,4,23,2026-Q2,9.540579,9.450616,9.377717,6.796824,6.008813,5.164786,6.426488,1,0.61878,1,1.0,other_humor,0,1,missing,54,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2042359791239024659,2026-04-09,2026,4,21,2026-Q2,7.45008,7.299121,7.200425,4.941642,5.135798,2.833213,4.043051,1,0.588033,1,1.0,aggressive,1,0,missing,59,0,0,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,0,1,1.0,NA
2042345361310957745,2026-04-09,2026,4,20,2026-Q2,8.995661,8.893984,8.827615,6.150603,5.918894,4.787492,5.673323,0,0.404467,1,0.0,non_humor,0,0,non_humor,74,1,1,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2042276646711894177,2026-04-09,2026,4,16,2026-Q2,8.756997,8.555837,8.503297,5.587249,6.023448,5.135798,6.359574,0,0.36783,1,0.0,non_humor,0,0,non_humor,106,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041987332509782141,2026-04-08,2026,4,21,2026-Q2,5.572154,5.332719,5.225747,3.091042,3.526361,1.609438,2.995732,1,0.601398,1,1.0,other_humor,0,1,missing,89,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041526924149690528,2026-04-07,2026,4,14,2026-Q2,6.021023,5.820083,5.777652,2.70805,3.828641,1.386294,3.332205,0,0.261466,1,0.0,non_humor,0,0,non_humor,222,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041526852036988999,2026-04-07,2026,4,14,2026-Q2,8.710125,8.521185,8.468633,5.55296,5.252273,4.394449,6.652863,0,0.41807,1,0.0,non_humor,0,0,non_humor,129,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041332734883201293,2026-04-07,2026,4,1,2026-Q2,6.131226,5.924256,5.880533,2.833213,3.218876,1.098612,4.110874,0,0.261466,1,0.0,non_humor,0,0,non_humor,222,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041332610928951432,2026-04-07,2026,4,1,2026-Q2,8.767952,8.640472,8.583543,5.749393,4.330733,3.850148,6.475433,1,0.608586,1,1.0,other_humor,0,1,missing,156,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041332103036412007,2026-04-07,2026,4,1,2026-Q2,7.18007,7.085064,6.973543,4.844187,3.688879,3.178054,4.060443,1,0.527672,1,1.0,other_humor,0,1,missing,44,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041317545412546926,2026-04-07,2026,4,0,2026-Q2,4.919981,4.762174,4.70953,1.94591,2.944439,0.693147,0.693147,1,0.673015,1,1.0,other_humor,0,1,missing,31,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041286930231373912,2026-04-06,2026,4,22,2026-Q2,5.257495,5.141664,5.09375,2.197225,2.833213,1.098612,1.386294,1,0.659218,1,1.0,other_humor,0,1,missing,64,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041274861461586245,2026-04-06,2026,4,22,2026-Q2,4.094345,3.871201,3.78419,1.609438,2.079442,0.0,1.791759,0,0.261466,1,0.0,non_humor,0,0,non_humor,222,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041274790418485741,2026-04-06,2026,4,22,2026-Q2,5.703782,5.525453,5.389072,3.496508,3.367296,1.386294,2.944439,1,0.503085,1,1.0,other_humor,0,1,missing,100,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041273129272824054,2026-04-06,2026,4,21,2026-Q2,6.023448,5.669881,5.549076,3.526361,4.343805,3.555348,2.639057,0,0.486366,1,0.0,non_humor,0,0,non_humor,18,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041272778461258077,2026-04-06,2026,4,21,2026-Q2,7.5989,7.32251,7.272398,4.317488,5.398163,4.394449,5.209486,1,0.575333,1,1.0,other_humor,0,1,other_humor,204,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,1,1,0.0,0.0
2041270386478780749,2026-04-06,2026,4,21,2026-Q2,5.225747,5.087596,5.043425,2.079442,3.044522,1.098612,1.098612,1,0.661007,1,1.0,aggressive,1,0,missing,68,0,0,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,0,1,1.0,NA
2041241219603554599,2026-04-06,2026,4,19,2026-Q2,5.257495,5.062595,4.990433,2.484907,3.496508,0.693147,0.693147,1,0.665024,1,1.0,other_humor,0,1,missing,70,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2041187810728727004,2026-04-06,2026,4,16,2026-Q2,3.951244,3.806662,3.7612,1.098612,1.94591,0.693147,0.0,0,0.261466,1,0.0,non_humor,0,0,non_humor,222,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2041187699764163013,2026-04-06,2026,4,16,2026-Q2,5.298317,5.117994,5.030438,2.70805,3.401197,1.098612,1.098612,1,0.50803,1,1.0,other_humor,0,1,other_humor,140,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,1,1,0.0,0.0
2040186917312979266,2026-04-03,2026,4,21,2026-Q2,4.820282,4.615121,4.543295,2.079442,2.772589,0.0,2.197225,1,0.544757,1,0.0,other_humor,0,1,non_humor,179,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,0,1,0.0,NA
2040186893468393651,2026-04-03,2026,4,21,2026-Q2,5.332719,5.204007,5.187386,1.386294,3.178054,0.0,1.098612,1,0.588217,1,1.0,aggressive,1,0,missing,48,0,0,59,1,0.586207,0.13793103,0.44827586,0.34363864684900003,0.019024969036860902,0.20095124665873962,1,1,1,0,1,1.0,NA
2040186889131479302,2026-04-03,2026,4,21,2026-Q2,4.804021,4.736198,4.718499,1.098612,1.791759,0.0,1.386294,0,0.291298,1,0.0,non_humor,0,0,non_humor,42,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2040186885704683992,2026-04-03,2026,4,21,2026-Q2,5.808142,5.602119,5.56452,2.397895,3.73767,0.0,3.091042,0,0.334237,1,0.0,non_humor,0,0,non_humor,63,1,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2039915068729541060,2026-04-03,2026,4,3,2026-Q2,3.931826,3.583519,3.583519,0.0,2.197225,0.0,2.079442,0,0.280199,1,0.0,non_humor,0,0,non_humor,318,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2039900754387869992,2026-04-03,2026,4,3,2026-Q2,5.537334,5.389072,5.288267,3.091042,3.218876,1.098612,2.302585,0,0.454372,1,0.0,non_humor,0,0,non_humor,172,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2039789214120996993,2026-04-02,2026,4,19,2026-Q2,4.553877,4.382027,4.330733,1.609438,2.639057,0.693147,0.693147,1,0.617339,1,1.0,other_humor,0,1,other_humor,184,0,0,59,1,0.586207,0.15517241,0.43103448,0.34363864684900003,0.024078476825208105,0.1857907229488704,1,1,1,1,1,0.0,0.0
2039714223337463977,2026-04-02,2026,4,14,2026-Q2,5.231109,4.770685,4.624973,2.833213,3.828641,3.091042,1.386294,0,0.234281,1,0.0,non_humor,0,0,non_humor,5,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2039714041212358979,2026-04-02,2026,4,14,2026-Q2,4.418841,4.060443,3.970292,1.791759,2.639057,2.302585,1.386294,0,0.234281,1,0.0,non_humor,0,0,non_humor,5,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2039713760378487274,2026-04-02,2026,4,14,2026-Q2,6.776507,6.398595,6.338594,3.583519,5.153292,3.218876,4.394449,0,0.481978,1,0.0,non_humor,0,0,non_humor,169,0,0,59,1,0.603448,0.15517241,0.44827586,0.364149488704,0.024078476825208105,0.20095124665873962,1,1,0,0,1,NA,NA
2038738065678811271,2026-03-30,2026,3,22,2026-Q1,4.356709,4.077537,3.988984,1.791759,2.890372,1.098612,0.0,0,0.234281,1,0.0,non_humor,0,0,non_humor,5,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2038737809075565002,2026-03-30,2026,3,21,2026-Q1,3.871201,3.555348,3.465736,1.386294,2.564949,0.693147,0.0,0,0.234281,1,0.0,non_humor,0,0,non_humor,5,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2038737532473803096,2026-03-30,2026,3,21,2026-Q1,3.663562,3.218876,3.044522,1.609438,2.302585,1.609438,0.693147,0,0.234281,1,0.0,non_humor,0,0,non_humor,5,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2038737391863869923,2026-03-30,2026,3,21,2026-Q1,4.043051,3.583519,3.465736,1.609438,2.944439,1.386294,0.0,0,0.234281,1,0.0,non_humor,0,0,non_humor,5,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2038736376653554124,2026-03-30,2026,3,21,2026-Q1,7.138867,6.740519,6.670766,4.060443,5.631212,3.526361,4.644391,0,0.466407,1,0.0,non_humor,0,0,non_humor,278,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2037346325923278851,2026-03-27,2026,3,1,2026-Q1,6.996681,6.916715,6.853299,4.143135,4.158883,1.94591,2.772589,0,0.451566,1,0.0,non_humor,0,0,non_humor,52,0,1,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2037342589230408021,2026-03-27,2026,3,1,2026-Q1,8.016978,7.928406,7.753624,6.100319,4.330733,4.465908,4.574711,0,0.432404,1,0.0,non_humor,0,0,non_humor,89,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2036210859299455486,2026-03-23,2026,3,22,2026-Q1,9.579072,9.50398,9.404426,7.148346,5.42495,4.969813,6.519147,0,0.368548,1,0.0,non_humor,0,0,non_humor,66,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2035444365800214846,2026-03-21,2026,3,19,2026-Q1,7.140453,7.090077,7.019297,4.418841,3.332205,2.302585,3.295837,1,0.54259,1,1.0,other_humor,0,1,other_humor,88,0,0,46,1,0.355556,0.13333333,0.22222222,0.12642006913599999,0.0177777768888889,0.0493827150617284,1,1,1,1,1,0.0,0.0
2035438297070096829,2026-03-21,2026,3,19,2026-Q1,6.230481,6.171701,6.079933,3.7612,2.302585,1.386294,2.890372,0,0.242598,1,0.0,non_humor,0,0,non_humor,39,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2035415108646490534,2026-03-21,2026,3,17,2026-Q1,7.643004,7.604396,7.493317,5.356586,3.401197,2.639057,3.637586,1,0.61119,1,1.0,aggressive,1,0,aggressive,88,0,0,46,1,0.355556,0.11111111,0.24444444,0.12642006913599999,0.0123456787654321,0.059753084246913606,1,1,1,1,1,1.0,1.0
2035414922763350398,2026-03-21,2026,3,17,2026-Q1,3.713572,3.663562,3.610918,1.098612,1.098612,0.0,0.0,1,0.59139,1,1.0,other_humor,0,1,missing,103,0,0,46,1,0.355556,0.13333333,0.22222222,0.12642006913599999,0.0177777768888889,0.0493827150617284,1,1,1,0,1,0.0,NA
2035411565797634404,2026-03-21,2026,3,17,2026-Q1,9.048527,8.973225,8.789203,7.190676,4.454347,5.337538,5.786897,0,0.470226,1,1.0,non_humor,0,0,missing,78,1,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2035213787020575096,2026-03-21,2026,3,4,2026-Q1,5.209486,5.147494,5.01728,3.091042,1.098612,1.098612,2.079442,1,0.58768,1,1.0,other_humor,0,1,missing,52,0,0,46,1,0.355556,0.13333333,0.22222222,0.12642006913599999,0.0177777768888889,0.0493827150617284,1,1,1,0,1,0.0,NA
2035089780396953839,2026-03-20,2026,3,20,2026-Q1,4.584967,4.477337,4.406719,1.94591,2.197225,0.0,1.098612,0,0.229787,1,0.0,non_humor,0,0,non_humor,74,0,1,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2035036863413805229,2026-03-20,2026,3,16,2026-Q1,4.442651,4.26268,4.158883,2.079442,2.639057,0.0,0.693147,1,0.553749,1,0.0,other_humor,0,1,non_humor,208,0,0,46,1,0.355556,0.13333333,0.22222222,0.12642006913599999,0.0177777768888889,0.0493827150617284,1,1,1,0,1,0.0,NA
2034753037797904417,2026-03-19,2026,3,22,2026-Q1,7.246368,7.181592,7.143618,3.912023,3.135494,1.386294,4.158883,0,0.338073,1,0.0,non_humor,0,0,non_humor,41,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2033636564551524646,2026-03-16,2026,3,20,2026-Q1,6.732211,6.516193,6.452049,3.7612,4.718499,2.70805,3.663562,0,0.312261,1,0.0,non_humor,0,0,non_humor,43,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2033326344264888604,2026-03-15,2026,3,23,2026-Q1,9.155884,9.088512,8.947156,7.063048,5.17615,4.828314,5.762051,0,0.378788,1,0.0,non_humor,0,0,non_humor,80,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2032563031024996510,2026-03-13,2026,3,21,2026-Q1,6.859615,6.401917,6.282267,4.234107,5.204007,3.555348,4.912655,0,0.302279,1,0.0,non_humor,0,0,non_humor,220,1,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
2031884901557965271,2026-03-12,2026,3,0,2026-Q1,7.24065,7.124478,7.044905,4.564348,4.543295,3.178054,3.637586,1,0.605048,1,1.0,other_humor,0,1,other_humor,103,0,0,46,1,0.355556,0.13333333,0.22222222,0.12642006913599999,0.0177777768888889,0.0493827150617284,1,1,1,1,1,0.0,0.0
2031738937870364955,2026-03-11,2026,3,14,2026-Q1,7.149132,7.076654,7.037906,3.828641,3.850148,2.302585,3.555348,1,0.714801,1,1.0,aggressive,1,0,aggressive,75,0,0,46,1,0.355556,0.11111111,0.24444444,0.12642006913599999,0.0123456787654321,0.059753084246913606,1,1,1,1,1,1.0,1.0
2030448455412252800,2026-03-08,2026,3,1,2026-Q1,9.757594,9.053102,8.976515,6.447306,8.269757,7.971776,7.570959,0,0.348306,1,0.0,non_humor,0,0,non_humor,161,0,0,46,1,0.377778,0.13333333,0.24444444,0.142716217284,0.0177777768888889,0.059753084246913606,1,1,0,0,1,NA,NA
