"id","tweet_url","text","final_humor_label_available","final_humor_binary","final_humor_type_group","final_humor_type"
"1893347732040880523","https://x.com/Wendys/status/1893347732040880523","Your outie dips their fries in their Thin Mints Frosty 
Your outie keeps their thin mints in the freezer 
Your outie uses X in light mode","1","1","aggressive","aggressive"
"1892979312707473537","https://x.com/Wendys/status/1892979312707473537","Im gonna show up at your door selling Thin Mints Frosty","1","1","aggressive","aggressive"
"1886095648572760240","https://x.com/Wendys/status/1886095648572760240","If i see my shadow u get 6 more weeks of vanilla frosty","1","1","other_humor","self-defeating"
"1879984832446623928","https://x.com/Wendys/status/1879984832446623928","Can’t believe we’re getting TikTok ban before gta 6","1","1","aggressive","aggressive"
"1874116245085446380","https://x.com/Wendys/status/1874116245085446380","2025 = 45^2

It's a perfect square.  It will probably be the only perfect square year you ever get to live in.

The last time that occurred was in 1936.  The next will be in 2116.

So, make 2025 a perfect year for you.","1","1","other_humor","affiliative"
"1847306069816594818","https://x.com/Wendys/status/1847306069816594818","When mom doesn’t stop for a Wendy’s Krabby Patty Kollab burger https://t.co/jZgDsddw1l","1","1","other_humor","self-enhancing"
"1841265943395082611","https://x.com/Wendys/status/1841265943395082611","If you want something done right, you gotta do it yourself. https://t.co/jEKOYLjxGc","1","1","other_humor","affiliative"
"1834619968442323418","https://x.com/Wendys/status/1834619968442323418","POV: me going straight from bed to the couch every Saturday","1","1","other_humor","affiliative"
"1827852148366843989","https://x.com/Wendys/status/1827852148366843989","Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. See? Life still has meaning - even on Monday mornings. https://t.co/9ANLjAkbTt","1","1","other_humor","affiliative"
"1825310472368791724","https://x.com/Wendys/status/1825310472368791724","Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. Also means monday morning but forget that part.","1","1","other_humor","affiliative"
"1818340302802850216","https://x.com/Wendys/status/1818340302802850216","My saucy nuggs get such a good block from the table they do a yurchenko double pike into my mouth","1","1","other_humor","self-enhancing"
"1811077661101301959","https://x.com/Wendys/status/1811077661101301959","Workin’ on the ol’ photoshop skills again…
Hit us up if your profile pic needs some sauce","1","1","other_humor","self-enhancing"
"1810007794310840603","https://x.com/Wendys/status/1810007794310840603","Whenever i need new tires i just pull up to a pit crew during a nascar race @NASCARChicago","1","1","aggressive","aggressive"
"1808626600872665366","https://x.com/Wendys/status/1808626600872665366",".@shanevg97 you asked for some sauce for your race in Chicago. This work? https://t.co/e67YBsIvdK","1","1","aggressive","aggressive"
"1793796655512183145","https://x.com/Wendys/status/1793796655512183145","Stop taking the concept of a Biggie Bag and making it worse","1","1","aggressive","aggressive"
"1785674044190175475","https://x.com/Wendys/status/1785674044190175475","McDonald’s announced plans to create their largest burger ever https://t.co/IMnQErb8sy","1","1","aggressive","aggressive"
"1785401765271101734","https://x.com/Wendys/status/1785401765271101734","Look between CAPS LOCK and RETURN on your keyboard. That’s the alphabet. Use it to write an original joke.","1","1","aggressive","aggressive"
"1783201437113082357","https://x.com/Wendys/status/1783201437113082357","Congrats 👑@reggiebush
Can we get our burger back now https://t.co/nSSLMRUv7m","1","1","aggressive","aggressive"
"1783192374044184957","https://x.com/Wendys/status/1783192374044184957","You can get chili for $1 with purchase in the app today.
Which means you should get a @Cinnabon Pull-Apart to go with it and then like walk around and make people mad or sumthn. https://t.co/FGv8IS89zC","1","1","aggressive","aggressive"
"1775209957358522399","https://x.com/Wendys/status/1775209957358522399","New @Cinnabon Pull-Apart? It’s okay to have just a lil’ treat. 🥹","1","1","aggressive","aggressive"
"1757905771189190791","https://x.com/Wendys/status/1757905771189190791","Struggling to keep the romance fresh? Let Wendy’s &amp; Josh help with perfect pairing package. https://t.co/BSFaYwVdlv","1","1","aggressive","aggressive"
"1757109191762747848","https://x.com/Wendys/status/1757109191762747848",". @joshcellars burgers are fun
red wine is posh
wanna pair up?
nvm blame it on the Josh https://t.co/i8bRaSup6s","1","1","aggressive","aggressive"
"1744381160086524197","https://x.com/Wendys/status/1744381160086524197","sometimes a vanilla frosty after 8 months is enough to stop the voices","1","1","other_humor","self-enhancing"
"1724894653793833227","https://x.com/Wendys/status/1724894653793833227","On the 1st Wednesday of Nuggetmas my true love gave to me: FREE NUGGETS.
.
.
.
.

Get a free 6 pc Nuggs today with any purchase from our in-app offer.
Limited time only at participating U.S. Wendy’s. Account registration required.","1","1","other_humor","affiliative"
"1716894851499966760","https://x.com/Wendys/status/1716894851499966760","WHERE IS WENDY","1","1","other_humor","self-enhancing"
"1667183491551821832","https://x.com/Wendys/status/1667183491551821832","@TheDrum You know why Wendys hasnt posted a ChatGPT ad? They dont cut corners.","1","1","aggressive","aggressive"
"1663376242433720321","https://x.com/Wendys/status/1663376242433720321","guess this means they went with our script 💅🔥⛏️ @nuggets @miamiHEAT @NBA #HeatNuggets https://t.co/mcdvyAyQQL","1","1","other_humor","affiliative"
"1658178790713876486","https://x.com/Wendys/status/1658178790713876486","A Frosty is a sweet treat. It is a drink. It is a sauce. It is fearless. It’s Frosty and it’s the new look for summer 🍓","1","1","other_humor","self-enhancing"
"1650820225728741378","https://x.com/Wendys/status/1650820225728741378","Hey @Wendys..... what's happening on your fb","1","1","aggressive","aggressive"
"1648417729508958215","https://x.com/Wendys/status/1648417729508958215","Where’s the beef?","1","1","aggressive","aggressive"
"1648334094319882240","https://x.com/Wendys/status/1648334094319882240","McDonald's announced they're changing their burgers.  
Big Macs &amp; other burgers are getting softer buns, meltier cheese, tastier onions, and Big Macs are getting more Big Mac sauce. 

The changes are rolling out slowly. What do you think of this? https://t.co/7NvFsRco8w","1","1","aggressive","aggressive"
"1644140500218179585","https://x.com/Wendys/status/1644140500218179585","I’m a burger girl, in a burger world https://t.co/E5UsSIHwBE","1","1","other_humor","affiliative"
"1626647347584286720","https://x.com/Wendys/status/1626647347584286720","That’s the perfect place for people that don’t like beef tbh","1","1","other_humor","self-enhancing"
"1625171742267256839","https://x.com/Wendys/status/1625171742267256839","Just kidding, found it. #Daytona500 #NASCAR","1","1","aggressive","aggressive"
"1625165317189009409","https://x.com/Wendys/status/1625165317189009409","Where's the beef?","1","1","aggressive","aggressive"
"1623545691305046016","https://x.com/Wendys/status/1623545691305046016","A successful Trios Title defense means one thing.. an ELITE @Wendys feast. https://t.co/aA03WhTYrA","1","1","other_humor","self-enhancing"
"1620468613915504645","https://x.com/Wendys/status/1620468613915504645","Put out garlic fries and didn’t even think about how it would make the vampires feel. My bad, y’all. That one’s on me.","1","1","other_humor","self-defeating"
"1605335737368342528","https://x.com/Wendys/status/1605335737368342528","Want to know the secret behind my voice? Warming up with @wendys Holiday Peppermint Frosty. It is literally INSANE, so good guys. Go out and get one and let me know how much you love it #ad https://t.co/BFFtbYe5ln","1","1","other_humor","self-enhancing"
"1604919683584401410","https://x.com/Wendys/status/1604919683584401410","Dave’s Double, No Cheese.","1","1","aggressive","aggressive"
"1604865566057144320","https://x.com/Wendys/status/1604865566057144320","Since the job seems open, should I step up as the head of Twitter? I will abide by this poll.","1","1","aggressive","aggressive"
"1602425619618332673","https://x.com/Wendys/status/1602425619618332673","Love it when a USC Trojan gets what’s rightfully theirs. cc:@ReggieBush https://t.co/rrT0EuFiyt","1","1","other_humor","affiliative"
"1598469601288982528","https://x.com/Wendys/status/1598469601288982528","Jim Cramer says he likes these 3 best-of-breed restaurant stocks https://t.co/wTyUzClLrx","1","1","other_humor","affiliative"
"1596245866121416704","https://x.com/Wendys/status/1596245866121416704","No one lost. THEREFORE EVERYONE WINS. Free fries with purchase in the Wendy’s app. https://t.co/Wf19A9jLy2","1","1","other_humor","affiliative"
"1596229186192302080","https://x.com/Wendys/status/1596229186192302080","Right proper match, innit? @wendysuk","1","1","other_humor","affiliative"
"1596217383001108480","https://x.com/Wendys/status/1596217383001108480","USA! USA! USA! Let’s get these fries","1","1","other_humor","affiliative"
"1585376361237340160","https://x.com/Wendys/status/1585376361237340160","Secure the city. Secure the bag. Come hang while we stream Gotham Knights. 🦇 https://t.co/ppA1jjEaki","1","1","other_humor","affiliative"
"1582484431620567040","https://x.com/Wendys/status/1582484431620567040","You afraid of ghosts? Come hang while we stream Ghostbusters! Thanks. 👻https://t.co/P0GZ7DZXWO","1","1","other_humor","affiliative"
"1581410264339009536","https://x.com/Wendys/status/1581410264339009536","I had about 6 French Toast Sticks and I’d do it again. BGs, start your day with @wendys new #FrenchToastSticks #BravoCon #ad https://t.co/jXUuOFStao","1","1","other_humor","affiliative"
"1580580422408622081","https://x.com/Wendys/status/1580580422408622081","Who’s a TRUE Reggaeton OG? No need to guess, he is here at #PandoraLIVE El Pulso! Join us by RSVP at https://t.co/bcSKvW6MqW for the show at 8:50pm ET tonight at https://t.co/0qvXb4uABp @pandora","1","1","other_humor","affiliative"
"1578434005996695553","https://x.com/Wendys/status/1578434005996695553","Purple and covered in nerds, just like @Twitch #TwitchCon2022 https://t.co/xZYQpzthC6","1","1","aggressive","aggressive"
"1577345554614566913","https://x.com/Wendys/status/1577345554614566913","Got tired of chasing trends. Please have a cheeseburger for lunch","1","1","other_humor","affiliative"
"1577337977071706113","https://x.com/Wendys/status/1577337977071706113","Low vibration angel numbers astrology overwatch 2 house of the dragon sir this is a wendy’s Mario movie spooky season breath of the wild 2 soup-core Minecraft streaming Fortnite anime vibes aesthetic gen z Elden ring corn","1","1","other_humor","self-enhancing"
"1574473925165449216","https://x.com/Wendys/status/1574473925165449216","Sci-fi is when you have this Wendy; fantasy is when you have that Wendy https://t.co/NwLaLK2Cs3","1","1","other_humor","affiliative"
"1573323893967822851","https://x.com/Wendys/status/1573323893967822851","He was just excited. https://t.co/BpyGBb6pIS","1","1","other_humor","self-enhancing"
"1572656302614085632","https://x.com/Wendys/status/1572656302614085632","Walking outside after they say the ice cream machine’s broke https://t.co/fEK83Gk9rr","1","1","aggressive","aggressive"
"1570426440428187650","https://x.com/Wendys/status/1570426440428187650","You shouldn’t have said anything … https://t.co/iRUrFOCaNs","1","1","other_humor","self-defeating"
"1567614811046920193","https://x.com/Wendys/status/1567614811046920193","Aw geez, the Rick and Morty merch is limited edition?? Better order a Rick and Morty combo through the @ubereats app to win some before it’s gone.","1","1","other_humor","self-enhancing"
"1562870837283135495","https://x.com/Wendys/status/1562870837283135495","She's still his favorite mom. https://t.co/8Ip4FPIdwI","1","1","other_humor","affiliative"
"1559912735525183488","https://x.com/Wendys/status/1559912735525183488","Are you telling me the French Toasted this stick?","1","1","aggressive","aggressive"
"1559639856925626369","https://x.com/Wendys/status/1559639856925626369","Whoa, chill. No one said anything about compliments. Just trying to tell you we have new French Toast Sticks. Are you guys new here? https://t.co/EEXGiyMieO","1","1","aggressive","aggressive"
"1559627059491704832","https://x.com/Wendys/status/1559627059491704832","You know what rhymes with Roast? 
Toast. Let’s do a whole Toast Day thing. Might be fun.","1","1","other_humor","affiliative"
"1555198547494051842","https://x.com/Wendys/status/1555198547494051842","@facelessfreebie Whoops! My b, bestie. Messed up your handle. Hope that proposal still stands.","1","1","aggressive","aggressive"
"1555192002639175681","https://x.com/Wendys/status/1555192002639175681","@MichaelaBarger7 we only have fries for you (and millions of others) #ChooseHotAndCrispy https://t.co/g2AUqoXZYG","1","1","other_humor","affiliative"
"1555191997006286852","https://x.com/Wendys/status/1555191997006286852","@FaceleeFreebie I do… not plan on wearing chains #ChooseHotAndCrispy https://t.co/X0Byoml3pt","1","1","aggressive","aggressive"
"1555191981285974016","https://x.com/Wendys/status/1555191981285974016","@HustleBunnee can we get an amen up in here? #ChooseHotAndCrispy https://t.co/mtlz7F1bty","1","1","aggressive","aggressive"
"1555191970682867712","https://x.com/Wendys/status/1555191970682867712","@ChaosYT_ call us mrs. steal ur anime boi, @BurgerKing  #ChooseHotAndCrispy https://t.co/uEfjlwXbV2","1","1","other_humor","self-enhancing"
"1554830029871230979","https://x.com/Wendys/status/1554830029871230979","If you love us so much, put a 💍 on it baybeee 

Tweet us your fry proposal with #ChooseHotAndCrispy for a chance at FREE FRIES for one year. https://t.co/roTbEnTrOY","1","1","other_humor","affiliative"
"1552389305695453184","https://x.com/Wendys/status/1552389305695453184","It’s always BeReal this and BeReal that when it would BeReal nice if you called your mother","1","1","aggressive","aggressive"
"1551575748741324801","https://x.com/Wendys/status/1551575748741324801","Free medium fry with any Frosty. Name a better duo, we’ll wait.","1","1","other_humor","self-enhancing"
"1550536004293074949","https://x.com/Wendys/status/1550536004293074949","RT @sad_dad_time: babe wake up wendy’s is talking to emo bands again","1","1","other_humor","self-defeating"
"1550527908137025536","https://x.com/Wendys/status/1550527908137025536","babe wake up wendy’s is talking to emo bands again","1","1","other_humor","affiliative"
"1546922193661181953","https://x.com/Wendys/status/1546922193661181953","When i text you “🗣” know that sir this is a Wendy’s","1","1","other_humor","self-defeating"
"1546869599492243457","https://x.com/Wendys/status/1546869599492243457","If your egg wants to go jellyfishing, you picked the wrong breakfast. https://t.co/FZHhrnjNIh","1","1","aggressive","aggressive"
"1545154011778748419","https://x.com/Wendys/status/1545154011778748419","sneak a Frosty in your purse https://t.co/piZUzsFJBo","1","1","other_humor","self-enhancing"
"1541483384542842883","https://x.com/Wendys/status/1541483384542842883","They’re a 10 but they say they’re lovin’ it 🧐","1","1","other_humor","affiliative"
"1536788752739205121","https://x.com/Wendys/status/1536788752739205121","This is the first Strawberry Frosty Moon in 4.53 billion years! This won’t happen again until the heat death of the universe 🤯🤯🤯 @NASA @neiltyson","1","1","other_humor","affiliative"
"1522284287239897092","https://x.com/Wendys/status/1522284287239897092","Shout out to all the zero like ratio tweets out there just existing, living the life they want instead of the one they were told to.","1","1","aggressive","aggressive"
"1514667895497887748","https://x.com/Wendys/status/1514667895497887748","Dropped a Spicy Nugget under the front seat one time, but it’s gone now. Not because someone (not me) got out of the car and got down there and found it and ate it…because that definitely didn’t totally happen.","1","1","other_humor","affiliative"
"1513983410930335753","https://x.com/Wendys/status/1513983410930335753","Well, no one else was using the drive thru. 🤷‍♀️","1","1","other_humor","self-defeating"
"1511766482291765248","https://x.com/Wendys/status/1511766482291765248","When they say “let’s split some nuggs” but they actually mean “do you wanna speed eat in silence as we each try to get the most”.","1","1","other_humor","affiliative"
"1511410018083647489","https://x.com/Wendys/status/1511410018083647489","That tomatonator is sounding good for lunch","1","1","other_humor","self-enhancing"
"1510996113079296010","https://x.com/Wendys/status/1510996113079296010","Oh it’s on! @Wendys and @Skittles faced fierce competition, but now it’s time to decide once and for all who the best brand on Twitter is. And it’s all up to you.

Who should win #BestOfTweets Brand Bracket ‘22?

🍟 @Wendys
VS
🌈 @Skittles

Vote now!","1","1","aggressive","aggressive"
"1509591862335655943","https://x.com/Wendys/status/1509591862335655943","The  #BestOfTweets Brand Bracket Semifinals are here.

In this round, Conversation Starters and Iconic Mascots collide. But you pick who will advance to the finals. 

✈️ @Delta’s travel tips
VS
🍟 @Wendys infamous spice

Vote now!","1","1","other_humor","self-defeating"
"1504835309258817538","https://x.com/Wendys/status/1504835309258817538","Rounding out the first week of #BestOfTweets Brand Bracket.

On deck: top hats and hot takes. 
🥜 @MrPeanut’s nonstop nuttiness
VS
🍟 @Wendys infamous spice

Vote now!","1","1","aggressive","aggressive"
"1503793289081851912","https://x.com/Wendys/status/1503793289081851912","Let's get moderately schwifty then hit up Morty's Mayhem at Resorts World for the good brekky.","1","1","other_humor","affiliative"
"1503780715489423360","https://x.com/Wendys/status/1503780715489423360","Hoops and @wendys Breakfast go hand in hand and there’s only one place to get them together - VEGAS baby! #ad https://t.co/Cj5g1diqBR","1","1","other_humor","affiliative"
"1503438625672937479","https://x.com/Wendys/status/1503438625672937479","RT @Wendys: Wendy’s Pick ‘Em is BACK, baby! 

Hit the ❤️, and we’ll hit you up when it’s time to make your picks for EVERY round of March M…","1","1","other_humor","affiliative"
"1500883144530092034","https://x.com/Wendys/status/1500883144530092034","What if I told ya the classic ✨Dave’s Single ✨ was just $1 in the app? Welp, this is me telling you.","1","1","other_humor","self-enhancing"
"1498659324910047233","https://x.com/Wendys/status/1498659324910047233","Crispy, chicken &amp; habanero hot honey on a fluffy biscuit - Wendy’s NEW Hot Honey Chicken. How’s that for a “good morning”?","1","1","other_humor","affiliative"
"1494385125680893961","https://x.com/Wendys/status/1494385125680893961","Lil ✨sweet✨. Lil 🔥spicy🔥. Wendy’s NEW Hot Honey Chicken Sandwich really can do it all.","1","1","other_humor","self-enhancing"
"1493720865254428676","https://x.com/Wendys/status/1493720865254428676","Come hang with the cool kids while we watch @eNASCARCocaCola Series opener of the @iRacing Series at Daytona tonight! Starts at 9pm EST on Twitch. I’m cheering for @Dr_Bob41 in that Wendy’s car. 🏎 

https://t.co/uEukJGdbM6","1","1","other_humor","affiliative"
"1491535958713458690","https://x.com/Wendys/status/1491535958713458690","hi, i'm johnny knoxville and...

Sir, this is a Wendy's.","1","1","aggressive","aggressive"
"1491487068584824843","https://x.com/Wendys/status/1491487068584824843","Soggy fries where? I don’t have any.","1","1","other_humor","self-enhancing"
"1486700523201839104","https://x.com/Wendys/status/1486700523201839104","Whatever wakes ya up, drink it ✨free✨ from a Wendy’s cup. Free drink with any breakfast sandwich.","1","1","other_humor","self-enhancing"
"1485407829506904069","https://x.com/Wendys/status/1485407829506904069","Tune in for the cool and crispy moves on the Knuckle Huck while crushing some of those hot and crispy Official Fries of X Games Aspen. (That’s our fries)","1","1","other_humor","self-enhancing"
"1483861582073548809","https://x.com/Wendys/status/1483861582073548809","From our lawyers: Not based on actual data. “Coca-Cola” is a registered trademark of The Coca-Cola Company.","1","1","aggressive","aggressive"
"1483829962012569606","https://x.com/Wendys/status/1483829962012569606","Top free drink in your state according to our psychic. https://t.co/zWigqhWQDc","1","1","other_humor","self-enhancing"
"1481395692220395527","https://x.com/Wendys/status/1481395692220395527","I heard when they breed the dogs to have faces like that it's really bad for the animal. #NationalRoastDay","1","1","aggressive","aggressive"
"1481342770623225856","https://x.com/Wendys/status/1481342770623225856","New stuff sounds like my little brother trying to cuss for the first time.
#NationalRoastDay","1","1","aggressive","aggressive"
"1481341396430766085","https://x.com/Wendys/status/1481341396430766085","Everyone good? Feeling great? 
Still many hours left in the day, but take a quick lunch break because we’re trying to push this free medium fries with purchase thing in the app and I want to keep my job.","1","1","other_humor","self-enhancing"
"1481306650132848645","https://x.com/Wendys/status/1481306650132848645","For something that pretends to be a sport, your ""athletes"" sure suck at rounding bases.
#NationalRoastDay","1","1","aggressive","aggressive"
"1481299289582231566","https://x.com/Wendys/status/1481299289582231566","Dang, your hair didn't even show up to your birthday party. #NationalRoastDay","1","1","aggressive","aggressive"
"1481295012646334468","https://x.com/Wendys/status/1481295012646334468","It’s #NationalRoastDay™ 
Drop the “roast me” below 👇

Oh, and don’t forget to get free medium fries with purchase, in the app.
Gotta do something with all this salt.","1","1","aggressive","aggressive"
"1480539931294511104","https://x.com/Wendys/status/1480539931294511104","What’s up? You’re up. So go pick up any Wendy’s Breakfast Sammie and get a free drink.","1","1","other_humor","self-enhancing"
"1471541646902935552","https://x.com/Wendys/status/1471541646902935552","Potatoes wish they could be our fries when they grow up.","1","1","other_humor","affiliative"
"1468943521403052038","https://x.com/Wendys/status/1468943521403052038","Me sleeping knowing I’m getting $1 biscuits tomorrow a.m.: 👁👄👁","1","1","other_humor","self-enhancing"
"1466438148829941770","https://x.com/Wendys/status/1466438148829941770","Even if I didn’t pass math, I still got this breakfast biscuit for just $1. So that’s pretty nice.","1","1","other_humor","affiliative"
"1466406802673717250","https://x.com/Wendys/status/1466406802673717250","How much is a breakfast biscuit at Wendy's? 8÷2(2+2)÷16 Dollars","1","1","other_humor","self-enhancing"
"1460682535650971649","https://x.com/Wendys/status/1460682535650971649","the internet just couldn't handle how rad these picks are","1","1","other_humor","self-enhancing"
"1459189091984150532","https://x.com/Wendys/status/1459189091984150532","Heard My Space was back https://t.co/6CpTXW2TPX","1","1","other_humor","affiliative"
"1456269198896680968","https://x.com/Wendys/status/1456269198896680968","How many fingers am I holding up? Just one… for the $1 hot &amp; buttery Breakfast Biscuit.","1","1","other_humor","self-enhancing"
"1455253881135538184","https://x.com/Wendys/status/1455253881135538184","Ghosts, ghouls, monsters. None of these are nearly as terrifying as cold and soggy fries. Try Wendy’s new hot and crispy fries and save yourself the scares.

https://t.co/l2VERKj3PO","1","1","other_humor","self-enhancing"
"1454154005559627781","https://x.com/Wendys/status/1454154005559627781","Add a spooky thrill with a quick story of fright and freezing to your next drive thru visit. Don't worry, you're safe…you’re at Wendy's...right? https://t.co/7R4UXJ3WiK","1","1","other_humor","affiliative"
"1453805031463993346","https://x.com/Wendys/status/1453805031463993346","Changing name to Meat","1","1","aggressive","aggressive"
"1453783325517262852","https://x.com/Wendys/status/1453783325517262852","Fries or sauce forks: what do you call them where you're from???","1","1","other_humor","affiliative"
"1453067485343801349","https://x.com/Wendys/status/1453067485343801349","Dave’s single so why can’t you be? Grow up.","1","1","aggressive","aggressive"
"1451578964280025096","https://x.com/Wendys/status/1451578964280025096","repost if you dip your phone i̶̹̦̔͌̊̍͒̉͊̀ņ̷̖̯̩̯̈́͑̀̀̌͊̃ͅ ̷̡̬̤̺̖̫͐̔͌͜t̸̹̠̥́̄͆̕̚͜͝h̴̡̠͕̩͕͉̅̀́͜ė̴̺̄ ̷̢̭̖̱̦̇͆̅̎ẅ̴̻͈̝̩̰͈́͑͛̑̅̍̈́̽ͅḛ̴̈͗̃͂n̷͍̜͇̮̩̳̈̚͝d̴̥̘̤̞̟̙͉͊̿́y̴̢̫͖͍͖͐͂̀͜s̴̨̱̠̳͝͠ ̵̧̯̰͚̩̒͗f̵̡̙̗̻̬̑͌͊̈́̓r̶̞̬͔̞͖̈́̐̉o̷͎̐́s̶̬̮̝̬̝̘͉̊͗̃̈́̒͝ͅt̵̢͍̳͚͉̙͓͔̏̾́y̴̯̐̍̿̓̚͝͝","1","1","aggressive","aggressive"
"1451256272007872517","https://x.com/Wendys/status/1451256272007872517","When you eat all the fries otw home: “T’was just the appetizer.”","1","1","other_humor","affiliative"
