row_id,source,original_file,company_name,tweet_id,tweet_url,created_at,text,humor_presence_binary,humor_type,original_type_value,label_source_detail,text_original,text_mask_wendys_brand,text_mask_brand_product,text_mask_brand_product_competitor,text_mask_campaign_product,text_mask_all_leakage_groups
type_combined_0011,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,General Dynamics,1599846946629308416,https://x.com/generaldynamics/status/1599846946629308416,Mon Dec 05 19:23:30 +0000 2022,"RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…",1,self-enhancing,3,coder1,"RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…","RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…","RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…","RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…","RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…","RT @GD_OTS: The accuracy, dependability, and capability of our products set us apart as the go-to solution, protecting the best with the be…"
type_combined_0012,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Ford Motor,1637899870915952643,https://x.com/Ford/status/1637899870915952643,Mon Mar 20 19:32:14 +0000 2023,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV,1,self-enhancing,3,coder1,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV,RT @FordTrucks: The goal was to forge a path to greatness… objective complete ✅ 🛻 https://t.co/sWzMI75YDV
type_combined_0013,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Nationwide,2015530114788786234,https://x.com/nationwide/status/2015530114788786234,Sun Jan 25 21:00:00 +0000 2026,"This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx",1,self-enhancing,3,coder1,"This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx","This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx","This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx","This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx","This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx","This trophy isn’t just heavy, it’s a 30+ lb symbol of impact. The Walter Payton @NFL Man of the Year award honors players who lead on and off the field. https://t.co/ZpZpBBSjDx"
type_combined_0014,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Walmart,1903115776803963231,https://x.com/walmart/status/1903115776803963231,Fri Mar 21 16:05:34 +0000 2025,Having free will means I can go on three Walmart runs in a day,1,self-enhancing,3,coder1,Having free will means I can go on three Walmart runs in a day,Having free will means I can go on three Walmart runs in a day,Having free will means I can go on three Walmart runs in a day,Having free will means I can go on three Walmart runs in a day,Having <CAMPAIGN_TOKEN> will means I can go on three Walmart runs in a day,Having <CAMPAIGN_TOKEN> will means I can go on three Walmart runs in a day
type_combined_0015,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Uber Technologies,1925592688365379954,https://x.com/Uber/status/1925592688365379954,Thu May 22 16:40:47 +0000 2025,RT @UberEats: The deals are deal-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,1,affiliative,2,coder1,RT @UberEats: The deals are deal-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,RT @UberEats: The deals are deal-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,RT @UberEats: The deals are deal-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,RT @UberEats: The deals are deal-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,RT @UberEats: The deals are <CAMPAIGN_TOKEN>-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…,RT @UberEats: The deals are <CAMPAIGN_TOKEN>-ing 🙌 Whether you're a jetsetter scoring @Delta Skymiles ✈️ living your best life in pajamas with @McDonal…
type_combined_0016,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Walt Disney,2033328504268296232,https://x.com/Disney/status/2033328504268296232,Sun Mar 15 23:44:27 +0000 2026,"Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz",1,self-enhancing,3,coder1,"Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz","Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz","Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz","Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz","Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz","Make the memories that never leave you, where magic meets the sea. 🚢🌙✨ https://t.co/qARpm1zEjz"
type_combined_0017,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Enterprise Products Partners,1677827465656537095,https://x.com/EProd_Careers/status/1677827465656537095,Sat Jul 08 23:50:14 +0000 2023,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,1,self-enhancing,3,coder1,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/ckxjaxRmue
type_combined_0018,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,USAA,1608581443869106176,https://x.com/usaa/status/1608581443869106176,Thu Dec 29 21:51:16 +0000 2022,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,1,self-enhancing,3,coder1,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU,USAA is proud to be the Official Military Appreciation Sponsor of today’s @valeroalamobowl in San Antonio. Visit us at the #FANZONE pre-game! https://t.co/I97IhHrwIU
type_combined_0019,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Nike,1948385111910609004,https://x.com/nike/status/1948385111910609004,Thu Jul 24 14:09:44 +0000 2025,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,1,self-enhancing,3,coder1,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3,Hoopers get your hard hats. It’s time to go to work. The Sabrina 3 ‘Blueprint’ is available now. https://t.co/hTF7SR0lP3
type_combined_0020,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Cencora,1852376355708551300,https://x.com/CencoraGlobal/status/1852376355708551300,Fri Nov 01 15:45:13 +0000 2024,"Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G",1,self-enhancing,3,coder1,"Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G","Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G","Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G","Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G","Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G","Tim Cernohous reflects on his first time attending ThoughtSpot, highlighting the invigorating experience of engaging with customers and understanding their evolving needs and challenges. Read his thoughts:https://t.co/xSACZ8jiZt https://t.co/0xi8Ijn41G"
type_combined_0021,batch1_fortune100,20260618expand/classifier_improvement/data/human_labeling_template/coder_splits/coder1_labeling_template.csv,Cencora,1653792406527983617,https://x.com/CencoraGlobal/status/1653792406527983617,Wed May 03 16:03:30 +0000 2023,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,1,self-enhancing,3,coder1,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd,We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd
