"id","tweet_url","text","final_humor_binary","final_humor_source","oof_p_humor_final_tfidf_logreg","oof_pred_humor_final_050","error_type","model_humor","p_humor","p_humor_ml"
"2054933542442848652","https://x.com/Wendys/status/2054933542442848652","🟨🟦🍟 https://t.co/y9M33fb83V","0","human","0.056582","0","true_negative","0","0.3475","0.08009"
"2054257059399389281","https://x.com/Wendys/status/2054257059399389281","Did you know? One cookie dough frosty is the equivalent of 12 dancing fruit videos?","1","human","0.525306","1","true_positive","1","0.6083","0.493219"
"2052863834503700774","https://x.com/Wendys/status/2052863834503700774","Their love story is almost as fresh as our beef ❤️ https://t.co/OydNIkjSGV","1","human","0.504684","1","true_positive","1","0.6244","0.307728"
"2052727809756348567","https://x.com/Wendys/status/2052727809756348567","Sir, this is a banana https://t.co/mtSrVrahpo","1","human","0.396224","0","false_negative","1","0.5260","0.08009"
"2052536825336729602","https://x.com/Wendys/status/2052536825336729602","Rick Devens after last night’s tribal council 
@Rick_Devens @MrBeast #Survivor50","1","human","0.445557","0","false_negative","1","0.5785","0.467293"
"2052513071906619715","https://x.com/Wendys/status/2052513071906619715","The necklace of every mom’s dreams is here. Tag a mom and tell us why she deserves one below and we might just surprise a few ❤️ https://t.co/p9208Rvu4D","0","human","0.572784","1","false_positive","0","0.4289","0.242508"
"2050328345645133837","https://x.com/Wendys/status/2050328345645133837","new spicy chicken sandwich slaps https://t.co/nDUnSsL79R","0","human","0.364632","0","true_negative","0","0.3378","0.298357"
"2050307931778732264","https://x.com/Wendys/status/2050307931778732264","I'm trying to get as crispy as the bacon on our Baconator this Girls Trip 😎☀️🌺 https://t.co/8oGyl5S3GO","1","human","0.574825","1","true_positive","1","0.6207","0.311594"
"2050243908991328359","https://x.com/Wendys/status/2050243908991328359","that bow is not just blue, it's not turquoise, it's not lapis, it's actually cerulean. https://t.co/mswbnGHkgg","1","human","0.643829","1","true_positive","1","0.6642","0.281008"
"2048730947017654333","https://x.com/Wendys/status/2048730947017654333","Sweet &amp; Sour is BACK… but only for a limited time unless y’all get loud. Go get the sauce in-restaurant + like, comment and share this post to save it. SWEET &amp; SOUR ARMY DO UR THING. https://t.co/ndF0vOrTpo","0","human","0.619227","1","false_positive","0","0.4310","0.44272"
"2047463502583869524","https://x.com/Wendys/status/2047463502583869524","THIS would happen at Wendy's 👀 https://t.co/lNjM2bD6pb","1","human","0.507813","1","true_positive","1","0.5958","0.287961"
"2042359791239024659","https://x.com/Wendys/status/2042359791239024659","She a baddie with her baddie friend (I'm the baddie friend)","1","human","0.504003","1","true_positive","1","0.6251","0.40964"
"2042345361310957745","https://x.com/Wendys/status/2042345361310957745","still rich still craving @wendys new spicy chicken sandwich #wendyspartner","0","human","0.409244","0","true_negative","0","0.3448","0.399699"
"2042276646711894177","https://x.com/Wendys/status/2042276646711894177","WE’VE GOT OUR WINNER🏆 the Pretzel Bacon Pub Burger is coming back to the menu soon https://t.co/jdeIQgJBnp","0","human","0.409836","0","true_negative","0","0.4344","0.274562"
"2041987332509782141","https://x.com/Wendys/status/2041987332509782141","The universe called. It said add me on Co-Star. @ wendys_official https://t.co/7HYmQbBfv7","1","human","0.456325","0","false_negative","1","0.6382","0.617407"
"2041526924149690528","https://x.com/Wendys/status/2041526924149690528","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","0","human","0.332446","0","true_negative","0","0.2549","0.193277"
"2041526852036988999","https://x.com/Wendys/status/2041526852036988999","🫵 YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 AND YOU GET A FREE FRY AND FROSTY 🫵 https://t.co/OQ2OI18i5U","0","human","0.552393","1","false_positive","0","0.4157","0.326047"
"2041332734883201293","https://x.com/Wendys/status/2041332734883201293","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","0","human","0.277238","0","true_negative","0","0.2549","0.193277"
"2041332610928951432","https://x.com/Wendys/status/2041332610928951432","WE HAVE A DUNK 🚨that means all of America gets free small fry and Frosty on April 7th. Not to be dramatic, but that was the greatest moment in dunk history.","1","human","0.567780","1","true_positive","1","0.5790","0.297696"
"2041332103036412007","https://x.com/Wendys/status/2041332103036412007","GET UP RODDY GAYLE 🤯 https://t.co/Yz0SkHVdwC","1","human","0.378112","0","false_negative","1","0.5935","0.08009"
"2041317545412546926","https://x.com/Wendys/status/2041317545412546926","Tip off time here we goooooo 🫣🏀","1","human","0.651577","1","true_positive","1","0.6347","0.447858"
"2041286930231373912","https://x.com/Wendys/status/2041286930231373912","You: Wow I hope so and so team wins

Me: DUNKS DUNKS DUNKS DUNKS","1","human","0.574817","1","true_positive","1","0.6421","0.40964"
"2041274861461586245","https://x.com/Wendys/status/2041274861461586245","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","0","human","0.316646","0","true_negative","0","0.2549","0.193277"
"2041274790418485741","https://x.com/Wendys/status/2041274790418485741","Who shall fulfill the prophecy?!?!?!?!

Tag us when you see who unlocks it 👀 https://t.co/mmdG7uqh7a","1","human","0.394326","0","false_negative","1","0.6280","0.31109"
"2041273129272824054","https://x.com/Wendys/status/2041273129272824054","Get your votes in!","0","human","0.617872","1","false_positive","0","0.4141","0.40964"
"2041272778461258077","https://x.com/Wendys/status/2041272778461258077","The Bourbon Bacon Cheeseburger and Pretzel Bacon Pub Burger have made it to our championship! Get your votes in to decide who will be crowned the winner and end up back on the menu https://t.co/VIgjuIMDNF","1","human","0.486314","0","false_negative","1","0.5356","0.318832"
"2041270386478780749","https://x.com/Wendys/status/2041270386478780749","ONLY A FEW HOURS UNTIL SOMEONE DUNKS THEIR WAY INTO AMERICAN HISTORY","1","human","0.602662","1","true_positive","1","0.6259","0.390897"
"2041241219603554599","https://x.com/Wendys/status/2041241219603554599","Tonight we are anti lay ups and anti fundamentals and pro massive jams","1","human","0.555417","1","true_positive","1","0.6226","0.40964"
"2041187810728727004","https://x.com/Wendys/status/2041187810728727004","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last.","0","human","0.316646","0","true_negative","0","0.2549","0.193277"
"2041187699764163013","https://x.com/Wendys/status/2041187699764163013","woke up thinking about who’s gonna dunk in the national championship game tonight to unlock a free small fry and Frosty for America tomorrow","1","human","0.418405","0","false_negative","1","0.5728","0.388778"
"2040186917312979266","https://x.com/Wendys/status/2040186917312979266","Oh good you made it. Introducing: The Official Dunks Menu 🏀 Order in the Wendy’s app all March Madness® long for the chance to win prizes in the Dunkstakes https://t.co/hI3HxiD7VV","0","human","0.614373","1","false_positive","0","0.4189","0.36179"
"2040186893468393651","https://x.com/Wendys/status/2040186893468393651","YOU COULD GO ALL THE WAY https://t.co/JG6srzZZTh","1","human","0.522631","1","true_positive","1","0.6068","0.279201"
"2040186889131479302","https://x.com/Wendys/status/2040186889131479302","keep scrolling 👇👇👇 https://t.co/O8onjjhdsH","0","human","0.290004","0","true_negative","0","0.4056","0.08009"
"2040186885704683992","https://x.com/Wendys/status/2040186885704683992","Scroll for a #MarchMadness surprise 👀 🏀 https://t.co/FJ4PuPVkOq","0","human","0.284329","0","true_negative","0","0.4107","0.11859"
"2039915068729541060","https://x.com/Wendys/status/2039915068729541060","Offer only available in-restaurant upon request at participating U.S. Wendy’s on April 7, 2026. No purchase necessary. Limit one (1) free Small Fry and Small Frosty Classic per person. A la carte only. While supplies last. Not valid for digital or delivery orders or with any other discount or offer. No substitutions.","0","human","0.290135","0","true_negative","0","0.2847","0.201565"
"2039900754387869992","https://x.com/Wendys/status/2039900754387869992","Help us give the people what they want! If there’s a dunk during the natty everyone in America gets a free small fry and classic Frosty on April 7th https://t.co/UnfLgpYclZ","0","human","0.500384","1","false_positive","0","0.4198","0.27309"
"2039789214120996993","https://x.com/Wendys/status/2039789214120996993","Congrats to these Official Wendy’s Dunk Team athletes on making it to the Final Four. You dunked into hoops. You dunked into Frosty. You dunked into our hearts. https://t.co/b6IeqJW8YD","1","human","0.540121","1","true_positive","1","0.6057","0.360102"
"2039714223337463977","https://x.com/Wendys/status/2039714223337463977","Vote!","0","human","0.262593","0","true_negative","0","0.2262","0.16956"
"2039714041212358979","https://x.com/Wendys/status/2039714041212358979","Vote!","0","human","0.256574","0","true_negative","0","0.2262","0.16956"
"2039713760378487274","https://x.com/Wendys/status/2039713760378487274","We’ve got our final four! It’s time to decide who will make it to the championship and ultimately end up back on the menu. Get your votes in now! https://t.co/Yat9QPbeFA","0","human","0.547877","1","false_positive","0","0.4264","0.337641"
"2038738065678811271","https://x.com/Wendys/status/2038738065678811271","Vote!","0","human","0.286958","0","true_negative","0","0.2262","0.16956"
"2038737809075565002","https://x.com/Wendys/status/2038737809075565002","Vote!","0","human","0.246259","0","true_negative","0","0.2262","0.16956"
"2038737532473803096","https://x.com/Wendys/status/2038737532473803096","Vote!","0","human","0.249125","0","true_negative","0","0.2262","0.16956"
"2038737391863869923","https://x.com/Wendys/status/2038737391863869923","Vote!","0","human","0.286958","0","true_negative","0","0.2262","0.16956"
"2038736376653554124","https://x.com/Wendys/status/2038736376653554124","After a tough fight to make it on the bracket, we have our finalists! America, we want to hear from you! Tell us what you want to see back on the menu. Voting starts… NOW!

Better luck next time to the Sunroom, Salad SuperBar, Giant JBC, and Trex burger. https://t.co/Ypg0dTCSnT","0","human","0.567092","1","false_positive","0","0.4270","0.406751"
"2037346325923278851","https://x.com/Wendys/status/2037346325923278851","Okay not a dunk but that’s STILL OUR GUY @jmilly2410","0","human","0.590880","1","false_positive","0","0.4364","0.418146"
"2037342589230408021","https://x.com/Wendys/status/2037342589230408021","TREY KAUFMAN-RENN GAME-WINNER 🚨

PURDUE ADVANCES TO THE ELITE 8 🤯 https://t.co/CYj7ltsGXT","0","human","0.558886","1","false_positive","0","0.4238","0.312827"
"2036210859299455486","https://x.com/Wendys/status/2036210859299455486","“Fries + Frosty = The Best of Both Worlds” https://t.co/ixuIhrXwcR","0","human","0.407801","0","true_negative","0","0.4127","0.35201"
"2035444365800214846","https://x.com/Wendys/status/2035444365800214846","On and off the court, Coen Carr can’t stop (won’t stop) dunking. https://t.co/pvLNEM1zSj","1","human","0.471949","0","false_negative","1","0.5688","0.08009"
"2035438297070096829","https://x.com/Wendys/status/2035438297070096829","Fears ➡️ Carr 🔨 https://t.co/Y7Wa3vl7X5","0","human","0.284152","0","true_negative","0","0.3921","0.08009"
"2035415108646490534","https://x.com/Wendys/status/2035415108646490534","I hope Yaxel doesn’t dunk his fries in his Frosty this violently https://t.co/l75Yp2p6YX","1","human","0.444624","0","false_negative","1","0.6269","0.314302"
"2035414922763350398","https://x.com/Wendys/status/2035414922763350398","Tarris Reed stat line: buckets, boards, and dunks. Basically a Dunk Menu combo. https://t.co/rktHfBeiwV","1","human","0.411258","0","false_negative","1","0.6151","0.08009"
"2035411565797634404","https://x.com/Wendys/status/2035411565797634404","YAXEL LENDEBORG. ABSOLUTELY DISGUSTING.

#MarchMadness https://t.co/GzFu2ZqKzo","1","human","0.059233","0","false_negative","1","0.6050","0.08009"
"2035213787020575096","https://x.com/Wendys/status/2035213787020575096","Tarris Reed throws it down 🔨 https://t.co/kGW6Ewxnon","1","human","0.407246","0","false_negative","1","0.6452","0.08009"
"2035089780396953839","https://x.com/Wendys/status/2035089780396953839","“Hold my Frosty” – Coen Carr, probably. @Coencarr2 https://t.co/8hGMcWQRSr","0","human","0.272001","0","true_negative","0","0.3665","0.33655"
"2035036863413805229","https://x.com/Wendys/status/2035036863413805229","A championship-caliber roster that dunks on and off the court: introducing the Official Wendy’s Dunk Team 🤝Tune in for the dunks, then try your own with the Dunk Menu, only in the app. https://t.co/ACwbEmgmQE","0","human","0.695063","1","false_positive","0","0.4415","0.242443"
"2034753037797904417","https://x.com/Wendys/status/2034753037797904417","Coen Carr AGAIN 😤 https://t.co/Hwfed2ciRF","0","human","0.408722","0","true_negative","0","0.3919","0.11859"
"2033636564551524646","https://x.com/Wendys/status/2033636564551524646","truly life changing https://t.co/0tX6CyMW2P","0","human","0.279333","0","true_negative","0","0.4088","0.320571"
"2033326344264888604","https://x.com/Wendys/status/2033326344264888604","Congrats to our Aunt on winning Best Supporting Actress! https://t.co/5EVi2wrFcH","0","human","0.456006","0","true_negative","0","0.4039","0.290896"
"2032563031024996510","https://x.com/Wendys/status/2032563031024996510","Head to https://t.co/lkd5mlJoiZ to see how to apply. WHAT ARE YOU WAITING FOR?!?!?!?! IT’S $100,000 !!!!!

No purch nec. 50 US/DC, 18+. Ends 3/30. Rules: https://t.co/mNIqecbPOQ

#WendysCTOContest https://t.co/WD3ZxE9iee","0","human","0.427959","0","true_negative","0","0.3678","0.215422"
"2031884901557965271","https://x.com/Wendys/status/2031884901557965271","What the fries at the bottom of my biggie bag see when I go scavenging for them https://t.co/qO9JGCgaXs","1","human","0.473581","0","false_negative","1","0.6341","0.23627"
"2031738937870364955","https://x.com/Wendys/status/2031738937870364955","travis gonna love the drive thru at his mom's house https://t.co/ssjGEuifjO","1","human","0.675178","1","true_positive","1","0.6366","0.346228"
"2030448455412252800","https://x.com/Wendys/status/2030448455412252800","Travis and Jason Kelce’s mom, Donna Kelce, is in the middle of a home renovation ... TMZ has learned.

Read more: https://t.co/4KursdUOlk https://t.co/FsAv2tPWyz","0","human","0.383935","0","true_negative","0","0.4083","0.255194"
"2030030225254359259","https://x.com/Wendys/status/2030030225254359259","No purch nec. 50 US/DC, 18+. Ends 3/30. Rules: https://t.co/mNIqecbPOQ. To qualify tag @Wendys and #WendysCTOcontest","0","human","0.391578","0","true_negative","0","0.3159","0.351071"
"2030030060720164942","https://x.com/Wendys/status/2030030060720164942",".@GenoSmith3 in case things don’t work out in free agency we’re looking for a Chief Tasting Officer…","1","coder2","0.525118","1","true_positive","0","0.4596","0.442477"
"2030021566528893409","https://x.com/Wendys/status/2030021566528893409",".@maurahiggins Since being a faithful fell through, here’s a job to get u more Birkins 
https://t.co/mNIqecbPOQ.

No purch nec. 50 US/DC, 18+. Ends 3/30. Rules: To qualify tag @Wendys and #WendysCTOContest https://t.co/RWQGC4PJmA","0","human","0.324807","0","true_negative","0","0.3228","0.342834"
"2029952811224514866","https://x.com/Wendys/status/2029952811224514866","Breaking: The Raiders are releasing last season’s starting QB Geno Smith, barring a trade before the start of the new league year, sources tell @AdamSchefter.  

By releasing Smith, the Raiders will open up $8M in salary cap space while taking on $18.5M in dead money.

Get breaking news alerts from Adam Schefter through the ESPN App: https://t.co/wLAog0kJUB","0","human","0.570875","1","false_positive","0","0.3955","0.457361"
"2029687889098068156","https://x.com/Wendys/status/2029687889098068156","Our first Chief Tasting Officer application is in, and lets just say the bar is LOW. Apply now and make your video more than a McNibble. Link in bio to enter the first #WendysCTOcontest https://t.co/JXujBHw5pP","1","human","0.505956","1","true_positive","1","0.5810","0.368634"
"2029585417066946625","https://x.com/Wendys/status/2029585417066946625","Ever wish you could eat Wendy’s professionally? Now you can (oh and make $100k). See how to apply at https://t.co/mNIqecbPOQ #WendysCTOcontest https://t.co/bQZSEBjfAx","0","human","0.533701","1","false_positive","0","0.4506","0.305949"
"2029290891425529996","https://x.com/Wendys/status/2029290891425529996","This is what it looks like when you don’t have to pretend to like your “product”","0","coder2","0.738342","1","false_positive","1","0.5996","0.479845"
"2029249180762341501","https://x.com/Wendys/status/2029249180762341501","Wendy’s US President posts new video amid burger battle with McDonald’s &amp; Burger King. https://t.co/R6IALUetCC","1","human","0.515050","1","true_positive","1","0.5927","0.421848"
"2027127868791431190","https://x.com/Wendys/status/2027127868791431190","No trowaway votes around here… https://t.co/KuKsN6ZoOj","1","human","0.467409","0","false_negative","1","0.6086","0.08009"
"2027105501260202278","https://x.com/Wendys/status/2027105501260202278","i’ll take ew for 400 https://t.co/ShRmiSgG6W","0","human","0.346282","0","true_negative","0","0.4140","0.26073"
"2026335579764343176","https://x.com/Wendys/status/2026335579764343176","McDonald's is launching the Big Arch burger in the US on March 3 https://t.co/U5n8YWn3U4","0","human","0.558076","1","false_positive","0","0.4119","0.300013"
"2022846838726922625","https://x.com/Wendys/status/2022846838726922625","Based on the results from today’s dunk contest this would blow the judges minds https://t.co/6nP4bbhJ2h","0","human","0.452483","0","true_negative","0","0.4256","0.340678"
"2021355348100313369","https://x.com/Wendys/status/2021355348100313369","Sir this is a DAYTONA discount code","0","human","0.551068","1","false_positive","0","0.4108","0.44117"
"2021268433296367729","https://x.com/Wendys/status/2021268433296367729","We're cooking something up.

Use code DAYTONA in the @Wendys app to get a $1 Classic or Spicy Chicken Sandwich with purchase, starting at the beginning of the race on Sunday 2/15 and available all day Monday 2/16. https://t.co/nsXc16Pwpj","0","human","0.559518","1","false_positive","0","0.3705","0.293612"
"2020685488789815407","https://x.com/Wendys/status/2020685488789815407","Has a kicker ever won MVP?","1","human","0.545892","1","true_positive","1","0.6300","0.40964"
"2019221773569728518","https://x.com/Wendys/status/2019221773569728518","also okc receives a first round pick somehow @ShamsCharania https://t.co/WUoYrt9zY7","0","human","0.368843","0","true_negative","0","0.3829","0.286249"
"2015935710449009033","https://x.com/Wendys/status/2015935710449009033","kind of seems like you just wanted a reason to eat nothing but wendys chili for a month?","1","human","0.602865","1","true_positive","1","0.6455","0.45928"
"2014446063961178239","https://x.com/Wendys/status/2014446063961178239","If Scottie Scheffler wins this week I will only eat Wendy’s chili for a month. It’s not happening folks. ZERO chance.","1","human","0.606752","1","true_positive","1","0.6515","0.447086"
"2014093064155889768","https://x.com/Wendys/status/2014093064155889768","We don’t chikin out on Sundays https://t.co/pA1BXe0Sc0","0","human","0.437792","0","true_negative","0","0.4158","0.315917"
"2012261535259726070","https://x.com/Wendys/status/2012261535259726070","CLOWNS ARE GOIN DOWN. We’re live right now over on
https://t.co/P0GZ7DIn5g","1","human","0.484177","0","false_negative","1","0.6281","0.368104"
"2012226909820621147","https://x.com/Wendys/status/2012226909820621147","TENDYS VS CLOWNS. WHO U GOT? Streaming some College Football ‘26 later today on twitch https://t.co/FJANT6bsl5","1","coder2","0.396882","0","false_negative","0","0.4556","0.502734"
"2009777266847363171","https://x.com/Wendys/status/2009777266847363171","life is so crazy bc wdym i’m giving out bogo dave’s singles or doubles on doordash just bc some lady asked where’s the beef 42 years ago","1","coder2","0.644721","1","true_positive","1","0.5706","0.36615"
"2001787208093614204","https://x.com/Wendys/status/2001787208093614204","DMing myself 75% off an energy drink rn lol","1","coder2","0.622582","1","true_positive","1","0.5697","0.44814"
"2001787158034866204","https://x.com/Wendys/status/2001787158034866204","We’ll go first! Here’s my sleep score 😴 https://t.co/TPfPApvtJj","0","coder2","0.602282","1","false_positive","1","0.5873","0.26073"
"2001787068914225487","https://x.com/Wendys/status/2001787068914225487","Attn insomniacs

drop your sleep score below &amp; i’ll give you an energy drink deal based on how much your score sucks (but hurry bc you have to share it by 12/22)","1","coder2","0.625827","1","true_positive","1","0.5677","0.548058"
"1996659770724696551","https://x.com/Wendys/status/1996659770724696551","im hot and im cold https://t.co/BVtiB1CiRA","0","coder2","0.477273","0","true_negative","0","0.3858","0.620779"
"1996272892787778047","https://x.com/Wendys/status/1996272892787778047","we would never do “a nicer ham restaurant.”  Or would we, Tim Robinson? https://t.co/ztdidCUJQ5","0","coder2","0.513638","1","false_positive","1","0.5222","0.24705"
"1993735456609972272","https://x.com/Wendys/status/1993735456609972272","Let’s get u to bed wendy https://t.co/DY3BoVEDUi","0","coder2","0.658311","1","false_positive","1","0.5183","0.380153"
"1991966149815496874","https://x.com/Wendys/status/1991966149815496874","don’t ask for her ig, ask for her wendy's order https://t.co/97FPbtJodn","0","coder2","0.504606","1","false_positive","1","0.5069","0.393552"
"1988671571091980633","https://x.com/Wendys/status/1988671571091980633",".@fibulaa said we’re Tendy’s now and who are we to argue? Try our new chicken tendys today! https://t.co/8FccP5qRR5","1","coder2","0.513887","1","true_positive","0","0.4569","0.348295"
"1980393481068831176","https://x.com/Wendys/status/1980393481068831176","ok so maybe don’t hang it in the louvre","1","coder2","0.656305","1","true_positive","1","0.5293","0.44533"
"1976057070555132086","https://x.com/Wendys/status/1976057070555132086","Canceling my hair appointment at angie’s 1.5 salons","1","coder2","0.619091","1","true_positive","1","0.5650","0.40964"
"1965414892438958172","https://x.com/Wendys/status/1965414892438958172","Here comes the sun with SVG's @Wendys car lighting up Saturday's race with a breakfast worth getting up for. https://t.co/Im0FWviGot","1","coder2","0.540769","1","true_positive","0","0.4770","0.373535"
"1957893154453041344","https://x.com/Wendys/status/1957893154453041344","Today is the most important day on the calendar (national baked potato day)","0","coder2","0.461093","0","true_negative","1","0.5530","0.404908"
"1948426303293579682","https://x.com/Wendys/status/1948426303293579682","i hope my misfortune comes with fries https://t.co/II0cqSofil","0","coder2","0.467275","0","true_negative","1","0.5859","0.23627"
"1946349498231345200","https://x.com/Wendys/status/1946349498231345200","kinda want to see how they share chili","0","coder2","0.504904","1","false_positive","0","0.4928","0.47575"
"1942770676286505156","https://x.com/Wendys/status/1942770676286505156","Am I too chronically online","0","coder2","0.539314","1","false_positive","1","0.5796","0.40964"
"1942767810238632071","https://x.com/Wendys/status/1942767810238632071","She’s got bette davis friesssss","0","coder2","0.482276","0","true_negative","1","0.5120","0.398268"
"1938000813210714481","https://x.com/Wendys/status/1938000813210714481","mommy? https://t.co/d3bMKmPhaE","0","coder2","0.064763","0","true_negative","0","0.3475","0.08009"
"1934989870239261157","https://x.com/Wendys/status/1934989870239261157","if you can guess what it is you win @TakisUSA https://t.co/P9mgUnvngw","0","coder2","0.532339","1","false_positive","1","0.5110","0.293778"
"1920237379442397554","https://x.com/Wendys/status/1920237379442397554",".@TSA do I still need a real id if I have a Frosty key tag","0","coder2","0.440940","0","true_negative","0","0.4580","0.477176"
"1917664473776623724","https://x.com/Wendys/status/1917664473776623724","100 fries vs. 1 girlfriend who said she wasn’t hungry","0","coder2","0.633677","1","false_positive","1","0.5701","0.443554"
"1914826173638414390","https://x.com/Wendys/status/1914826173638414390","when we say Frosty Swirls just know the car is making the swirls","0","coder2","0.611209","1","false_positive","1","0.5871","0.461407"
"1914824035609027011","https://x.com/Wendys/status/1914824035609027011","Can't get Daniel to stop doing swirls in his Talladega @Wendys car https://t.co/o7I4ijkleN","1","coder2","0.503836","1","true_positive","0","0.4762","0.341613"
"1914683170374459772","https://x.com/Wendys/status/1914683170374459772","get ready to taste a fresh way to Frosty","0","coder2","0.575272","1","false_positive","1","0.5389","0.449493"
"1914680845526278493","https://x.com/Wendys/status/1914680845526278493","Tasting something fresh for Talladega @Wendys 👀 https://t.co/V25KNexqQn","0","coder2","0.328101","0","true_negative","0","0.3889","0.324749"
"1911933396550287524","https://x.com/Wendys/status/1911933396550287524","I kissed the ground and i liked it","0","coder2","0.610496","1","false_positive","1","0.6187","0.40964"
"1911781221559844913","https://x.com/Wendys/status/1911781221559844913","Katy Perry seemingly kisses the ground after returning from Space. https://t.co/ugi07THOjC","0","coder2","0.485385","0","true_negative","0","0.4988","0.08009"
"1910713017144127729","https://x.com/Wendys/status/1910713017144127729","Okay we lied (kinda) but also Strawberry, Brownie Batter, and Caramel Frosty Swirls! https://t.co/3rC3oIORjZ https://t.co/cMj5lYqypC","0","coder2","0.232198","0","true_negative","0","0.4917","0.305491"
"1909664559243178141","https://x.com/Wendys/status/1909664559243178141","Sorry to say, but Frosty is out :/","0","coder2","0.617180","1","false_positive","1","0.5787","0.447784"
"1907472436305813963","https://x.com/Wendys/status/1907472436305813963","Keep your game fresh this March Madness with a $1 JBC or Double Stack in the Wendy’s app (w/ additional purchase). #NothingBeatsFresh","1","coder2","0.595551","1","true_positive","0","0.4430","0.540878"
