id,tweet_url,created_year,created_month,created_day,created_time,text,humor_score,log1p_humor_score,p_humor_ml,log1p_p_humor_ml,weak_humor_label,weak_label_source,dominant_topic,dominant_topic_weight,review_priority,human_humor_label,human_notes
1266395345996652552,https://x.com/Wendys/status/1266395345996652552,2020,5,29,15:45:53,We’re moving National Roast Day because there are going to be better times for it. Love you guys.,0.835,0.6070444815065336,0.790454,0.582469,1,humor_score>=0.60 or strong_cue,6,0.129546,high_confidence_humor,,
2064726596179706275,https://x.com/Wendys/status/2064726596179706275,2026,6,10,15:09:15,"Her: Gimme 10
Me: minutes or nuggets?",0.928,0.6564831961883539,0.755204,0.562585,1,humor_score>=0.60 or strong_cue,5,0.040481,high_confidence_humor,,
1480986154765885443,https://x.com/Wendys/status/1480986154765885443,2022,1,11,19:33:09,"There’s still one more holiday that’s just around the corner, and I know exactly what you’re getting 🔥🔥🔥

See ya tomorrow for National Roast Day 😉",0.896,0.6397464038328301,0.805374,0.590768,1,humor_score>=0.60 or strong_cue,6,0.117576,high_confidence_humor,,
1671254412919205888,https://x.com/Wendys/status/1671254412919205888,2023,6,20,20:31:17,https://t.co/wyUBSllNxt,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
2054933542442848652,https://x.com/Wendys/status/2054933542442848652,2026,5,14,14:35:09,🟨🟦🍟 https://t.co/y9M33fb83V,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1570174502453084160,https://x.com/Wendys/status/1570174502453084160,2022,9,14,22:15:48,https://t.co/mZzgtv9uEi,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1669414854078218240,https://x.com/Wendys/status/1669414854078218240,2023,6,15,18:41:32,https://t.co/qPNHucr5nI,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1599873034529042432,https://x.com/Wendys/status/1599873034529042432,2022,12,5,21:07:10,https://t.co/kP4yInqjEm,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1662099102618857473,https://x.com/Wendys/status/1662099102618857473,2023,5,26,14:11:21,https://t.co/Hf7jv9iDRg,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1205566516281917441,https://x.com/Wendys/status/1205566516281917441,2019,12,13,19:13:50,https://t.co/GlKIUYuzjv,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1699796550636200229,https://x.com/Wendys/status/1699796550636200229,2023,9,7,14:47:33,https://t.co/l4bH6S4RXz,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1618685219955171328,https://x.com/Wendys/status/1618685219955171328,2023,1,26,19:00:04,I'm back. https://t.co/uY7P5KEC18,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1537586561033744384,https://x.com/Wendys/status/1537586561033744384,2022,6,17,00:02:57,https://t.co/6YIJpwJgV2,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1216883915820060673,https://x.com/Wendys/status/1216883915820060673,2020,1,14,00:45:08,https://t.co/k5HFIKXWH0,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1619013166251544577,https://x.com/Wendys/status/1619013166251544577,2023,1,27,16:43:13,🧐 https://t.co/zfKntViVIe,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1549774834535645196,https://x.com/Wendys/status/1549774834535645196,2022,7,20,15:14:48,https://t.co/hFkP7ZtIMm,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1724568790820687971,https://x.com/Wendys/status/1724568790820687971,2023,11,14,23:23:35,https://t.co/2m6fIRFQvX,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1620815679707582465,https://x.com/Wendys/status/1620815679707582465,2023,2,1,16:05:45,https://t.co/GIrRuNlcDy,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1668661154325966852,https://x.com/Wendys/status/1668661154325966852,2023,6,13,16:46:36,https://t.co/MbvA7eagxO,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1651965168270671872,https://x.com/Wendys/status/1651965168270671872,2023,4,28,15:02:42,https://t.co/dyZwO11Voc,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1425937918149943298,https://x.com/Wendys/status/1425937918149943298,2021,8,12,21:51:06,https://t.co/HAMiQPcCFm,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1938000813210714481,https://x.com/Wendys/status/1938000813210714481,2025,6,25,22:26:14,mommy? https://t.co/d3bMKmPhaE,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1455209020629950464,https://x.com/Wendys/status/1455209020629950464,2021,11,1,16:24:01,https://t.co/DXk93t9deq,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1508469601495138308,https://x.com/Wendys/status/1508469601495138308,2022,3,28,15:42:33,https://t.co/14lbopsZSJ,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1598721162506215424,https://x.com/Wendys/status/1598721162506215424,2022,12,2,16:50:02,https://t.co/pENxCGoER5,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1750997136404029658,https://x.com/Wendys/status/1750997136404029658,2024,1,26,21:40:23,https://t.co/A2e8OWmrfx,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1654524291231129600,https://x.com/Wendys/status/1654524291231129600,2023,5,5,16:31:45,https://t.co/PBcoTxw1zV,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1692596616299999573,https://x.com/Wendys/status/1692596616299999573,2023,8,18,17:57:34,https://t.co/PZH0rWXOC4,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1549785096974209024,https://x.com/Wendys/status/1549785096974209024,2022,7,20,15:55:35,https://t.co/iTACbFhf5B,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1352663870469500930,https://x.com/Wendys/status/1352663870469500930,2021,1,22,17:06:12,https://t.co/gTk92jCiXY,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1581745509441556482,https://x.com/Wendys/status/1581745509441556482,2022,10,16,20:34:51,https://t.co/W8EugGOUMD,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1879575467256422436,https://x.com/Wendys/status/1879575467256422436,2025,1,15,17:04:46,4pc in 4k https://t.co/w8cOOHtz6P,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.108126,high_confidence_nonhumor,,
1699798695691395159,https://x.com/Wendys/status/1699798695691395159,2023,9,7,14:56:04,https://t.co/OQOqI9VO8g,0.0,0.0,0.08009,0.077044,0,score=0 and (plain_promotion or url_only),0,0.361686,high_confidence_nonhumor,,
1260238918638854147,https://x.com/Wendys/status/1260238918638854147,2020,5,12,16:02:26,"If you get two 10-piece Spicy Nuggets in your 2 for $5, doesn't that make it a 20 for $5?",0.0,0.0,0.443639,0.367167,,unlabeled,5,0.057917,boundary_case,,
1206433794796015617,https://x.com/Wendys/status/1206433794796015617,2019,12,16,04:40:05,Boom! 5 in a row. Haven't even hit a commercial break yet. Nailed it.,0.0,0.0,0.40964,0.343334,,unlabeled,5,0.006514,boundary_case,,
1909664559243178141,https://x.com/Wendys/status/1909664559243178141,2025,4,8,17:48:05,"Sorry to say, but Frosty is out :/",0.0,0.0,0.447784,0.370034,,unlabeled,7,0.208076,boundary_case,,
1942770676286505156,https://x.com/Wendys/status/1942770676286505156,2025,7,9,02:19:58,Am I too chronically online,0.0,0.0,0.40964,0.343334,,unlabeled,0,0.0,boundary_case,,
1355322273226493959,https://x.com/Wendys/status/1355322273226493959,2021,1,30,01:09:45,Watch the LIVESTREAM of the Wendy's Snowboard Knuckle Huck event at #XGames Aspen 2021! 🏂 https://t.co/Dt5syy3wbO,0.26,0.23111172096338664,0.560274,0.444861,1,humor_score>=0.60 or strong_cue,2,0.07579,boundary_case,,
1559639856925626369,https://x.com/Wendys/status/1559639856925626369,2022,8,16,20:34:53,"Whoa, chill. No one said anything about compliments. Just trying to tell you we have new French Toast Sticks. Are you guys new here? https://t.co/EEXGiyMieO",0.0,0.0,0.406912,0.341397,,unlabeled,5,0.067183,boundary_case,,
1342838056269840385,https://x.com/Wendys/status/1342838056269840385,2020,12,26,14:21:55,"Right now on Uber Eats you can get a $0 delivery fee on orders of $15 or more. So bring on the burgers and nuggs, y’all. https://t.co/rohZdtqoT7",0.0,0.0,0.419428,0.350254,,unlabeled,5,0.033351,boundary_case,,
1316371848960061440,https://x.com/Wendys/status/1316371848960061440,2020,10,14,13:34:40,"You put in the work, now it’s time for your reward. Head to @UberEats now and get up to 30% off breakfast today through Friday morning with code: WENDYS30",0.0,0.0,0.437618,0.362988,,unlabeled,5,0.083894,boundary_case,,
1241035122654220288,https://x.com/Wendys/status/1241035122654220288,2020,3,20,16:13:25,Streaming Animal Crossing and getting some food delivered for free with Postmates and GrubHub. https://t.co/P0GZ7DIn5g https://t.co/JXhGH1PWRn,0.26,0.23111172096338664,0.49615,0.402895,1,humor_score>=0.60 or strong_cue,0,0.063865,boundary_case,,
1483861582073548809,https://x.com/Wendys/status/1483861582073548809,2022,1,19,17:59:04,From our lawyers: Not based on actual data. “Coca-Cola” is a registered trademark of The Coca-Cola Company.,0.32,0.2776317365982795,0.52164,0.419789,,unlabeled,5,0.006139,boundary_case,,
