candidate_id,tweet_id,text_hash,human_humor_presence,human_humor_type,dup_flag,dup_detail
B00418,1983156581974884352,c31dbb818f91,1,2,no_dup,
B00764,1494767149088489472,012d42569174,0,,no_dup,
B00942,2024632734472126720,b9b354c50341,1,2,no_dup,
B00674,1999188118209966336,d39f1e344699,1,3,no_dup,
B00833,2051379860568670464,70b5a25e944b,0,,no_dup,
B00841,1156957771121733632,ae169a50feb0,1,2,no_dup,
B01007,1514664827083530240,53b20f6a0a33,0,,no_dup,
B00658,1560340760775491584,bedae1187c2f,0,,no_dup,
B00345,1696168312021958912,3677b3305b6d,1,3,no_dup,
B01171,1857422230818332928,9c36b1be2ae4,0,,no_dup,
B01367,1661099803327995904,fd9926d1cfff,0,,no_dup,
B00570,1401877765381623808,1a39d53ad66c,1,3,no_dup,
B01385,2020643156694581504,2179bf182579,1,2,no_dup,
B00460,1586750022128791552,b2ee89fa2ca4,1,2,no_dup,
B01028,1965154440236708352,2bbc470e5410,0,,no_dup,
B00148,1680735615611211776,a64fad17e39d,0,,no_dup,
B00055,1441844825414832128,679987fa0837,1,2,no_dup,
B00623,1285245749370990592,7bcbc1c5886f,2,,no_dup,
B00204,1584167534739148800,d5040719861a,0,,no_dup,
B00228,2053922680064167936,0aaf40ca9ef7,0,,no_dup,
B00081,2063074673374413056,e88d04026dc8,1,3,no_dup,
B00814,1861092485759442944,ea41dfedaba4,1,3,no_dup,
B01165,1712166171531755520,99a0109a147d,0,,no_dup,
B00501,1805851112240558336,8e1f146b714d,0,,no_dup,
B00434,1550186086323949568,2c909bec4863,0,,no_dup,
B01407,2011582586427187456,a37dceceda31,0,,no_dup,
B00214,2062901061732459008,d67e7582d432,1,2,no_dup,
B00449,1313495002513895424,3fc7333071d1,1,3,no_dup,
B00171,1960416808395227136,3ae6077bc204,0,,no_dup,
B00024,1598904161239986176,cee267d28320,1,2,no_dup,
B00121,1669797487446466560,c769879d7243,0,,no_dup,
B00952,1433094392412348416,e325807c8372,0,,no_dup,
B00849,718886548394131456,2aac9beea3a8,0,,no_dup,
B00252,1978100117312836096,6b1410489b34,0,,no_dup,
B00666,1881356014336791040,9703244c132d,0,,no_dup,
B00420,2003599651786637824,53db874de6da,0,,no_dup,
B00730,1880403289944257024,1ecc54dbf352,0,,no_dup,
B00047,2028485793640038656,8ce74e8fe9ac,0,,no_dup,
B00380,1395726106385321984,056d31c18bbe,0,,no_dup,
B01244,1567215886552993792,e931fa49461f,0,,no_dup,
B01140,1836493606774809088,79bc58715056,0,,no_dup,
B00182,2034475335992184832,b9bbf06485e3,1,3,no_dup,
B00088,1652643965378732032,97fb159db2b1,0,,no_dup,
B00678,1790384824680603648,720dd93f6aeb,1,2,no_dup,
B00543,1423675404108419072,361a1af5ec76,0,,no_dup,
B00169,1584890372777717760,746124817296,0,,no_dup,
B00015,1860111019051196928,d98a9d73ec96,1,3,no_dup,
B00735,1584955554648072192,7b31f7ef060a,0,,no_dup,
B01209,1640457168456675328,a9d7c7cea734,0,,no_dup,
B00302,1869803256576094720,2fc919d7236d,0,,no_dup,
B00982,1440701637585104896,bca25be0d2a7,0,,no_dup,
B00874,1681299140083617792,68ba27685809,0,,no_dup,
B01114,1892244164814725376,86b8f48c1d2e,0,,no_dup,
B00180,1866182096038834432,88413217090e,0,,no_dup,
B00918,2055002548424086016,579089b272de,1,1,no_dup,
B00422,1679213590694477824,e762054e3ac5,0,,no_dup,
B00221,1910817276053406208,3c7a511505aa,1,1,no_dup,
B00589,1769719044767175168,05dd91df28c4,0,,no_dup,
B00157,1592621717977190400,3546cdd826ba,1,3,no_dup,
B01296,1990876744216105216,8edb4593a699,0,,no_dup,
B00997,1954964716029112320,7645c7dca0dc,0,,no_dup,
B00019,1846242740616454656,d363032921f4,1,3,no_dup,
B00219,1579527609133957120,77a1fb1413d9,0,,no_dup,
B01112,1525038143656931328,8aba9265e23c,1,2,no_dup,
B00965,850419896106332160,a074ac0c2ba9,0,,no_dup,
B01151,1194295330948419584,d118f6ae1497,1,2,no_dup,
B00941,1635729290108043264,0e0f2eda5f02,0,,no_dup,
B00900,2056486118288224768,b01974639202,1,2,no_dup,
B01307,1548683946375905280,d52d97b5f20c,1,2,no_dup,
B01315,1365272239797661696,3194d1824cb4,0,,no_dup,
B00106,1727045757763719424,b12474b7e194,1,2,no_dup,
B00806,1816141421986078976,b6c4907d9f1b,0,,no_dup,
B01274,1959284498505347584,ed1a679e646e,0,,no_dup,
B01169,1886225426466628096,d170bfc33688,0,,no_dup,
B01269,1986169149291119104,0c8dd26a468f,1,1,no_dup,
B00196,2065456782550401024,28f081773841,1,1,no_dup,
B01208,2044805168873549824,4ffbe73f2ddd,0,,no_dup,
B01348,1369708111389483008,3593dc715a95,0,,no_dup,
B00632,1321835445668360192,75922a889990,0,,no_dup,
B00893,2036797758607102464,f295989cbd19,0,,no_dup,
B01448,1357302589411504128,d49bafa40d7e,0,,no_dup,
B00274,1154752064100143104,fa61121c829b,1,2,no_dup,
B00743,1660022662062653440,42f81fb4b302,0,,no_dup,
B01056,1518949344728203264,fd39bb8a5f39,0,,no_dup,
B00218,1403820569490042880,5e7bea056bc6,0,,no_dup,
B00522,1594745026126680064,15149d4d9387,0,,no_dup,
B00382,2065094378167681280,006f15ef91c9,0,,no_dup,
B01088,1465767409512550400,006577972d67,0,,no_dup,
B00796,1391830415149867008,89c18ae7ba9c,1,2,no_dup,
B01024,1623044191335882752,fca95e2ca4eb,0,,no_dup,
B01311,1384961204876156928,8e0f1fef7993,1,2,no_dup,
B00389,769634836122394624,765e8f7146b6,0,,no_dup,
B01040,1679128614585921536,0e854d251f2d,0,,no_dup,
B01206,1968310280640712704,32de160164f8,0,,no_dup,
B00366,1682190361081544704,f19b291b1ac7,0,,no_dup,
B00287,1377114753412128768,3979c1f45de5,1,2,no_dup,
B01271,1759064682789269504,f60eb9eae227,1,2,no_dup,
B00320,1460774719154790400,78f199947096,0,,no_dup,
B00268,2051633261894312192,d985dcfbfa21,0,,no_dup,
B00621,2038336418951708672,20d76554f8b2,1,3,no_dup,
B00372,1535257769564991488,8356a2e129d5,0,,no_dup,
B00100,1326525128742756352,06bac4856bab,0,,no_dup,
B01080,2034320195549024768,342d2dadb423,0,,no_dup,
B00602,1641183533832994816,ce08e2baf867,0,,no_dup,
B01216,787322337280532480,435bfd6abcc1,0,,no_dup,
B00492,1493028365611290624,960151081f77,0,,no_dup,
B00890,816665512193232896,1479c903c3fd,0,,no_dup,
B00618,2048906733754687488,bc06a19cf431,0,,no_dup,
B00767,1475467553434595328,60d89b68fc7a,0,,no_dup,
B00374,1680916934001561600,9296de9ad55c,0,,no_dup,
B00949,1912120139949940736,e92eb95b289f,0,,no_dup,
B01303,1575470457813336064,ffb5158063d3,0,,no_dup,
B00432,2028952353936949504,1d51fd518adf,1,3,no_dup,
B00635,1929272876013945088,572cfdaf3a2a,0,,no_dup,
B00669,1582838521274204160,1c43658f1b11,0,,no_dup,
B00917,1915050527181713664,ca90f5afc887,1,2,no_dup,
B00794,1724122511976075776,02721031bf2d,0,,no_dup,
B00207,1982917745856463360,aa8b77b0ef51,0,,no_dup,
B00748,1618272484582739968,52a8d20a6867,0,,no_dup,
B00682,1968202202612461824,ed424f49b9c5,0,,no_dup,
B01409,1904261941318566400,724167744679,0,,no_dup,
B00659,1661332610738450432,78dc83670b81,0,,no_dup,
B00235,2049139968178635008,f2a710b771d4,0,,no_dup,
B00286,1931790593300275456,af76f4c8c35f,0,,no_dup,
B01022,1369271718460657664,e440b0579331,0,,no_dup,
B00547,1582038719414034432,f4e89eeac924,0,,no_dup,
B00907,1443606570332565504,310f28231861,0,,no_dup,
B01349,1530251021963759616,2a054f885dae,0,,no_dup,
B00701,2016269367022125312,0c41a9fb9c2f,1,3,no_dup,
B00132,1811059494324928768,2376ce39af2c,0,,no_dup,
B01418,2063683167421399040,f0f10310574b,0,,no_dup,
B00859,1680004936715866112,45941ced209f,0,,no_dup,
B00947,1354480430871961600,5b32c59917c4,0,,no_dup,
B00996,2022373612230246656,4d54a61f33a0,0,,no_dup,
B00348,1567214805290713088,73880e2fe673,0,,no_dup,
B00525,1680266892567777280,4ab518e78415,0,,no_dup,
B00124,1205242421333741568,4c80063a3fef,0,,no_dup,
B01058,1456287087922188288,97fd6b1c7727,0,,no_dup,
B01251,1415332256634212352,d15e14942193,0,,no_dup,
B00405,1848399943762911744,85b11990bb8f,0,,no_dup,
B01355,2013558714691665920,986ccf638544,0,,no_dup,
B00474,1469406018614538240,1de347400791,1,4,no_dup,
B00181,1580625978191392768,8a2d49a671bd,0,,no_dup,
B00222,2033989371565613312,81db49e6d138,0,,no_dup,
B00051,1506979258526277632,b75ba3483f63,1,2,no_dup,
B01242,1420120189795020800,d9211840300a,1,2,no_dup,
B01404,2036928009366540800,ae9e2ec4ac87,0,,no_dup,
B01258,1524123826786902016,48a69456f42a,0,,no_dup,
B00438,1858943241665610240,67ad48d4a77f,1,2,no_dup,
B01422,1988653015172280832,4909f0b8227a,0,,no_dup,
B01463,1438880431202525184,ef6e0228e8ff,0,,no_dup,
B01061,1885152814944624896,9be6c81fe081,1,1,no_dup,
B01415,1807360983142117632,b0a05e66a14c,0,,no_dup,
B00877,2027436176785764608,09406a7b7669,0,,no_dup,
B01250,1610327800031879168,2551b9f80288,0,,no_dup,
B01125,1952755459695235584,9cf6875a08d2,0,,no_dup,
B00998,1210213679616020480,9c6ad5be351f,0,,no_dup,
B01124,2029679355874476288,396083ff8e13,1,3,no_dup,
B00631,748509899668193280,483aca9185ac,0,,no_dup,
B01285,826463452289970176,5b9270fb957a,0,,no_dup,
B00985,846109581361266688,63a3de35c877,0,,no_dup,
B00613,1123605062377459712,4f4c94889912,0,,no_dup,
B00910,2062557490210852864,240bae578408,0,,no_dup,
B01167,1795792076812272128,504fcf28d42e,0,,no_dup,
B01499,1580543883355688960,57deb8e3930f,1,3,no_dup,
B00308,1584579827977392128,eb2af95d95be,0,,no_dup,
B00973,1937999694250287104,dc385fbe9aa5,0,,no_dup,
B00425,1907108195375439872,7cddc0aa3604,0,,no_dup,
B00021,1678495356332687360,e11d0280b915,0,,no_dup,
B00458,1884996394618073344,34c508a7b616,0,,no_dup,
B00656,1852428161759261184,b62a988b5bb5,1,2,no_dup,
B00292,1691508524273037312,c677f066a94d,2,,no_dup,
B00696,796090411186028544,2c8794d2b3a8,0,,no_dup,
B00987,1624053218069123072,8dbcb8f954be,0,,no_dup,
B00151,2065168060948815872,93d6f989be61,0,,no_dup,
B00560,1639265941346197504,1a4891640aa3,1,2,no_dup,
B00981,1710049960677269504,830c57f06749,0,,no_dup,
B01427,1836146660629528832,3df59b94a242,0,,no_dup,
B00186,1604869375315648512,942f560719e8,0,,no_dup,
B00090,2002771043207790592,0bf39d6b8d52,1,3,no_dup,
B00485,1649780212073201664,54ec22df8186,0,,no_dup,
B00409,1452677095314927616,f63c55b10b90,0,,no_dup,
B00497,1755660177619996928,1f8a7771eab1,0,,no_dup,
B00311,1641092856306868224,5ab45b7cda96,0,,no_dup,
B01374,2041247230091288832,8a5dc7535bdf,0,,no_dup,
B01108,1966139672456794112,b4dfaa36103f,0,,no_dup,
B00275,1968298943470604800,ce9b12970f43,0,,no_dup,
B01103,1321137176537686016,ea70060e7fa6,0,,no_dup,
B00535,1673784347306991616,94b46c0ddf09,0,,no_dup,
B00641,1095087583317635072,bc7aac752853,0,,no_dup,
B00673,1704548528532398080,55ad34fae012,0,,no_dup,
B00239,2064360540722311680,1ba635a76e67,1,2,no_dup,
B00771,1544394188074147840,1b8520406852,0,,no_dup,
B01456,1785016099903332608,3b3e6309ec1e,0,,no_dup,
B00031,1280953820105920512,7f90e1c48dcb,0,,no_dup,
B01393,1722262475402547712,c6e9d4e75dc5,0,,no_dup,
B00871,1616061660514369536,2fed0228f813,0,,no_dup,
B01461,1523973127931416576,b058bc39729c,0,,no_dup,
B00412,1678063133238378496,feeba50351ff,0,,no_dup,
B00851,1826652588894212352,16395442e683,0,,no_dup,
B01275,1273595064388853760,7d352b68a9de,0,,no_dup,
B01160,1899852889356751104,f0c8d722e814,0,,no_dup,
B01475,1687063314872881152,5a669ea643ee,0,,no_dup,
B01334,1975939240480453120,df942abb465a,1,4,no_dup,
B00223,1831362762158833920,35f5121e6a9d,0,,no_dup,
B00013,1916885116091092992,0e6e99d5aca2,0,,no_dup,
B00511,1251171575984009216,1fd8f8b9af87,0,,no_dup,
B00317,1631689727412674560,9e7e821b2996,0,,no_dup,
B00801,1534535841191698432,3e007213cac6,0,,no_dup,
B00920,1324452794703728640,c9adab9d1142,1,2,no_dup,
B00267,1337516760317251584,ee47285c7cde,0,,no_dup,
B00450,1123636886508134400,46fb8267d527,0,,no_dup,
B00540,1678859501569724416,e0b4ba0aed77,0,,no_dup,
B01356,1858582485610680832,1d90fd5f0c46,1,2,no_dup,
B01186,1991969391978938624,c7fb31b67e5e,1,3,no_dup,
B00229,1981468048436711936,0e6bf28450d9,1,3,no_dup,
B01036,1892273656711004160,8ebaa0c7af2c,0,,no_dup,
B01032,1602398769810661376,f13b558d9e22,0,,no_dup,
B01047,2047491071572074496,d128b3fd2a87,0,,no_dup,
B01256,1600542527836553216,01da3b3c2bfc,0,,no_dup,
B01118,1684745935270920192,7a74a645036e,0,,no_dup,
B00049,1517193951291183104,a202a2a3a1f4,0,,no_dup,
B00056,1451223594797780992,6487de758319,0,,no_dup,
B01472,1929675797456945664,1158566ae70c,0,,no_dup,
B01443,1958227537047269632,477c7043fa30,0,,no_dup,
B01027,2044174741926265344,77210f1d306a,1,2,no_dup,
B00939,2032989954343870720,73cc0736f5ac,0,,no_dup,
B00125,1981428056989278720,d41d8cd98f00,1,3,no_dup,
B00461,1844317009984553216,085ecc083020,0,,no_dup,
B00797,1181618691714289664,a6c1d9c4297d,0,,no_dup,
B00786,1680378743918051328,e724698c5dd5,0,,no_dup,
B00444,1564991437124472832,8a90a734897b,0,,no_dup,
B01435,1790486540243616256,d641c40191cc,0,,no_dup,
B00708,1922306342208913664,ac829a6e83d4,0,,no_dup,
B00455,1302982928545316864,308c754a72ca,0,,no_dup,
B00615,1316018772344410112,14ff16399b13,0,,no_dup,
B00479,1995145796237295616,05487125a239,0,,no_dup,
B00105,1494476114823053312,c9a75b89cd0d,0,,no_dup,
B00385,1037412136442580992,cd415adcdc66,0,,no_dup,
B00365,1321434068484050944,32278dcd327a,0,,no_dup,
B01101,2003084885939130624,c1b4d8f6120e,0,,no_dup,
B01425,1732882676917379328,29234133ef85,1,2,no_dup,
B00107,1980650280678007040,396b2d9f579e,0,,no_dup,
B00711,1851625105706656256,254391d81b12,0,,no_dup,
B00815,1517292100802514944,4d08e03ebbf7,0,,no_dup,
B00671,2062172450914279680,202741ef9c32,0,,no_dup,
B00838,2056531703255204096,716e78e4b5e4,0,,no_dup,
B01201,1985772357743517952,79fd549f82be,0,,no_dup,
B01218,1831797080509096192,65bf000f66d4,0,,no_dup,
B00534,1752413876581236992,308927edb4e7,0,,no_dup,
B00827,1055161563173306368,356f4df9e7cc,0,,no_dup,
B01179,1920554292949254400,6c3aaf3fa03c,0,,no_dup,
B00398,1445842637756403712,dbe88d089055,0,,no_dup,
B00829,1933139383944683520,adfca8435bab,0,,no_dup,
B01424,1975712745640370688,133daa8c6edf,0,,no_dup,
B00423,1478114107903471616,d3d64c71b720,0,,no_dup,
B00191,2064394556292964352,894018f86794,1,2,no_dup,
B00069,1453406140050595840,3c922aa346cf,0,,no_dup,
B00179,1806704189143138304,44a584102067,0,,no_dup,
B00790,1691453781383536640,1ec6d2da5568,0,,no_dup,
B00697,1919784226523615488,a1dd32f470d2,0,,no_dup,
B00935,1934653968434508288,9ca7b373ce90,0,,no_dup,
B00531,1319264570750472192,34fc25c99d1a,0,,no_dup,
B01489,2059412984212979968,1375f21d582d,0,,no_dup,
B01091,770640723200925696,0c1ea57892c0,0,,no_dup,
B00243,2053931295579758592,0c28cfe85da6,0,,no_dup,
B00692,1242911633992634368,ab389fece788,0,,no_dup,
B00035,1957791687096377856,25f05bb68e90,0,,no_dup,
B01432,1682583552377102336,1664dfc819fa,0,,no_dup,
B00255,2002093552679911936,98c95b16baff,1,3,no_dup,
B00217,1755418581674639616,b2c619b7763c,0,,no_dup,
B00006,1620834684933660672,8ada6fc77db6,0,,no_dup,
B00301,1300541006111272960,82a6877b9104,0,,no_dup,
B00078,1971319876607205632,bc1d77476fc2,0,,no_dup,
B01203,1796179795719361024,e4acc896edfb,0,,no_dup,
B00908,2036555057575964672,f4f4459530fd,0,,no_dup,
B00870,1664674222344372224,4d715e5228c3,0,,no_dup,
B01097,1681355950572335104,439e0e3f5da3,0,,no_dup,
B00224,1723024772026470656,5ad5d215348c,0,,no_dup,
B00630,1298369009566416896,634c5c0ea40e,0,,no_dup,
B01176,1722256062227923200,bfd3146c5a67,0,,no_dup,
B00316,1173641307522314240,8576d3445ce3,0,,no_dup,
B01362,1459809162339262464,fd2531f3fe0f,0,,no_dup,
B00177,1719459400576901632,71c6a55cb056,0,,no_dup,
B01321,1561708123236220928,5a27d3e7e5b9,1,3,no_dup,
B00261,1772654803400745472,2c0a0dc36fa0,1,2,no_dup,
B00734,1295722632738988032,d105f0980cf9,0,,no_dup,
B00172,1394367837473488896,5891ab8746d6,0,,no_dup,
B01233,1898830570240475136,b828866e4d9f,1,3,no_dup,
B00850,1584960484675051520,eeca4628d95c,0,,no_dup,
B00969,2043711226392297728,64ab5dacdea0,0,,no_dup,
B00085,1614000585698693120,71ea3a11f232,0,,no_dup,
B01480,1835680106196443648,04a86e7ddfd3,0,,no_dup,
B00741,1382643181704118272,3161da8e443b,0,,no_dup,
B01014,1465723729040793600,77b5bcf443c2,0,,no_dup,
B00609,2018155739576148480,3d19ff236c8a,0,,no_dup,
B00233,1983603307836002560,7ac7ea55c903,0,,no_dup,
B01358,2034703597229765120,3717f14efdf3,0,,no_dup,
B01131,1516809039375745024,0feb9a301878,0,,no_dup,
B00145,1449102775183368192,def342758bc3,1,2,no_dup,
B01238,1407005393474236416,43428e7cfea1,0,,no_dup,
B01377,1913242402284032000,bb3968d35bec,0,,no_dup,
B00381,2049352709489492224,829155b7540a,0,,no_dup,
B00754,1126517350361128960,3da972646beb,0,,no_dup,
B00550,1994077550230884352,604ed71fe28c,1,2,no_dup,
B01212,1680014037739008000,360d89e794f8,0,,no_dup,
B00103,1993442837950873856,5b4125f5fa6a,1,2,no_dup,
B00655,1240410317718519808,efb7003edc48,0,,no_dup,
B00165,1483076647527976960,28a017b490ae,0,,no_dup,
B00259,1601661052101746688,b31b16ccacc5,0,,no_dup,
B00342,1679131205906620416,e91a65571a41,0,,no_dup,
B00899,782674425099550720,4fdbd4d2d4e9,0,,no_dup,
B01361,1650499842794311680,2a0bf23cf31d,1,2,no_dup,
B01084,1991675464860270592,1f7e07cd377f,1,3,no_dup,
B00677,1641893202931208192,27b9ddce632e,0,,no_dup,
B00679,1719897629805449472,f1290186a5d0,0,,no_dup,
B01326,1782769637941285120,e5a0bb525f3c,0,,no_dup,
B00937,1902042313926312192,6db7519dadf3,0,,no_dup,
B01276,690380767197814784,c5b1510689f9,0,,no_dup,
B00193,2002111338164969728,8ca36c0985a0,0,,no_dup,
B01455,1266493082163392512,70049d78389b,0,,no_dup,
B01392,2018915543206752256,bcaa02b06df7,0,,no_dup,
B01331,1553047713457049600,be639af0e7b1,0,,no_dup,
B01340,1295741001336684544,a3725e53065d,0,,no_dup,
B01197,1433820738327359488,ffc433464299,1,3,no_dup,
B00212,1677729982230167552,32dee46a4bec,0,,no_dup,
B01277,1460774859399647232,9ef6c04e7d39,0,,no_dup,
B01070,1422867897932787712,7622fbea2fcc,1,3,no_dup,
B00158,1657445604912513024,cf7021b3a6d6,0,,no_dup,
B00564,791385158062661632,179b77869851,0,,no_dup,
B00607,1583824506610536448,6e8e48756c28,0,,no_dup,
B00340,2001316023991935232,41b30a732743,0,,no_dup,
B01457,624605610621845504,24835404f9ee,0,,no_dup,
B00383,1846295006329352448,926ba2126eb9,0,,no_dup,
B00126,1404809000122830848,44a0e5d783b1,0,,no_dup,
B01187,1589988779288322048,78d6d5965be3,0,,no_dup,
B00101,1816522881981108224,545394aadb94,0,,no_dup,
B00131,1521596794840313856,dd6bb50cf264,0,,no_dup,
B00772,745979735633715200,d820ca75d263,1,2,no_dup,
