company_name,period,period_year,period_month,ticker,cik,target_report_year,filing_date,humor_share,humor_count,total_posts,humor_share_ambiguity_as_zero,humor_share_ambiguity_excluded,humor_share_ambiguity_as_missing,humor_presence_any,aggressive_share,aggressive_count,aggressive_humor_usage_intensity,aggressive_humor_usage_intensity_sq,rare_negative_humor_share,ambiguity_rate,high_ambiguity_flag,source_x_handle_count,source_x_handle_list,CAR_m1_p1,CAR_m3_p3,CAR_m5_p5,CAR_m1_p1_available,CAR_m3_p3_available,CAR_m5_p5_available,same_month_alignment,prefiling_lag_1m_alignment,prefiling_lag_3m_alignment,recommended_main_alignment,naics_code,naics_sector_code,naics_sector_name,industry_homogeneity_control,join_ready_for_CAR_m1_p1,join_ready_for_CAR_m3_p3,join_ready_for_CAR_m5_p5
American Airlines Group,2023-12,2023,12,AAL,6201,2023,2024-02-21,0.6,6,10,0.6,1.0,0.6,1,0.0,0,0.0,0.0,0.0,0.4,0,1,@AmericanAir,0.02098,,,true,false,false,false,false,true,prefiling_lag_3m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2024-01,2024,01,AAL,6201,2023,2024-02-21,0.3,3,10,0.3,0.6,,1,0.0,0,0.0,0.0,0.0,0.5,1,1,@AmericanAir,0.02098,,,true,false,false,false,true,true,prefiling_lag_1m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2024-02,2024,02,AAL,6201,2023,2024-02-21,0.5,3,6,0.5,0.6,0.5,1,0.0,0,0.0,0.0,0.0,0.166667,0,1,@AmericanAir,0.02098,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2024-11,2024,11,AAL,6201,2024,2025-02-19,0.4,2,5,0.4,0.666667,0.4,1,0.0,0,0.0,0.0,0.0,0.4,0,1,@AmericanAir,-0.006636,,,true,false,false,false,false,true,prefiling_lag_3m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2024-12,2024,12,AAL,6201,2024,2025-02-19,0.0,0,9,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.777778,1,1,@AmericanAir,-0.006636,,,true,false,false,false,false,true,prefiling_lag_3m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2025-01,2025,01,AAL,6201,2024,2025-02-19,0.142857,2,14,0.142857,0.25,0.142857,1,0.0,0,0.0,0.0,0.0,0.428571,0,1,@AmericanAir,-0.006636,,,true,false,false,false,true,true,prefiling_lag_1m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2025-02,2025,02,AAL,6201,2024,2025-02-19,0.25,1,4,0.25,0.5,,1,0.0,0,0.0,0.0,0.0,0.5,1,1,@AmericanAir,-0.006636,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2025-11,2025,11,AAL,6201,2025,2026-02-18,0.0,0,4,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.75,1,1,@AmericanAir,-0.042723,,,true,false,false,false,false,true,prefiling_lag_3m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2026-01,2026,01,AAL,6201,2025,2026-02-18,0.0,0,10,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.9,1,1,@AmericanAir,-0.042723,,,true,false,false,false,true,true,prefiling_lag_1m,,48-49,Transportation and Warehousing,48-49,true,false,false
American Airlines Group,2026-02,2026,02,AAL,6201,2025,2026-02-18,0.0,0,1,0.0,,,0,0.0,0,0.0,0.0,0.0,1.0,1,1,@AmericanAir,-0.042723,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,48-49,Transportation and Warehousing,48-49,true,false,false
American Express,2023-11,2023,11,AXP,4962,2023,2024-02-09,1.0,1,1,1.0,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0,1,@americanexpress,0.010261,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
American Express,2024-11,2024,11,AXP,4962,2024,2025-02-07,0.363636,4,11,0.363636,0.571429,0.363636,1,0.0,0,0.0,0.0,0.0,0.363636,0,1,@americanexpress,-0.035874,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
American Express,2024-12,2024,12,AXP,4962,2024,2025-02-07,0.142857,2,14,0.142857,0.25,0.142857,1,0.0,0,0.0,0.0,0.0,0.428571,0,1,@americanexpress,-0.035874,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
American Express,2025-01,2025,01,AXP,4962,2024,2025-02-07,0.571429,4,7,0.571429,0.8,0.571429,1,0.0,0,0.0,0.0,0.0,0.285714,0,1,@americanexpress,-0.035874,,,true,false,false,false,true,true,prefiling_lag_1m,,52,Finance and Insurance,52,true,false,false
American Express,2025-02,2025,02,AXP,4962,2024,2025-02-07,0.333333,3,9,0.333333,0.6,0.333333,1,0.0,0,0.0,0.0,0.0,0.444444,0,1,@americanexpress,-0.035874,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,52,Finance and Insurance,52,true,false,false
American Express,2025-11,2025,11,AXP,4962,2025,2026-02-06,0.142857,1,7,0.142857,0.25,0.142857,1,0.0,0,0.0,0.0,0.0,0.428571,0,1,@americanexpress,0.000509,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
American Express,2025-12,2025,12,AXP,4962,2025,2026-02-06,0.0,0,4,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.75,1,1,@americanexpress,0.000509,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
American Express,2026-01,2026,01,AXP,4962,2025,2026-02-06,0.0,0,1,0.0,,,0,0.0,0,0.0,0.0,0.0,1.0,1,1,@americanexpress,0.000509,,,true,false,false,false,true,true,prefiling_lag_1m,,52,Finance and Insurance,52,true,false,false
American Express,2026-02,2026,02,AXP,4962,2025,2026-02-06,0.0,0,2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,@americanexpress,0.000509,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,52,Finance and Insurance,52,true,false,false
Archer Daniels Midland,2023-12,2023,12,ADM,7084,2023,2024-03-12,0.266667,4,15,0.266667,0.571429,,1,0.0,0,0.0,0.0,0.0,0.533333,1,1,@ADMupdates,0.062139,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Archer Daniels Midland,2024-01,2024,01,ADM,7084,2023,2024-03-12,0.1,2,20,0.1,0.222222,,1,0.0,0,0.0,0.0,0.0,0.55,1,1,@ADMupdates,0.062139,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Archer Daniels Midland,2024-03,2024,03,ADM,7084,2023,2024-03-12,0.0,0,1,0.0,,,0,0.0,0,0.0,0.0,0.0,1.0,1,1,@ADMupdates,0.062139,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,31-33,Manufacturing,31-33,true,false,false
Archer Daniels Midland,2025-11,2025,11,ADM,7084,2025,2026-02-17,0.0,0,2,0.0,,,0,0.0,0,0.0,0.0,0.0,1.0,1,1,@ADMupdates,-0.027423,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Archer Daniels Midland,2025-12,2025,12,ADM,7084,2025,2026-02-17,0.0,0,2,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.5,1,1,@ADMupdates,-0.027423,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Bank of America,2023-11,2023,11,BAC,70858,2023,2024-02-20,0.172414,5,29,0.172414,0.454545,,1,0.0,0,0.0,0.0,0.0,0.62069,1,1,@bankofamerica,0.003853,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
Bank of America,2024-11,2024,11,BAC,70858,2024,2025-02-25,0.25,1,4,0.25,0.333333,0.25,1,0.0,0,0.0,0.0,0.0,0.25,0,1,@bankofamerica,-0.014235,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
Bank of America,2024-12,2024,12,BAC,70858,2024,2025-02-25,0.5,1,2,0.5,1.0,,1,0.0,0,0.0,0.0,0.0,0.5,1,1,@bankofamerica,-0.014235,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
Bank of America,2025-01,2025,01,BAC,70858,2024,2025-02-25,0.111111,1,9,0.111111,0.166667,0.111111,1,0.0,0,0.0,0.0,0.0,0.333333,0,1,@bankofamerica,-0.014235,,,true,false,false,false,true,true,prefiling_lag_1m,,52,Finance and Insurance,52,true,false,false
Bank of America,2025-11,2025,11,BAC,70858,2025,2026-02-25,0.142857,2,14,0.142857,0.333333,,1,0.0,0,0.0,0.0,0.0,0.571429,1,1,@bankofamerica,0.011689,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
Bank of America,2025-12,2025,12,BAC,70858,2025,2026-02-25,0.555556,5,9,0.555556,0.833333,0.555556,1,0.0,0,0.0,0.0,0.0,0.333333,0,1,@bankofamerica,0.011689,,,true,false,false,false,false,true,prefiling_lag_3m,,52,Finance and Insurance,52,true,false,false
Bank of America,2026-01,2026,01,BAC,70858,2025,2026-02-25,0.25,1,4,0.25,0.5,,1,0.0,0,0.0,0.0,0.0,0.5,1,1,@bankofamerica,0.011689,,,true,false,false,false,true,true,prefiling_lag_1m,,52,Finance and Insurance,52,true,false,false
Bank of America,2026-02,2026,02,BAC,70858,2025,2026-02-25,0.2,1,5,0.2,0.5,,1,0.0,0,0.0,0.0,0.0,0.6,1,1,@bankofamerica,0.011689,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,52,Finance and Insurance,52,true,false,false
Boeing,2023-10,2023,10,BA,12927,2023,2024-01-31,0.315789,6,19,0.315789,0.545455,0.315789,1,0.0,0,0.0,0.0,0.0,0.421053,0,1,@boeing,0.026114,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2023-11,2023,11,BA,12927,2023,2024-01-31,0.272727,15,55,0.272727,0.535714,0.272727,1,0.0,0,0.0,0.0,0.0,0.490909,0,1,@boeing,0.026114,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2023-12,2023,12,BA,12927,2023,2024-01-31,0.454545,5,11,0.454545,0.625,0.454545,1,0.0,0,0.0,0.0,0.0,0.272727,0,1,@boeing,0.026114,,,true,false,false,false,true,true,prefiling_lag_1m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2024-01,2024,01,BA,12927,2023,2024-01-31,0.0,0,16,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.375,0,1,@boeing,0.026114,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,31-33,Manufacturing,31-33,true,false,false
Boeing,2024-11,2024,11,BA,12927,2024,2025-02-03,1.0,1,1,1.0,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0,1,@boeing,-0.008874,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2024-12,2024,12,BA,12927,2024,2025-02-03,0.0,0,5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.4,0,1,@boeing,-0.008874,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2025-01,2025,01,BA,12927,2024,2025-02-03,0.0,0,3,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.666667,1,1,@boeing,-0.008874,,,true,false,false,false,true,true,prefiling_lag_1m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2025-02,2025,02,BA,12927,2024,2025-02-03,0.0,0,2,0.0,,,0,0.0,0,0.0,0.0,0.0,1.0,1,1,@boeing,-0.008874,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,31-33,Manufacturing,31-33,true,false,false
Boeing,2025-10,2025,10,BA,12927,2025,2026-01-30,0.0,0,4,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.75,1,1,@boeing,-0.035754,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2025-11,2025,11,BA,12927,2025,2026-01-30,0.375,3,8,0.375,0.6,0.375,1,0.0,0,0.0,0.0,0.0,0.375,0,1,@boeing,-0.035754,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2025-12,2025,12,BA,12927,2025,2026-01-30,0.0,0,1,0.0,,,0,0.0,0,0.0,0.0,0.0,1.0,1,1,@boeing,-0.035754,,,true,false,false,false,true,true,prefiling_lag_1m,,31-33,Manufacturing,31-33,true,false,false
Boeing,2026-01,2026,01,BA,12927,2025,2026-01-30,0.25,2,8,0.25,0.5,,1,0.0,0,0.0,0.0,0.0,0.5,1,1,@boeing,-0.035754,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,31-33,Manufacturing,31-33,true,false,false
Bristol-Myers Squibb,2023-11,2023,11,BMY,14272,2023,2024-02-13,0.0,0,13,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.615385,1,1,@bmsnews,-0.01094,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Bristol-Myers Squibb,2023-12,2023,12,BMY,14272,2023,2024-02-13,0.133333,2,15,0.133333,0.25,0.133333,1,0.0,0,0.0,0.0,0.0,0.466667,0,1,@bmsnews,-0.01094,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
Bristol-Myers Squibb,2024-01,2024,01,BMY,14272,2023,2024-02-13,0.0,0,16,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.4375,0,1,@bmsnews,-0.01094,,,true,false,false,false,true,true,prefiling_lag_1m,,31-33,Manufacturing,31-33,true,false,false
Bristol-Myers Squibb,2024-02,2024,02,BMY,14272,2023,2024-02-13,0.0,0,8,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.625,1,1,@bmsnews,-0.01094,,,true,false,false,true,false,false,same_month (caution: simultaneity risk),,31-33,Manufacturing,31-33,true,false,false
Bristol-Myers Squibb,2024-11,2024,11,BMY,14272,2024,2025-02-12,0.0,0,4,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.5,1,1,@bmsnews,0.004622,,,true,false,false,false,false,true,prefiling_lag_3m,,31-33,Manufacturing,31-33,true,false,false
