candidate_id,sampling_stratum,fortune_rank,company_name,source_x_handle,tweet_id,tweet_url,created_at,text,total_engagement,log_total_engagement,wendys_transfer_humor_presence,wendys_transfer_humor_score,wendys_transfer_humor_type,wendys_transfer_type_score,full_chain_humor_presence,full_chain_humor_type,classifier_disagreement_flag,uncertainty_score
C00141,wendys_transfer_aggressive,97,Bristol-Myers Squibb,@bmsnews,1592880171480219653,https://x.com/bmsnews/status/1592880171480219653,Wed Nov 16 14:00:01 +0000 2022,"Emmanuel Chantelot, VP, Head of International Policy and Govt. Affairs, writes in @EFPIA’s blog that the way forward in the fight against cancer lies with innovation and how partnership is critical to nurture an EU pharmaceutical research ecosystem. https://t.co/NiRxYjwlfe https://t.co/TNpBQYyqoW",7,2.07944154168,1,0.541780,aggressive,0.314679,ambiguous,ambiguous_or_review,0,0.916440
C00142,random_fortune_sample,60,HCA Healthcare,@hcahealthcare,1787965205613330596,https://x.com/hcahealthcare/status/1787965205613330596,Tue May 07 21:58:18 +0000 2024,Nearly 1 in 4 stroke survivors will have another stroke. Talk to your doctor about managing risk factors to help prevent another one. The HCA Healthcare Foundation is proud to be a national sponsor of @American_Heart’s Getting to the Heart of Stroke™ initiative. #StrokeMonth https://t.co/Rshz0iXhi7,1,0.69314718056,1,0.553858,affiliative,0.374168,humor,affiliative,0,0.892284
C00143,firm_balanced_sample,56,American Express,@americanexpress,1527710170100514819,https://x.com/americanexpress/status/1527710170100514819,Fri May 20 17:57:42 +0000 2022,"RT @Adweek: EXCLUSIVE | American Express and Delta are launching a co-branded “If You Travel, You Know (IYTYK)” campaign to inform Delta Sk…",7,2.07944154168,1,0.577774,self-defeating,0.308977,ambiguous,ambiguous_or_review,0,0.844452
C00144,full_chain_aggressive,2,Walmart,@walmart,1818306602027413681,https://x.com/walmart/status/1818306602027413681,Tue Jul 30 15:24:11 +0000 2024,"Who knew talking about talking could be so exhausting? Say less.

#BackToCollege #CollegeLife #BackToSchoolShopping

Shoutout to @SCADpro for this cart collab! 🛒 https://t.co/0A4lYre3Qu",30,3.433987204485,1,0.515726,affiliative,0.358218,humor,aggressive,0,0.968548
C00145,firm_balanced_sample,30,Marathon Petroleum,@MarathonPetroCo,1984289734198251899,https://x.com/MarathonPetroCo/status/1984289734198251899,Fri Oct 31 16:01:53 +0000 2025,"Fall is in full color in some parts of the country, including around our Findlay, Ohio, headquarters. 🍂 We’re sharing a few of our favorite views as most of the U.S. and Canada prepare to “fall back” to standard time this Sunday at 2 a.m. 🕑 

Enjoy that extra hour and take a few minutes to check your smoke and CO detectors. It’s also a good time to refresh your home safety supplies. A little time spent now can make a big difference later. 🍁

#FallBack #DaylightSavingTime #TurnAndTest #FindlayOhio #MarathonPetroleum

🧵 1/2",6,1.945910149055,1,0.661271,affiliative,0.448905,ambiguous,ambiguous_or_review,0,0.677458
C00146,high_engagement_posts,93,USAA,@usaa,1662443710091608066,https://x.com/usaa/status/1662443710091608066,Sat May 27 13:00:41 +0000 2023,It’s important that we remember those who have paid the ultimate sacrifice. #MemorialDay #PoppyInMemory https://t.co/RqPzq5i8fg,2773,7.928045600875,1,0.544791,affiliative,0.399463,non_humor,not_applicable,1,0.910418
C00147,full_chain_aggressive,55,Sysco,@sysco,1550971529042661376,https://x.com/sysco/status/1550971529042661376,Sat Jul 23 22:30:02 +0000 2022,"Give customers the best of land &amp; sea with two iconic summer favorites. ⁣
Whether you prefer to pair a flavorful steak with delicious codfish, shrimp, or salmon -  you can't go wrong adding a surf and turf option to your menu.  Shop Portico Seafood here. https://t.co/EaJbVw75Yf https://t.co/H8fWvfVVZE",2,1.098612288668,0,0.476376,non_humorous,0.000000,humor,aggressive,1,0.952752
C00148,wendys_transfer_aggressive,93,USAA,@usaa,1530685366839255044,https://x.com/usaa/status/1530685366839255044,Sat May 28 23:00:04 +0000 2022,"Marine Corps Cpl Joe Coaxum experienced a personal connection with the USAA Poppy Wall of Honor in Washington, D.C., over Memorial Day weekend. He served as a TOW Gunner during the Gulf War, one of the many military conflicts in which Americans lost their lives. #PoppyInMemory https://t.co/K18UdnkTYx",623,6.436150368369,1,0.509853,aggressive,0.334789,ambiguous,ambiguous_or_review,0,0.980294
C00149,wendys_transfer_aggressive,57,Albertsons,@albertsons,1414726806347784192,https://x.com/albertsons/status/1414726806347784192,Mon Jul 12 23:22:09 +0000 2021,Albertsons chocolate chip cookies top 2 and they not 2,23,3.178053830348,1,0.747326,aggressive,0.426013,ambiguous,ambiguous_or_review,0,0.505348
C00150,firm_balanced_sample,52,Lowe's,@lowes,1551185940361711621,https://x.com/lowes/status/1551185940361711621,Sun Jul 24 12:42:02 +0000 2022,"Calling all staycationers!

Bring all the highlights of 🏕 to your 🏡 with these 3 backyard campaign hacks: https://t.co/zss9NwPhUe https://t.co/UxGeLJGFGj",20,3.044522437723,0,0.431218,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.862436
C00151,wendys_transfer_aggressive,35,AT&T,@ATT,1873066383669330399,https://x.com/ATT/status/1873066383669330399,Sat Dec 28 18:00:00 +0000 2024,My mom just asked if she could use her tablet to make a phone call... this is gonna be a loooooooong winter break...,99,4.605170185988,1,0.679329,aggressive,0.381613,non_humor,not_applicable,1,0.641342
C00152,random_fortune_sample,92,Uber Technologies,@Uber,2000599463044448669,https://x.com/Uber/status/2000599463044448669,Mon Dec 15 16:10:55 +0000 2025,RT @andrewgordonmac: Check out the our first-ever in-app recap of your year in rides and eats (and be sure to share your results!) https://…,5,1.791759469228,0,0.405616,non_humorous,0.000000,humor,self_enhancing,1,0.811232
C00153,random_fortune_sample,11,Microsoft,@microsoft,1990832674043261395,https://x.com/microsoft/status/1990832674043261395,Tue Nov 18 17:21:12 +0000 2025,"Introducing Work IQ—the intelligence layer in Microsoft 365 Copilot that understands you, your work, and your organization. Read more: https://t.co/xyvfUECt6F
#MSIgnite https://t.co/NvPOldBxTy",232,5.451038453566,0,0.498546,non_humorous,0.000000,non_humor,not_applicable,0,0.997092
C00154,high_engagement_posts,37,Comcast,@comcast,1903069204624052610,https://x.com/comcast/status/1903069204624052610,Fri Mar 21 13:00:30 +0000 2025,"GOOD NEWS!

#WickedMovie is now streaming on Peacock. https://t.co/due2lwIWnZ",2256,7.721791776818,0,0.402887,non_humorous,0.000000,non_humor,not_applicable,0,0.805774
C00155,wendys_transfer_aggressive,83,Cisco Systems,@Cisco,1973460943628881942,https://x.com/Cisco/status/1973460943628881942,Wed Oct 01 18:52:08 +0000 2025,RT @CiscoSecure: It's officially #CybersecurityAwarenessMonth! What better way to kick it off than by launching the Cisco Security YouTube…,6,1.945910149055,1,0.574301,aggressive,0.333039,non_humor,not_applicable,1,0.851398
C00156,wendys_transfer_aggressive,1,Amazon,@amazon,2034512639813152893,https://x.com/amazon/status/2034512639813152893,Thu Mar 19 06:09:47 +0000 2026,"Alexa+, everyone's favorite AI assistant, just arrived in the UK. 🇬🇧
 
Powered by GenAI and engineered at Amazon's Tech Hub in Cambridge to be authentically British, Alexa knows what ""knackered"" means and that an entrée is a starter, not a main course. 
 
Early Access begins March 19 for eligible customers.",95,4.564348191468,1,0.803920,aggressive,0.320841,ambiguous,ambiguous_or_review,0,0.392160
C00157,classifier_disagreement,79,TJX,@tjmaxx,808132382004039680,https://x.com/tjmaxx/status/808132382004039680,Mon Dec 12 02:12:28 +0000 2016,@PeytonWilpolt thanks for making us aware. Will you please let us know which store location this was so we can address?,0,0.0,1,0.621693,affiliative,0.490010,non_humor,not_applicable,1,0.756614
C00158,firm_balanced_sample,94,TIAA,@tiaa,1623083192285818880,https://x.com/tiaa/status/1623083192285818880,Tue Feb 07 22:16:03 +0000 2023,RT @p4parity: 📢 Join us on 2/22 at 1:45pm ET for a Black History Month leadership talk with our CEO Sandra Quince and @TIAA Chief Human Res…,5,1.791759469228,0,0.429541,non_humorous,0.000000,non_humor,not_applicable,0,0.859082
C00159,high_engagement_posts,44,Walt Disney,@Disney,1961796041076040173,https://x.com/Disney/status/1961796041076040173,Sat Aug 30 14:19:59 +0000 2025,"Here's your first look at #DiaryOfAWimpyKid: The Last Straw, coming to @DisneyPlus December 5! #DestinationD23 https://t.co/MIlk9OSuEU",1938,7.569927655243,1,0.568920,aggressive,0.399982,ambiguous,ambiguous_or_review,0,0.862160
C00160,random_fortune_sample,20,Bank of America,@bankofamerica,1639312950950346781,https://x.com/bankofamerica/status/1639312950950346781,Fri Mar 24 17:07:19 +0000 2023,Have you adjusted your spending on big-ticket items?,23,3.178053830348,1,0.696201,affiliative,0.387399,ambiguous,ambiguous_or_review,0,0.607598
C00161,humor_presence_uncertain,78,Prudential Financial,@Prudential,1195525016399601664,https://x.com/Prudential/status/1195525016399601664,Sat Nov 16 02:12:30 +0000 2019,Thank you @NJDevils and @Prudential for having us at the #MilitaryAppreciation game tonight! GO DEVILS!! https://t.co/PCtc1Xnz5g,11,2.484906649788,0,0.427045,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.854090
C00162,random_fortune_sample,77,AbbVie,@abbvie,1905672358016225736,https://x.com/abbvie/status/1905672358016225736,Fri Mar 28 17:24:30 +0000 2025,"#BipolarDisorder can go unrecognized for years. That’s why we’re committed to advancing research in mental health to better understand this complex condition. 

Learn more about our leadership in psychiatry: https://t.co/558EkC4EYY #WorldBipolarDay https://t.co/1ejMJMWKn7",5,1.791759469228,0,0.462173,non_humorous,0.000000,non_humor,not_applicable,0,0.924346
C00163,random_fortune_sample,22,Ford Motor,@Ford,1697358407764697385,https://x.com/Ford/status/1697358407764697385,Thu Aug 31 21:19:14 +0000 2023,"RT @ArmchairExpPod: Jim Farley, CEO of @Ford and board member of @harleydavidson joins us today!! Even for non gearheads, this chat with @j…",16,2.833213344056,0,0.332713,non_humorous,0.000000,non_humor,not_applicable,0,0.665426
C00164,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1680999189185204224,https://x.com/EProd_Careers/status/1680999189185204224,Mon Jul 17 17:53:32 +0000 2023,Enterprise Products is the name to know in energy…and we want to know more about what would make you a great Inland Tankerman – Pay Range: $310 - $350 (Depending Upon Experience). Apply today! https://t.co/7ZGRA8P1Yd #MarineServices,0,0.0,1,0.577948,affiliative,0.335632,non_humor,not_applicable,1,0.844104
C00165,classifier_disagreement,53,Energy Transfer,@energytransfer,1924839278103994403,https://x.com/energytransfer/status/1924839278103994403,Tue May 20 14:47:00 +0000 2025,"#Oilandgas output supports communities across the nation.

In OK, increased production boosted state revenue $11.45 million, which will support infrastructure and education investments. 👏👏https://t.co/1fzDOtBjo8",3,1.38629436112,1,0.506362,aggressive,0.311497,non_humor,not_applicable,1,0.987276
C00166,classifier_disagreement,35,AT&T,@ATT,1892987148095148045,https://x.com/ATT/status/1892987148095148045,Fri Feb 21 17:18:00 +0000 2025,"iPhone 16e is everything you 💙. Including the price. Get the deal you want, guaranteed – pre-order at https://t.co/ysl6YJkfSG . #iPhone16e https://t.co/IDmWJqf9qv",75,4.330733340286,0,0.444003,non_humorous,0.000000,humor,affiliative,1,0.888006
C00167,type_uncertain,14,Cigna Group,@TheCignaGroup,1654557926202195970,https://x.com/TheCignaGroup/status/1654557926202195970,Fri May 05 18:45:24 +0000 2023,"Our mission at The Cigna Group is to improve the health and vitality for all we serve. Our environmental, social and governance (ESG) commitments focus our pledge to influence a healthy society, workforce, environment, and company. Learn more here: https://t.co/9UoE3jTXal https://t.co/AtLobRA0cm",0,0.0,1,0.518438,affiliative,0.326692,ambiguous,ambiguous_or_review,0,0.963124
C00168,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1678525740147408896,https://x.com/EProd_Careers/status/1678525740147408896,Mon Jul 10 22:04:56 +0000 2023,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/rs2JNUProc,0,0.0,1,0.506815,aggressive,0.356418,non_humor,not_applicable,1,0.986370
C00169,low_engagement_posts,100,Massachusetts Mutual Life,@massmutual,1388120209236676609,https://x.com/massmutual/status/1388120209236676609,Fri Apr 30 13:17:02 +0000 2021,"Last but certainly not least, consider paying for a private session with a financial professional. Your grad may be willing to share details, goals, and insecurities with a professional that they’d rather not share with friends or family. Find one here https://t.co/fXWhMnIOcD.",0,0.0,1,0.606866,affiliative,0.377996,non_humor,not_applicable,1,0.786268
C00170,humor_presence_uncertain,61,Lockheed Martin,@lockheedmartin,1993349759520702949,https://x.com/lockheedmartin/status/1993349759520702949,Tue Nov 25 16:03:11 +0000 2025,"From air dominance to missile defense, we’re delivering performance at scale, strengthening the defense industrial base and supply chain resilience to ensure readiness for the missions ahead. Built to protect what matters most: our people and our nation. https://t.co/4X2TOlvnWM",361,5.891644211826,1,0.584218,affiliative,0.419573,humor,self_enhancing,0,0.831564
C00171,random_fortune_sample,44,Walt Disney,@Disney,1907932218456158683,https://x.com/Disney/status/1907932218456158683,Thu Apr 03 23:04:23 +0000 2025,🚨NEW ANIMAL JUST DROPPED🚨 Meet the newest addition to Zootopia 2 with Quinta Brunson as the quokka therapist Dr. Fuzzby! https://t.co/0iIk8hEvET,6129,8.72095002893,1,0.587161,aggressive,0.345792,ambiguous,ambiguous_or_review,0,0.825678
C00172,random_fortune_sample,18,Elevance Health,@elevancehealth,1569355396879650818,https://x.com/elevancehealth/status/1569355396879650818,Mon Sep 12 16:00:58 +0000 2022,"September is #HungerActionMonth, which kicked off our annual Elevance Health Volunteer Days. This year we'll be hosting nearly 100 different #volunteer projects across the country, all of which are aimed at combatting #hunger.",14,2.708050201102,1,0.555751,affiliative,0.403798,ambiguous,ambiguous_or_review,0,0.888498
C00173,random_fortune_sample,35,AT&T,@ATT,1969853025003974677,https://x.com/ATT/status/1969853025003974677,Sun Sep 21 19:55:33 +0000 2025,It's heist o'clock #100T,33,3.526360524616,1,0.650702,aggressive,0.354201,non_humor,not_applicable,1,0.698596
C00174,random_fortune_sample,55,Sysco,@sysco,1913231140053565502,https://x.com/sysco/status/1913231140053565502,Fri Apr 18 14:00:24 +0000 2025,"Today—and every day—Sysco appreciates YOU!

To our chefs, restaurant owners, operators, and culinary innovators: thank you for your passion, creativity, and partnership. Your dedication inspires everything we do. https://t.co/QBepcz9g8l",11,2.484906649788,0,0.486306,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.972612
C00175,classifier_disagreement,42,Target,@target,1559206364316139522,https://x.com/target/status/1559206364316139522,Mon Aug 15 15:52:20 +0000 2022,no one is more optimistic than someone who only grabs a basket,721,6.582025138893,1,0.604764,self-defeating,0.454194,non_humor,not_applicable,1,0.790472
C00176,wendys_transfer_aggressive,58,Archer Daniels Midland,@ADMupdates,1717842345029140745,https://x.com/ADMupdates/status/1717842345029140745,Fri Oct 27 09:55:05 +0000 2023,"Did you know? ADM BioSolutions offers functional, plant-based rheology modifiers that can replace commonly used synthetic, petrochemical-based thickeners to enhance viscosity in personal care products. https://t.co/gjkm8dLLKR",6,1.945910149055,1,0.587307,aggressive,0.390079,humor,affiliative,0,0.825386
C00177,humor_presence_uncertain,27,Kroger,@kroger,1200560572535857152,https://x.com/kroger/status/1200560572535857152,Fri Nov 29 23:42:00 +0000 2019,"RT @DHLUS: This #Thanksgiving holiday, we helped deliver happiness to Indianapolis families in need. With the help of @Kroger, @Butterball…",3,1.38629436112,0,0.376351,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.752702
C00178,random_fortune_sample,58,Archer Daniels Midland,@ADMupdates,1450869571469053956,https://x.com/ADMupdates/status/1450869571469053956,Wed Oct 20 17:00:36 +0000 2021,"""Fighting for respect and representation is something I learned early on from my mother.""- Eduardo Matas

For ADM's Eduardo Matas, his mother's lesson has guided him in his decades-long activism, fighting against racial prejudice in Brazil. Read his story: https://t.co/iAantryICL https://t.co/OfrzC5HGrR",3,1.38629436112,1,0.501178,aggressive,0.341168,ambiguous,ambiguous_or_review,0,0.997644
C00179,random_fortune_sample,42,Target,@target,1291039893028823042,https://x.com/target/status/1291039893028823042,Wed Aug 05 15:54:31 +0000 2020,We’re ready to fast forward to Spooky Szn if you are. 🎃,5732,8.653994232908,1,0.664328,affiliative,0.396622,ambiguous,ambiguous_or_review,0,0.671344
C00180,classifier_disagreement,26,Fannie Mae,@fanniemae,1966185017974939924,https://x.com/fanniemae/status/1966185017974939924,Thu Sep 11 17:00:12 +0000 2025,We’re committed to partnering with the industry to create new pathways to homeownership. Check out our manufactured home mortgages: https://t.co/H3oGFtYZ7f https://t.co/wu654P45tK,5,1.791759469228,0,0.320451,non_humorous,0.000000,humor,self_enhancing,1,0.640902
C00181,wendys_transfer_aggressive,72,Publix Super Markets,@Publix,1669087316328038400,https://x.com/Publix/status/1669087316328038400,Wed Jun 14 21:00:01 +0000 2023,"Publix customer personality types:

Type A: Checks the weekly ad, makes a list in the Publix app, and sticks to it.

Type B: Strolls every aisle and lets the store tell them what they need.

Which one are you?",388,5.963579343618,1,0.708753,aggressive,0.321756,ambiguous,ambiguous_or_review,0,0.582494
C00182,wendys_transfer_aggressive,45,Johnson & Johnson,@JNJNews,1319684631696936961,https://x.com/JNJNews/status/1319684631696936961,Fri Oct 23 16:58:29 +0000 2020,RT @healthevoices: From how they found their purpose to how they attracted a digital audience on #socialmedia – the #HealtheVoicesHCP Advis…,9,2.302585092994,1,0.552056,aggressive,0.332053,ambiguous,ambiguous_or_review,0,0.895888
C00183,random_fortune_sample,10,Cencora,@CencoraGlobal,1653792406527983617,https://x.com/CencoraGlobal/status/1653792406527983617,Wed May 03 16:03:30 +0000 2023,"We are proud to be listed as one of @Forbes' Best Employers for Diversity in America. 

We are committed to playing a meaningful role in our communities and workplaces by creating pathways for every team member to thrive. https://t.co/hBC1tiVbgd",8,2.197224577336,1,0.557282,affiliative,0.478280,non_humor,not_applicable,1,0.885436
C00184,random_fortune_sample,55,Sysco,@sysco,1563164554867388418,https://x.com/sysco/status/1563164554867388418,Fri Aug 26 14:00:46 +0000 2022,"It's time to stock up on sports fan favorites like pizza wings, amazing apps, savory sides, and more. Check out our products and featured recipes here. 
https://t.co/8hDRgd4ytO https://t.co/xlya9iZMSB",2,1.098612288668,0,0.437801,non_humorous,0.000000,humor,self_enhancing,1,0.875602
C00185,wendys_transfer_aggressive,43,Tesla,@tesla,2036952504878194991,https://x.com/tesla/status/2036952504878194991,Wed Mar 25 23:44:56 +0000 2026,❤️,5466,8.606485298895,1,0.525364,aggressive,0.337457,ambiguous,ambiguous_or_review,0,0.949272
C00186,type_uncertain,71,Delta Air Lines,@Delta,1808538693826732442,https://x.com/Delta/status/1808538693826732442,Wed Jul 03 16:30:00 +0000 2024,We’re halfway through the year. How are we doing on those travel goals 👀,1149,7.047517221357,1,0.542396,affiliative,0.358435,ambiguous,ambiguous_or_review,0,0.915208
C00187,type_uncertain,5,Alphabet,@google,2056786395067552140,https://x.com/google/status/2056786395067552140,Tue May 19 17:17:44 +0000 2026,"Meet Gemini Omni — our new AI model that can create anything from any input, starting with video. 🪄

#GoogleIO",1755,7.470793774195,1,0.533056,self-enhancing,0.321788,ambiguous,ambiguous_or_review,0,0.933888
C00188,high_engagement_posts,99,Nike,@nike,2058548585306759361,https://x.com/nike/status/2058548585306759361,Sun May 24 14:00:03 +0000 2026,This player became the youngest man in history to complete the Career Grand Slam. Who is he? https://t.co/KM8EjBH7BF,3382,8.126518168781,0,0.473322,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.946644
C00189,humor_presence_uncertain,1,Amazon,@amazon,1696190995027689839,https://x.com/amazon/status/1696190995027689839,Mon Aug 28 16:00:21 +0000 2023,"Taylor Rooks was named a feature reporter for Prime Video’s Thursday Night Football prior to the 2022 season. Rooks conducts in-depth interviews with players, coaches, and other NFL figures that are presented during the streamer’s comprehensive wraparound coverage. https://t.co/EYLpVbh1Hn",16,2.833213344056,1,0.599575,affiliative,0.343377,non_humor,not_applicable,1,0.800850
C00190,humor_presence_uncertain,97,Bristol-Myers Squibb,@bmsnews,1534943915937341440,https://x.com/bmsnews/status/1534943915937341440,Thu Jun 09 17:02:02 +0000 2022,"In meeting with Congress today, our researchers are excited to share their work to transform patient’s lives through science and discuss the importance of continued medical innovation. #PhRMAFlyIn22",11,2.484906649788,1,0.571538,affiliative,0.310968,non_humor,not_applicable,1,0.856924
C00191,classifier_disagreement,53,Energy Transfer,@energytransfer,1979235375936676276,https://x.com/energytransfer/status/1979235375936676276,Fri Oct 17 17:17:40 +0000 2025,RT @TXforNatGas: U.S. #oilandgas producers — especially in Texas — are proving that rising energy demand can be met responsibly. The latest…,1,0.69314718056,1,0.505721,aggressive,0.340314,non_humor,not_applicable,1,0.988558
C00192,random_fortune_sample,27,Kroger,@kroger,1575950125570330624,https://x.com/kroger/status/1575950125570330624,Fri Sep 30 20:46:04 +0000 2022,Did you know our @rachaelray meals are also available in stores?! 🍔 Rachael Ray’s Steakhouse Burger gives you the flavor of a burger from your favorite steakhouse without having to get all dressed up. Find this tasty #recipe at the link here: https://t.co/bj6IybO2wS https://t.co/Jjc8qGQAxM,67,4.219507705176,1,0.629398,affiliative,0.394225,ambiguous,ambiguous_or_review,0,0.741204
C00193,type_uncertain,86,American Airlines Group,@AmericanAir,1851681135115313246,https://x.com/AmericanAir/status/1851681135115313246,Wed Oct 30 17:42:39 +0000 2024,"We're celebrating our largest international hub in style as the official airline sponsor of this year's Latin GRAMMY Awards®, which will take place in Miami. Music is part of la Hispanidad, or Latinos’ culture identity, and we are proud to showcase how it connects families and wanderlusters to countries and cities across Latin America. https://t.co/HN4kRXE10E",140,4.948759890378,1,0.596039,affiliative,0.414214,ambiguous,ambiguous_or_review,0,0.807922
C00194,humor_presence_uncertain,21,Chevron,@chevron,1948174190726832515,https://x.com/chevron/status/1948174190726832515,Thu Jul 24 00:11:37 +0000 2025,"We’re built for long-term growth. The Chevron-Hess merger is official, with best-in-class upstream operating cash margins and the largest acreage position in the Gulf of America. ​​
​​
📺Get key takeaways from Chairman and CEO Mike Wirth on CNBC here: ​https://t.co/WcCIoxqSha",200,5.303304908059,1,0.574327,affiliative,0.441406,ambiguous,ambiguous_or_review,0,0.851346
C00195,wendys_transfer_aggressive,79,TJX,@tjmaxx,783386541876011008,https://x.com/tjmaxx/status/783386541876011008,Tue Oct 04 19:21:20 +0000 2016,@mevanslauren Thanks for reaching out about this. Please give Customer Service a call at 1-800-926-6299 M-F between 9-6EST.,0,0.0,1,0.527991,aggressive,0.319144,non_humor,not_applicable,1,0.944018
C00196,random_fortune_sample,65,Caterpillar,@CaterpillarInc,1551945666171117570,https://x.com/CaterpillarInc/status/1551945666171117570,Tue Jul 26 15:00:55 +0000 2022,We're supporting some of the most progressive #infrastructure projects around the globe – from the U.S. Infrastructure Investment and Jobs Act to the Philippines' Build! Build! Build! Program. See how: https://t.co/HvlWBHFyTm https://t.co/5VBvpDC3we,38,3.66356164613,0,0.447343,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.894686
C00197,type_uncertain,12,JPMorgan Chase,@jpmorgan,1589718667582996482,https://x.com/jpmorgan/status/1589718667582996482,Mon Nov 07 20:37:20 +0000 2022,"Art enthusiasts gather in the City of Lights this week for @ParisPhotoFair, where artists expand the boundaries of traditional photography. 📸 We're honored to be celebrating 11 years of partnership.",30,3.433987204485,1,0.665638,affiliative,0.405256,humor,affiliative,0,0.668724
C00198,random_fortune_sample,47,Boeing,@boeing,1671140428694056961,https://x.com/boeing/status/1671140428694056961,Tue Jun 20 12:58:21 +0000 2023,"C’est deux fois mieux! 🇫🇷

Join us live for the day 2 737-10 and 777-9 flying display today at the 2023 #ParisAirShow! You'll see their highly anticipated maneuvers in action, showcasing their capabilities and performance. https://t.co/9dskVD9hZ6",303,5.717027701406,0,0.479958,non_humorous,0.000000,non_humor,not_applicable,0,0.959916
C00199,wendys_transfer_aggressive,63,Capital One Financial,@CapitalOne,1674079153652396032,https://x.com/CapitalOne/status/1674079153652396032,Wed Jun 28 15:35:47 +0000 2023,Who else is ready for #CapitalOnesTheMatch?! Tune in tomorrow at 6:30 p.m. ET 👇,25,3.258096538021,1,0.501800,aggressive,0.346081,non_humor,not_applicable,1,0.996400
C00200,humor_presence_uncertain,42,Target,@target,1286367123984580609,https://x.com/target/status/1286367123984580609,Thu Jul 23 18:26:36 +0000 2020,We're just a store waiting for #Folklore.,12460,9.430359045943,1,0.629405,affiliative,0.353323,non_humor,not_applicable,1,0.741190
C00201,high_engagement_posts,81,United Airlines Holdings,@united,1754383570339246082,https://x.com/united/status/1754383570339246082,Mon Feb 05 05:56:52 +0000 2024,Welcome to Fabulous Las Vegas! https://t.co/oMXSrikKGk,4866,8.490233009833,0,0.289764,non_humorous,0.000000,non_humor,not_applicable,0,0.579528
C00202,humor_presence_uncertain,89,Enterprise Products Partners,@EProd_Careers,1681644768688996352,https://x.com/EProd_Careers/status/1681644768688996352,Wed Jul 19 12:38:50 +0000 2023,Enterprise Products is an organization rich in energy-related opportunities. Could this one be right for you? Click here to find out. https://t.co/8Gwee6GcoA #MarineServices,0,0.0,1,0.562539,affiliative,0.416024,ambiguous,ambiguous_or_review,0,0.874922
C00203,classifier_disagreement,17,Meta Platforms,@Meta,1737165167643775008,https://x.com/Meta/status/1737165167643775008,Tue Dec 19 17:37:05 +0000 2023,Learn what’s new across our AI experiences here: https://t.co/yyzmmRHjyy,171,5.147494476813,1,0.502997,aggressive,0.301970,non_humor,not_applicable,1,0.994006
C00204,random_fortune_sample,50,FedEx,@fedex,1632490092957687808,https://x.com/fedex/status/1632490092957687808,Sun Mar 05 21:15:43 +0000 2023,"Just like you can rely on @dennyhamlin to be on the track every Sunday, you can rely on us to help get your packages from point A to point B. The #FedEx11 team is looking to stay hot in the desert after last week's 6th place finish! https://t.co/Snikx4rhYB",88,4.488636369732,1,0.580822,affiliative,0.424142,humor,self_enhancing,0,0.838356
C00205,random_fortune_sample,59,MetLife,@metlife,1551560473891553287,https://x.com/metlife/status/1551560473891553287,Mon Jul 25 13:30:18 +0000 2022,"From helping you navigate life’s unexpected moments to supporting our employees’ physical, mental and emotional well-being, enacting meaningful change in people’s lives is part of our commitment to sustainability at MetLife. Learn more: https://t.co/WT40jWear7 #Sustainability https://t.co/IdGgWTzk09",10,2.397895272798,0,0.433477,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.866954
C00206,firm_balanced_sample,67,Eli Lilly,@EliLillyandCo,1471178363419213826,https://x.com/EliLillyandCo/status/1471178363419213826,Wed Dec 15 18:00:29 +0000 2021,#DYK that many patients living with Chronic Lymphocytic Leukemia (#CLL) feel that there are limited treatment options available? Learn more about Lilly’s commitment to supporting advancements in blood cancer care: https://t.co/ht2HZRI1sP https://t.co/q2LMEdApmH,5,1.791759469228,0,0.417677,non_humorous,0.000000,non_humor,not_applicable,0,0.835354
C00207,classifier_disagreement,77,AbbVie,@abbvie,1705313520558932393,https://x.com/abbvie/status/1705313520558932393,Fri Sep 22 20:10:01 +0000 2023,"[Video description: Animation of cells and a scientist. On-screen text reads, ""Oncology research is in a renaissance. In less than 30 years, survival rates have nearly doubled for some blood cancers...""]",2,1.098612288668,1,0.658628,aggressive,0.293971,non_humor,not_applicable,1,0.682744
C00208,humor_presence_uncertain,37,Comcast,@comcast,2010731074444558467,https://x.com/comcast/status/2010731074444558467,Mon Jan 12 15:10:20 +0000 2026,"RT @NBCOlympics: The hero’s journey began in Ancient Greece, and will continue in Milan Cortina.

The #WinterOlympics start February 6 on N…",36,3.610917912644,0,0.477223,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.954446
