후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_유형,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,신뢰도,메모,검토자_ID
C01121,type_uncertain,93,USAA,@usaa,1888357473993781419,https://x.com/usaa/status/1888357473993781419,Sat Feb 08 22:41:20 +0000 2025,A hug AND #SuperBowlLIX tickets from @JJettas2?! Army National Guard veteran SSG Kim Hubers was recently gifted tickets to Super Bowl LIX thanks to the star @NFL wide receiver and @DAVHQ. They met for the first time at the USAA #SaluteToService Lounge at Super Bowl Experience ahead of the game.,1,2,coder3,pending,15,1,affiliative,humor,affiliative,0,,,
C00522,full_chain_aggressive,1,Amazon,@amazon,1721565726459215914,https://x.com/amazon/status/1721565726459215914,Mon Nov 06 16:30:28 +0000 2023,"A good deal???? 💵 💵 Say less.

Here's the lowdown on everything Amazon Access, plus Prime Access, our Prime membership for qualifying government assistance recipients that’s 50% of the cost of a regular membership. ⬇️ https://t.co/NxPHaoyjfS",0,,coder3,pending,167,1,affiliative,humor,aggressive,0,,,
C01427,wendys_transfer_aggressive,45,Johnson & Johnson,@JNJNews,1448292677460582401,https://x.com/JNJNews/status/1448292677460582401,Wed Oct 13 14:20:56 +0000 2021,RT @JNJVision: Good eye health is part of good overall health. Remind your community that it’s important to #PrioritizeYourEyes with an ann…,0,,coder3,pending,3,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01361,wendys_transfer_aggressive,37,Comcast,@comcast,1991869400329355589,https://x.com/comcast/status/1991869400329355589,Fri Nov 21 14:00:46 +0000 2025,"RT @TeamUSA: Celebrating commitment to community! 

Meet the Olympic and Paralympic athletes making a difference as Team USA Community Cham…",0,,coder3,pending,17,1,aggressive,non_humor,not_applicable,1,,,
C01059,firm_balanced_sample,45,Johnson & Johnson,@JNJNews,1767558723906449717,https://x.com/JNJNews/status/1767558723906449717,Tue Mar 12 14:30:14 +0000 2024,More efficient surgery. Potential for quicker recovery. Explore how we’ve streamlined reverse shoulder replacement surgery with a new system designed to offer surgeons flexibility in the operating room and improve patient outcomes: https://t.co/inGWTCppDW https://t.co/uG8SavxT6W,0,,coder3,pending,36,0,non_humorous,humor,self_enhancing,1,,,
C01048,random_fortune_sample,16,Nvidia,@nvidia,1989417170686595323,https://x.com/nvidia/status/1989417170686595323,Fri Nov 14 19:36:29 +0000 2025,"Starting from a background in computer engineering, Alex Starnes created his dream career as a product and user experience designer. Learn how his bold moves in life and design have paid off at NVIDIA. #NVIDIAlife

Learn more: https://t.co/kzcyZOrzKB https://t.co/O1J773ARMR",0,,coder3,pending,230,1,affiliative,non_humor,not_applicable,1,,,
C00894,random_fortune_sample,56,American Express,@americanexpress,1550436821842247680,https://x.com/americanexpress/status/1550436821842247680,Fri Jul 22 11:05:18 +0000 2022,"“We had an outstanding second quarter, with record levels of revenue and Card Member spending, reflecting the strength of our global customer base and continued momentum across our business,” said Stephen J. Squeri, Chairman and Chief Executive Officer.  https://t.co/2gw8BhKnn6 https://t.co/NCuqlPIQQc",0,,coder3,pending,109,0,non_humorous,non_humor,not_applicable,0,,,
C01200,wendys_transfer_aggressive,55,Sysco,@sysco,1565033689750589440,https://x.com/sysco/status/1565033689750589440,Wed Aug 31 17:48:03 +0000 2022,"Meet Eastern Wisconsin’s Inbound receiver Guy, who's been with Sysco for 12 years where he started as an Outbound Selector &amp; found his home as an Inbound receiver. 

In Guy’s free time he plays in a Metal Rock Band, so if you love to rock, call on Guy! https://t.co/sUXEHcShpn",1,3,coder3,pending,7,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00708,random_fortune_sample,22,Ford Motor,@Ford,1801294725372080142,https://x.com/Ford/status/1801294725372080142,Thu Jun 13 16:45:03 +0000 2024,RT @jimfarley98: Thanks for sharing your road trip ideas. I loved seeing routes where people are using #BlueCruise. The BC team put togethe…,0,,coder3,pending,20,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00890,high_engagement_posts,66,IBM,@ibm,1972367636307857744,https://x.com/ibm/status/1972367636307857744,Sun Sep 28 18:27:43 +0000 2025,My fantasy WR just threw an interception bro you can’t make this up,1,4,coder3,pending,57483,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00223,random_fortune_sample,64,Allstate,@allstate,1701690883836354824,https://x.com/allstate/status/1701690883836354824,Tue Sep 12 20:14:57 +0000 2023,Introducing your 2023 Allstate @WeAreAFCA college football #GoodWorksTeam! 👏🏈 Get to know the players and learn about their community outreach: https://t.co/IhCWYDCGxO https://t.co/XNiILPkiOb,0,,coder3,pending,21,0,non_humorous,non_humor,not_applicable,0,,,
C00079,classifier_disagreement,36,Goldman Sachs Group,@GoldmanSachs,1947411992555200738,https://x.com/GoldmanSachs/status/1947411992555200738,Mon Jul 21 21:42:54 +0000 2025,"In their new report, “Global M&amp;A: A Bold Path for Strategic Growth,” Goldman Sachs Investment Banking highlights record deals year-to-date, signaling an M&amp;A Market primed for innovation and growth. https://t.co/wfaIm2OV3x",0,,coder3,pending,67,1,aggressive,non_humor,not_applicable,1,,,
C01156,type_uncertain,60,HCA Healthcare,@hcahealthcare,1812963118848356410,https://x.com/hcahealthcare/status/1812963118848356410,Mon Jul 15 21:31:05 +0000 2024,🧡 The HCA Healthcare Show Love Project coffee truck recently stopped in Colorado to share gratitude and appreciation to the dedicated colleagues at @HealthONEsystem. Learn more about the initiative that is spreading love from state to state. https://t.co/AKyr8XIYum. https://t.co/IPIofVGZjE,0,,coder3,pending,2,1,affiliative,non_humor,not_applicable,1,,,
C01340,high_engagement_posts,37,Comcast,@comcast,1977808113119207909,https://x.com/comcast/status/1977808113119207909,Mon Oct 13 18:46:14 +0000 2025,Paul Tazewell and Ariana Grande journey into the dazzling details of Glinda’s #WickedForGood looks https://t.co/v6KN3XYUzz,0,,coder3,pending,7406,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01175,wendys_transfer_aggressive,51,Progressive,@progressive,1888742626859360443,https://x.com/progressive/status/1888742626859360443,Mon Feb 10 00:11:48 +0000 2025,"I had legal help me with this one: Who are you rooting for, the Red Helmets or the Green Birds?  🏈",1,1,coder3,pending,4,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01138,humor_presence_uncertain,37,Comcast,@comcast,2034017710128955509,https://x.com/comcast/status/2034017710128955509,Tue Mar 17 21:23:06 +0000 2026,"RT @DecartAI: Decart, @nvidia, and @comcast are collaborating to explore how Realtime AI can be delivered closer to users.
By running SOTA…",0,,coder3,pending,5,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00057,wendys_transfer_aggressive,59,MetLife,@metlife,1565066227017449473,https://x.com/metlife/status/1565066227017449473,Wed Aug 31 19:57:20 +0000 2022,RT @CLTInno: It’s important for employers to understand how young tech employees who are already in the workforce are setting the pace and…,0,,coder3,pending,1,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00679,humor_presence_uncertain,12,JPMorgan Chase,@jpmorgan,1557773929573335040,https://x.com/jpmorgan/status/1557773929573335040,Thu Aug 11 17:00:21 +0000 2022,"Daniel H. Pink challenges the philosophy of 'no regrets' in his latest book, “The Power of Regret.” Find your next read on the J.P. Morgan Summer Reading List.  https://t.co/5QEddNAafL https://t.co/GJfj03rGWC",0,,coder3,pending,50,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00819,high_engagement_posts,11,Microsoft,@microsoft,2049993319800066119,https://x.com/microsoft/status/2049993319800066119,Thu Apr 30 23:24:29 +0000 2026,"Today we’re introducing a new Legal Agent in @Microsoft Word, built to support the precision and rigor legal work demands. Every clause matters. Every redline tells a story. That’s why this agent was built to follow the structured workflows lawyers use while keeping them fully in control.

Early in my career, I asked for a computer on my desk because I believed technology could change how lawyers work. It did. Today, I believe this next generation of tools will do the same, grounded in trust and responsible use.",0,,coder3,pending,8272,1,self-defeating,ambiguous,ambiguous_or_review,0,,,
C01372,firm_balanced_sample,17,Meta Platforms,@Meta,2018400361841586219,https://x.com/Meta/status/2018400361841586219,Mon Feb 02 19:05:20 +0000 2026,Athletic Intelligence is here. Push your training to the edge with Oakley Meta Performance AI glasses. Hands-free camera. Meta AI. Open-ear audio. Consider the game changed. https://t.co/DXGxKlAmPF,0,,coder3,pending,1437,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00720,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1682350835114844160,https://x.com/EProd_Careers/status/1682350835114844160,Fri Jul 21 11:24:30 +0000 2023,"If you are a highly motivated achiever with a passion for success, we invite you to learn more about Enterprise Products. Apply today! https://t.co/51ojCyE3EA #OperationsJobs",0,,coder3,pending,0,0,non_humorous,non_humor,not_applicable,0,,,
C00572,random_fortune_sample,21,Chevron,@chevron,1567990970708365324,https://x.com/chevron/status/1567990970708365324,Thu Sep 08 21:39:13 +0000 2022,"To continue working towards reducing carbon emissions globally, we have been granted interest in three permits to assess carbon storage offshore Australia - totaling an area bigger than Belgium https://t.co/Q5pMD5VxyF https://t.co/jMtQMtZdx8",0,,coder3,pending,63,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01438,random_fortune_sample,22,Ford Motor,@Ford,1692928346210922676,https://x.com/Ford/status/1692928346210922676,Sat Aug 19 15:55:45 +0000 2023,"RT @FordMustang: Built to take on the world. Introducing the Ford Mustang® GTD. 

Preproduction model shown and computer-generated image sh…",1,3,coder3,pending,92,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01453,high_engagement_posts,81,United Airlines Holdings,@united,1844385864022917452,https://x.com/united/status/1844385864022917452,Thu Oct 10 14:33:51 +0000 2024,"Our biggest international expansion ever is here and…

New York/Newark – Nuuk, Greenland
Tokyo/Narita – Ulaanbaatar, Mongolia
New York/Newark –  Madeira Island, Portugal
New York/Newark – Palermo, Italy
Washington, D.C. – Dakar, Senegal
Tokyo/Narita – Kaohsiung, Taiwan
New York/Newark – Bilbao, Spain
Tokyo/Narita – Koror, Palau
New York/Newark – Faro, Portugal

Start planning: https://t.co/672Qvc9oMM",0,,coder3,pending,2722,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
