후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,로그_총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_점수,웬디스_유머_유형,웬디스_유형_점수,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,불확실성_점수
B00443,random_fortune_sample_b2,49,RTX,@RTX_News,1945498660822757516,https://x.com/RTX_News/status/1945498660822757516,Wed Jul 16 15:00:01 +0000 2025,📰NEWS: RTX and @shieldaitech are partnering to enhance autonomous capabilities for defense forces by integrating Shield AI's Hivemind into RTX products. This collaboration will deliver the first weapon powered by Networked Collaborative Autonomy. More: https://t.co/XkyyzCEgsm https://t.co/vw1oePGyyP,0,,coder1,labeled,86,4.465908118655,0,0.430571,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.861142
B00780,firm_balanced_sample_b2,26,Fannie Mae,@fanniemae,1799097739801751616,https://x.com/fanniemae/status/1799097739801751616,Fri Jun 07 15:15:01 +0000 2024,"Homebuying sentiment hit a new survey low in May, as consumers continue to express frustration with the overall lack of affordability. Find out what else consumers told us in our latest National Housing Survey: https://t.co/VbKz4627RA https://t.co/abtbvfCYUO",0,,coder1,labeled,15,2.77258872224,0,0.432799,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.865598
B00416,random_fortune_sample_b2,96,Travelers,@travelers,1624132422915817473,https://x.com/travelers/status/1624132422915817473,Fri Feb 10 19:45:19 +0000 2023,"On #WednesdayswithWoodward, Peter Miller, President and CEO of The Institutes, shared a fascinating look at the insurance industry’s emerging education trends. The Institutes is widely known for its popular #CPCU credential. Watch the webinar replay: https://t.co/6Z6hRXxRRy https://t.co/Nn9ZPCkKXK",0,,coder1,labeled,4,1.609437912434,0,0.432947,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.865894
B00751,high_engagement_posts_b2,43,Tesla,@tesla,2011586177355432061,https://x.com/tesla/status/2011586177355432061,Wed Jan 14 23:48:12 +0000 2026,"Just unbuckle &amp; get out of your Tesla

It will automatically shift into park &amp; lock as you walk away",1,3,coder1,labeled,10612,9.269834943762,1,0.758252,affiliative,0.374831,ambiguous,ambiguous_or_review,0,0.483496
B00718,wendys_transfer_aggressive_b2,81,United Airlines Holdings,@united,1785747734923821441,https://x.com/united/status/1785747734923821441,Wed May 01 19:06:52 +0000 2024,"What kind of plane is this? Look between 6 and 8 on your keyboard, then do it 2 more times. https://t.co/cYAdURIJnW",1,1,coder1,labeled,265,5.583496308782,1,0.633460,aggressive,0.322460,ambiguous,ambiguous_or_review,0,0.733080
B00731,high_engagement_posts_b2,2,Walmart,@walmart,1769867637025099824,https://x.com/walmart/status/1769867637025099824,Mon Mar 18 23:25:01 +0000 2024,T-32 days until we step into a new era. 🕰️🕰️🕰️ #TSTTPD https://t.co/jPCpPaD451,1,2,coder1,labeled,5056,8.52852870108,0,0.457144,non_humorous,0.000000,non_humor,not_applicable,0,0.914288
B00468,firm_balanced_sample_b2,48,UPS,@ups,1992669480384713167,https://x.com/ups/status/1992669480384713167,Sun Nov 23 19:00:00 +0000 2025,"🍁📦 Leaf all your deliveries to us. 🍂🚚
#UPSOfficeViews #Washington
📸 Ryan Wipf https://t.co/ntoiCMTjUy",1,3,coder1,labeled,57,4.060443010546,0,0.496854,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.993708
B00199,firm_balanced_sample_b2,54,Procter & Gamble,@ProcterGamble,1574375738198966276,https://x.com/ProcterGamble/status/1574375738198966276,Mon Sep 26 12:30:01 +0000 2022,"In this week’s #MentorMonday series, P&amp;G veteran Jo Scaife admits she started out as an assistant brand manager with a lack of confidence in evaluating creative work. Over time, she developed a fool-proof test. https://t.co/9QXD6mvSFn",1,1,coder1,labeled,9,2.302585092994,1,0.509310,aggressive,0.369979,ambiguous,ambiguous_or_review,0,0.981380
B01333,random_fortune_sample_b2,78,Prudential Financial,@Prudential,1552303807920472064,https://x.com/Prudential/status/1552303807920472064,Wed Jul 27 14:44:02 +0000 2022,"Prudential has a rich history of tracking American's financial health. Today, we are proud to introduce a new Pulse survey series exploring Americans’ concerns and goals as they prepare for their financial futures. Learn more about the first in this series here.",1,2,coder1,labeled,16,2.833213344056,1,0.720304,aggressive,0.402607,non_humor,not_applicable,1,0.559392
B01447,high_engagement_posts_b2,43,Tesla,@tesla,2000280185908953288,https://x.com/tesla/status/2000280185908953288,Sun Dec 14 19:02:14 +0000 2025,Just saying,1,3,coder1,labeled,20288,9.917834146243,1,0.684522,aggressive,0.397050,ambiguous,ambiguous_or_review,0,0.630956
B00089,low_engagement_posts_b2,25,Home Depot,@HDCares,790304162105917440,https://x.com/HDCares/status/790304162105917440,Sun Oct 23 21:29:30 +0000 2016,@Kandiss_Jackson We’d like the chance to address this w/ leadership. Send details to TeamSocial@homedepot.com. –TeamCare,0,,coder1,labeled,0,0.0,0,0.497958,non_humorous,0.000000,non_humor,not_applicable,0,0.995916
B00576,random_fortune_sample_b2,71,Delta Air Lines,@Delta,2036091595682984052,https://x.com/Delta/status/2036091595682984052,Mon Mar 23 14:43:59 +0000 2026,Our thoughts are with those affected by the collision at LGA involving an Air Canada Express jet operated by Jazz Aviation and a Port Authority firetruck. The FAA has closed LGA through 2 p.m. on March 23. Further changes to Delta’s schedule are possible if the closure extends.,0,,coder1,labeled,2728,7.911690520708,1,0.653208,self-enhancing,0.306354,humor,self_enhancing,0,0.693584
B00702,type_uncertain_b2,35,AT&T,@ATT,2024246273784615355,https://x.com/ATT/status/2024246273784615355,Wed Feb 18 22:14:55 +0000 2026,"We were NOT missing @ludwigahgren's basketball jam on Friday just bc of a flight - thanks to free Wi-Fi on @AmericanAir, sponsored by AT&amp;T https://t.co/0TTCh3Sk1S",1,1,coder1,labeled,35,3.583518938456,1,0.530146,affiliative,0.337675,ambiguous,ambiguous_or_review,0,0.939708
B00146,classifier_disagreement_b2,46,PepsiCo,@pepsico,1605669444226801683,https://x.com/pepsico/status/1605669444226801683,Wed Dec 21 21:00:02 +0000 2022,Which @GamesaClasicas or @Starbucks frapp flavor reminds you of the holidays? Tell us in the comments (then go make a snack board to keep the tradition going!) ✨ https://t.co/kCLKnlvPUY,1,3,coder1,labeled,74,4.317488113536,0,0.468074,non_humorous,0.000000,humor,self_enhancing,1,0.936148
B01157,random_fortune_sample_b2,35,AT&T,@ATT,2049339463709626574,https://x.com/ATT/status/2049339463709626574,Wed Apr 29 04:06:17 +0000 2026,"Competing in another @ATT Annihilator Cup! Looking to 3-peat this year and keep the streak alive. Check out the announcement video to see the squad in action.   

Catch the kickoff on May 7th! #ad #attcreator https://t.co/COQV8QQzlI",1,3,coder1,labeled,53,3.988984046564,0,0.347265,non_humorous,0.000000,humor,affiliative,1,0.694530
B00312,random_fortune_sample_b2,50,FedEx,@fedex,1584594390885998592,https://x.com/fedex/status/1584594390885998592,Mon Oct 24 17:15:17 +0000 2022,"The Week 7 nominees for the FedEx #AirandGround @NFL Players of the Week are @JoeyB, @PatrickMahomes or @andydalton14 AND @Kenneth_Walker9, @iAM_JoshJacobs or @swaggy_t1. Go to https://t.co/mfg3FflEHw to cast your vote for the best performances. https://t.co/YwaWAXCMmV",0,,coder1,labeled,35,3.583518938456,0,0.320532,non_humorous,0.000000,humor,affiliative,1,0.641064
B01429,wendys_transfer_aggressive_b2,92,Uber Technologies,@Uber,1928172862671552632,https://x.com/Uber/status/1928172862671552632,Thu May 29 19:33:28 +0000 2025,Snooze like you reserved your airport ride weeks ago 🧳💤 Uber Shuttle just landed in Atlanta. https://t.co/3qE44IyBc3,1,3,coder1,labeled,202,5.313205979042,1,0.577305,aggressive,0.378997,ambiguous,ambiguous_or_review,0,0.845390
B00536,classifier_disagreement_b2,69,Nationwide,@nationwide,1585378157376540672,https://x.com/nationwide/status/1585378157376540672,Wed Oct 26 21:09:42 +0000 2022,Congrats to all and a special congratulations to Nationwide Community Ambassador @naomi_girma! 👏,1,2,coder1,labeled,2,1.098612288668,1,0.536891,aggressive,0.363111,non_humor,not_applicable,1,0.926218
B01255,random_fortune_sample_b2,34,Humana,@humana,1709236876433912227,https://x.com/humana/status/1709236876433912227,Tue Oct 03 16:00:02 +0000 2023,"These tools are designed to help seniors understand how lifestyle choices and changes can make a lifetime of difference. Learn more about the seven dimensions of wellness, and be sure to download the Active Aging Week workbook linked inside → https://t.co/tzX6FGoMYM.",0,,coder1,labeled,6,1.945910149055,1,0.569637,affiliative,0.394423,ambiguous,ambiguous_or_review,0,0.860726
B01490,random_fortune_sample_b2,56,American Express,@americanexpress,1924490971993051608,https://x.com/americanexpress/status/1924490971993051608,Mon May 19 15:42:57 +0000 2025,"From Barbados to Bermuda, your Amex Card is now accepted across 22 Caribbean islands like never before. Over the past few years, American Express has worked to expand acceptance in the region. Read more about our Caribbean expansion here: https://t.co/jTtxr5C6AE https://t.co/Vh9QGgR6Ky",0,,coder1,labeled,93,4.54329478227,0,0.451025,non_humorous,0.000000,non_humor,not_applicable,0,0.902050
B00039,wendys_transfer_aggressive_b2,78,Prudential Financial,@Prudential,1144618022969184256,https://x.com/Prudential/status/1144618022969184256,Fri Jun 28 14:46:17 +0000 2019,"Joined by Melody Barnes, domestic policy advisor in the Obama Administration, and Aspen Scholar, Anthony Pegues, @LataReddy shined a light on @Prudential’s work to support opportunity youth at @AspenIdeas.",0,,coder1,labeled,311,5.743003187809,1,0.521039,aggressive,0.322497,humor,affiliative,0,0.957922
B01254,random_fortune_sample_b2,49,RTX,@RTX_News,1909614715711390144,https://x.com/RTX_News/status/1909614715711390144,Tue Apr 08 14:30:01 +0000 2025,"New additive manufacturing repair to reduce process time by more than 60 percent for Pratt &amp; Whitney GTF engine components. Learn more: https://t.co/Psvh6PP4hR 
#MROAM https://t.co/Ay6YT9BcDx",0,,coder1,labeled,34,3.555348061489,0,0.376943,non_humorous,0.000000,non_humor,not_applicable,0,0.753886
B00747,firm_balanced_sample_b2,82,Oracle,@oracle,1961119134013411794,https://x.com/oracle/status/1961119134013411794,Thu Aug 28 17:30:12 +0000 2025,"With OCI and Oracle Autonomous Database, Royal Flying Doctor Service was able to help its volunteers and supporters reduce the time they spend on administrative tasks by 30%. Learn more. https://t.co/EiQvU1dq76 https://t.co/SjhriFpLd7",1,3,coder1,labeled,78,4.369447852467,0,0.401173,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.802346
B01077,humor_presence_uncertain_b2,23,General Motors,@GM,1376936114049724422,https://x.com/GM/status/1376936114049724422,Tue Mar 30 16:35:26 +0000 2021,"For our final #WomensHistoryMonth installment of #GMVoice, our featured employees share what they want people to know about being a woman working in the auto industry. https://t.co/YhuQ9IX8bp",1,3,coder1,labeled,36,3.610917912644,1,0.524675,affiliative,0.295226,ambiguous,ambiguous_or_review,0,0.950650
B00227,random_fortune_sample_b2,61,Lockheed Martin,@lockheedmartin,2019758118079545759,https://x.com/lockheedmartin/status/2019758118079545759,Fri Feb 06 13:00:35 +0000 2026,"Lethal, survivable and enduring air dominance in any condition. That's the advantage the F-22 brings to the @usairforce. ❄️ https://t.co/yDvxJ7lm5X",1,3,coder1,labeled,3484,8.156223323195,0,0.468449,non_humorous,0.000000,humor,affiliative,1,0.936898
B00593,random_fortune_sample_b2,41,Dell Technologies,@Dell,2062270606473666896,https://x.com/Dell/status/2062270606473666896,Wed Jun 03 20:30:02 +0000 2026,"When visionary storytelling meets cutting edge tech, creativity comes to life.🎨 With Dell Pro Max workstations, Orbital cut previsualization time in half, and unlocked new creative possibilities. Watch the behind-the-scenes video:🎥: https://t.co/wYvWhV4RUc https://t.co/qbzOuSz7hZ",1,3,coder1,labeled,49,3.912023005428,0,0.351283,non_humorous,0.000000,humor,affiliative,1,0.702566
B01241,type_uncertain_b2,20,Bank of America,@bankofamerica,1574430476747636745,https://x.com/bankofamerica/status/1574430476747636745,Mon Sep 26 16:07:31 +0000 2022,"As a Hispanic-Latino business owner, what resource do you think is most essential in making every move matter?",1,2,coder1,labeled,39,3.688879454114,1,0.599782,aggressive,0.322790,non_humor,not_applicable,1,0.800436
B01405,random_fortune_sample_b2,2,Walmart,@walmart,1814068120711262675,https://x.com/walmart/status/1814068120711262675,Thu Jul 18 22:41:58 +0000 2024,All HAIL the BUBBLE NECKLACE SPELLING CHALLENGE. Pause the video to piece together our secret message to you &amp; reply when you figure it out!  🍒💋💄,1,3,coder1,labeled,426,6.056784013229,1,0.620925,affiliative,0.370116,non_humor,not_applicable,1,0.758150
B00404,random_fortune_sample_b2,8,McKesson,@mckesson,1844466981237371043,https://x.com/mckesson/status/1844466981237371043,Thu Oct 10 19:56:11 +0000 2024,"Making clinical trials more accessible means better outcomes for patients. Carrie Williams will share her perspective on democratizing access to clinical trials at the upcoming #Oncology Venture, Innovation, and Partnering summit. Learn more: https://t.co/gneOnz9A1d https://t.co/bocDoNvFld",0,,coder1,labeled,6,1.945910149055,0,0.430489,non_humorous,0.000000,ambiguous,ambiguous_or_review,0,0.860978
B00792,random_fortune_sample_b2,72,Publix Super Markets,@Publix,1719368632432525316,https://x.com/Publix/status/1719368632432525316,Tue Oct 31 15:00:00 +0000 2023,👻 Living in a state without #Publix? Now that's scary. #HappyHalloween 🦇,1,1,coder1,labeled,217,5.384495062789,1,0.624469,affiliative,0.323445,non_humor,not_applicable,1,0.751062
B00795,random_fortune_sample_b2,82,Oracle,@oracle,1945121176491090322,https://x.com/oracle/status/1945121176491090322,Tue Jul 15 14:00:01 +0000 2025,Mark your calendars – episode 5 of AI Now airs tomorrow! Tune in to hear our own Miranda Nash and McKinsey’s Lareina Yee as they discuss how your business can take advantage of the latest AI innovations every single day to navigate disruption and fuel productivity. https://t.co/0YqhzbG7WG,0,,coder1,labeled,42,3.761200115694,1,0.553045,affiliative,0.384077,humor,self_enhancing,0,0.893910
B00108,humor_presence_uncertain_b2,69,Nationwide,@nationwide,1661042053864644610,https://x.com/nationwide/status/1661042053864644610,Tue May 23 16:11:00 +0000 2023,Do you ever just randomly sing the Nationwide jingle?,1,1,coder1,labeled,209,5.347107530717,1,0.644251,affiliative,0.319626,non_humor,not_applicable,1,0.711498
B00503,low_engagement_posts_b2,89,Enterprise Products Partners,@EProd_Careers,1681857512885350400,https://x.com/EProd_Careers/status/1681857512885350400,Thu Jul 20 02:44:13 +0000 2023,"If you’re ready to start a new career in Midland, TX, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/CHB30Klm4v #OperationsJobs",1,3,coder1,labeled,0,0.0,1,0.592221,aggressive,0.307171,non_humor,not_applicable,1,0.815558
B01465,humor_presence_uncertain_b2,93,USAA,@usaa,1651688390838874113,https://x.com/usaa/status/1651688390838874113,Thu Apr 27 20:42:53 +0000 2023,"RT @superdj56: My father, garnered a @USNavy Accommodation Medal for his acts of heroism during the Vietnam War. So, it was an honor to joi…",1,2,coder1,labeled,4,1.609437912434,1,0.620022,aggressive,0.279988,ambiguous,ambiguous_or_review,0,0.759956
