global_post_id,tweet_id,sample_group,company_name,source_x_handle,created_at,text,v2_humor_label,v2_confidence,v2_target_of_humor,v2_humor_function,v2_review_flag,v2_reason_code
fortune:30:1938295015215698227,1938295015215698227,fortune_top100_ranked,Marathon Petroleum,@MarathonPetroCo,Thu Jun 26 17:55:18 +0000 2025,Catch this story? 📖 A routine drive to a jobsite became a day to remember when MPL’s Nick Kocher made the decision not to look the other way. 🔗 https://t.co/DH7IsniwnH #MarathonPetroleum #ICYMI,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:50:1927786205510250667,1927786205510250667,fortune_top100_ranked,FedEx,@fedex,Wed May 28 17:57:02 +0000 2025,A legend. A mission. A trophy en route. 🏆⚽ FedEx and 4x UCL champ Andrés Iniesta deliver the UEFA Champions League trophy to Munich. From Switzerland to Bavaria—this journey celebrates the spirit of football and those who live it @FedExEurope @andresiniesta8 @ChampionsLeague https://t.co/jPDsBf8s8k,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:50:1669313954974257159,1669313954974257159,fortune_top100_ranked,FedEx,@fedex,Thu Jun 15 12:00:35 +0000 2023,"We've hit an important milestone for FedEx Express Canada with the launch of the first 50 @brightdrop Zevo 600 electric delivery vehicles in Toronto, Montreal, and Surrey! Our Canada team is helping us work towards our goal to achieve carbon-neutral global operations by 2040. 🌍 https://t.co/xBpwTKGGlE",aggressive,0.860000,external_target,ridicule_competition,false,clear_winner
fortune:46:1586387593591144448,1586387593591144448,fortune_top100_ranked,PepsiCo,@pepsico,Sat Oct 29 16:00:50 +0000 2022,Here to lend a hand with your Halloween party prep: don’t forget the mini cans of @pepsi! https://t.co/xDWk9iwhsP,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:43:2056577806981911000,2056577806981911000,fortune_top100_ranked,Tesla,@tesla,Tue May 19 03:28:53 +0000 2026,FSD Supervised v14.3.3 drives even smoother &amp; nags you less,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:22:1622377214011392000,1622377214011392000,fortune_top100_ranked,Ford Motor,@Ford,Sun Feb 05 23:30:44 +0000 2023,And the Best Song played while driving a FORD vehicle goes to ____. Tell us your winner in the comments 🏆,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:61:1955322856000061870,1955322856000061870,fortune_top100_ranked,Lockheed Martin,@lockheedmartin,Tue Aug 12 17:37:51 +0000 2025,RT @LMSpace: Almost mission-ready. The first Next-Gen OPIR GEO satellite @lockheedmartin built for the @USSF_SSC recently completed enviro…,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:47:1517133588654866433,1517133588654866433,fortune_top100_ranked,Boeing,@boeing,Thu Apr 21 13:30:09 +0000 2022,"How has our aerospace safety analytics approach changed? Learn from Vishwa Uddanwadiker, Boeing Safety Analytics VP, how he and his team are using data science and analytics to proactively identify hazards and analyze risks to improve aerospace safety: https://t.co/apiR6PVsWg https://t.co/v9EZDTtdMH",affiliative,0.300000,shared_situation,relationship_building,true,no_cue_inferred_from_pronouns
fortune:58:1562868435670814720,1562868435670814720,fortune_top100_ranked,Archer Daniels Midland,@ADMupdates,Thu Aug 25 18:24:06 +0000 2022,"Put a #plantbased twist on your classic backyard #BBQ! Our acquisition of SojaProtein has enabled us to offer an even wider variety of non-GMO, European-sourced and sustainable soy protein ingredients. ♨️🥩 https://t.co/vg3gLEOgwm",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:56:1526965766649655296,1526965766649655296,fortune_top100_ranked,American Express,@americanexpress,Wed May 18 16:39:43 +0000 2022,"Our moving van is officially out of free tickets to see @harrystyles at One Night Only in NY. Next stop, Harry’s House.",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:22:1635370769558683649,1635370769558683649,fortune_top100_ranked,Ford Motor,@Ford,Mon Mar 13 20:02:29 +0000 2023,"Meet Maiza, a professional climber and Team Bronco® Ambassador. #ItsHerTurn #WomensHistoryMonth https://t.co/OU1IIGW5xM",affiliative,0.300000,shared_situation,relationship_building,true,no_cue_inferred_from_pronouns
fortune:69:1733641172516536716,1733641172516536716,fortune_top100_ranked,Nationwide,@nationwide,Sun Dec 10 00:13:59 +0000 2023,RT @ColumbusCrew: FOR OUR CITY. FOR OUR CLUB. https://t.co/xTpDW2WLkj,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:16:1937218277677158489,1937218277677158489,fortune_top100_ranked,Nvidia,@nvidia,Mon Jun 23 18:36:43 +0000 2025,"Only 16% of countries have major AI data centers, stifling access to compute and holding back global innovation. NVIDIA is helping close that divide by expanding access, supporting local ecosystems, and enabling sovereign AI infrastructure around the world.",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:15:1708933208618725460,1708933208618725460,fortune_top100_ranked,Cardinal Health,@cardinalhealth,Mon Oct 02 19:53:22 +0000 2023,"RT @HDAconnect: This #MemberMonday, we're spotlighting @CardinalHealth's Mind Matters program, which provides mental health resources to em…",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:14:1592896589009338368,1592896589009338368,fortune_top100_ranked,Cigna Group,@Cigna,Wed Nov 16 15:05:16 +0000 2022,RT @Healthyio1: Did you know that those with #diabetes are at a greater risk for chronic kidney disease? In honor of #NationalDiabetesMonth…,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:61:1886834350978662616,1886834350978662616,fortune_top100_ranked,Lockheed Martin,@lockheedmartin,Tue Feb 04 17:48:59 +0000 2025,"2024 ✅ Last year, we delivered 100% of F-35 training devices on time to our customers. Poland and Belgium joined the training team, and Distributed Mission Training expanded internationally. Now, 12 nations are training to secure the skies! https://t.co/C6uyyla7Sm",affiliative,0.300000,shared_situation,relationship_building,true,no_cue_inferred_from_pronouns
fortune:65:1428166255056404482,1428166255056404482,fortune_top100_ranked,Caterpillar,@CaterpillarInc,Thu Aug 19 01:25:43 +0000 2021,"This month, Cat Financial celebrates 40 years of supporting Caterpillar customers around the globe. Since 1981, Cat Financial has grown to offer a wide variety of financial solutions worldwide. Check out milestones and highlights of the last four decades. https://t.co/pXCiCZxl3d",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:27:1341866236146270210,1341866236146270210,fortune_top100_ranked,Kroger,@kroger,Wed Dec 23 22:00:16 +0000 2020,"Here’s how the Seung’s show you how they refreshed their traditional recipes this winter, how will you mix it up this holiday? https://t.co/eTBCHSMcz4 https://t.co/Xh0ukww0fr",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:67:2063456086078673215,2063456086078673215,fortune_top100_ranked,Eli Lilly,@EliLillyandCo,Sun Jun 07 03:00:42 +0000 2026,The conversations at #ADA2026 are helping to build a new era of care. https://t.co/CvjZB1YCI4,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:71:1478746862513491968,1478746862513491968,fortune_top100_ranked,Delta Air Lines,@Delta,Wed Jan 05 15:15:00 +0000 2022,"You expect a world-class experience from us, and recent weather combined with the Omicron variant kept us from delivering on that promise. We're sorry to our customers whose travel was interrupted during the holidays and we appreciate you as we navigate these challenges.",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:65:1431673008041742338,1431673008041742338,fortune_top100_ranked,Caterpillar,@CaterpillarInc,Sat Aug 28 17:40:18 +0000 2021,"RT @RideDunlop: How about a 15-race Peoria TT win streak for the ""King"" @henry_w_wiles 🤴 #RideDunlop #ProgressiveAFT #PeoriaTT #DT4 #FlatT…",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:61:1981363392603705623,1981363392603705623,fortune_top100_ranked,Lockheed Martin,@lockheedmartin,Thu Oct 23 14:13:39 +0000 2025,"O̶c̶t̶o̶b̶e̶r̶ ➡️ Proptober. 🎃 Four powerful turboprops provide pure strength, unmatched durability and versatility that enable the C-130J to handle any terrain. More about the Super Herc's 20 mission capabilities 🔗⤵️",self_enhancing,0.860000,self_brand,positive_self_presentation,false,clear_winner
fortune:14:1529118616976863232,1529118616976863232,fortune_top100_ranked,Cigna Group,@Cigna,Tue May 24 15:14:22 +0000 2022,Cigna is proud to continue to partner with @DU_Pioneers to spread awareness about Mental Health Awareness Month. #CignaMountainStates #MentalHealthMonth,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:58:1731711719339086111,1731711719339086111,fortune_top100_ranked,Archer Daniels Midland,@ADMupdates,Mon Dec 04 16:27:02 +0000 2023,"At ADM, we define regenerative agriculture as practices based on indigenous ways of land management that are adaptive to local physical conditions and culture. We work with farmers and empower them through different programs. To learn more, visit: https://t.co/usCi0VWZ29",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:2:1823041765118537904,1823041765118537904,fortune_top100_ranked,Walmart,@walmart,Mon Aug 12 17:00:01 +0000 2024,1🏅= 1 item! Celebrating the 🇺🇸 athletes that helped us bring home 40 golden items in our cart 🛒 https://t.co/Fyv228WgvP,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:90:1887154296250122384,1887154296250122384,fortune_top100_ranked,Ingram Micro Holding,@IngramMicroInc,Wed Feb 05 15:00:20 +0000 2025,We are so proud of our five sales leaders Named to 2025 CRN® Channel Chiefs List for working to ensure mutual success with partners and customers ⭐Craig Birmingham⭐ Tony Celeste ⭐Therese Ferullo⭐ Darren Gottesmann⭐ Cheryl Rang #ingrammicro https://t.co/K7ouCnseQx,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:72:1983579584403591457,1983579584403591457,fortune_top100_ranked,Publix Super Markets,@Publix,Wed Oct 29 17:00:00 +0000 2025,Which Publix ice cream is your go-to after-dinner sweet treat? 🍦,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:82:1942206974579421635,1942206974579421635,fortune_top100_ranked,Oracle,@oracle,Mon Jul 07 13:00:01 +0000 2025,"With our Fusion Applications for finance, HR, and customer experience, @redbullracing will be able to increase productivity, reduce costs, and optimize team performance. https://t.co/8ePvlGmMb5 https://t.co/bL84amKqzh",affiliative,0.300000,shared_situation,relationship_building,true,no_cue_inferred_from_pronouns
fortune:79:768558321355911168,768558321355911168,fortune_top100_ranked,TJX,@tjmaxx,Wed Aug 24 21:19:17 +0000 2016,Save on the bag. Splurge on the getaway. https://t.co/XJTHbhtoXV https://t.co/vpMN3VswVd,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:18:1471581800438845446,1471581800438845446,fortune_top100_ranked,Elevance Health,@elevancehealth,Thu Dec 16 20:43:36 +0000 2021,As we join our friends and families for holiday celebrations we must take action to protect against the flu. Learn more about how @AnthemFDN and @LungAssociation are partnering to encourage others to get their flu shot this year:,aggressive,0.680000,external_target,ridicule_competition,true,mixed_not_humor_signal
fortune:37:1827117606723039338,1827117606723039338,fortune_top100_ranked,Comcast,@comcast,Fri Aug 23 22:55:58 +0000 2024,RT @TeamUSA: Ready to take on the world 🇺🇸 The #ParisParalympics kick off August 28th. Full schedule ➡️ https://t.co/3c5avDOl4T https://t…,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:16:2016616624628052171,2016616624628052171,fortune_top100_ranked,Nvidia,@nvidia,Wed Jan 28 20:57:24 +0000 2026,RT @NVIDIADC: 📣 Join NVIDIA CEO Jensen Huang and @Cisco CEO @ChuckRobbins on February 3 at #CiscoAISummit to learn how AI is becoming the f…,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:92:2021613126165180881,2021613126165180881,fortune_top100_ranked,Uber Technologies,@Uber,Wed Feb 11 15:51:43 +0000 2026,Driver: Leonard Webb (leonard.webb0 on TikTok),not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:50:1779978112454828135,1779978112454828135,fortune_top100_ranked,FedEx,@fedex,Mon Apr 15 21:00:27 +0000 2024,We’re so honored to help orphaned sibling brown bears find a new home at @brookfield_zoo through our #FedExCares Delivering for Good program! 💜🐻 Learn about this bear-y good story: https://t.co/zQ1EYl7s9I https://t.co/3KoGuCxHH0,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:69:2019621753342030313,2019621753342030313,fortune_top100_ranked,Nationwide,@nationwide,Fri Feb 06 03:58:43 +0000 2026,"Welcome to the family, @Bwagz. 🙏🏽❤️ #Wpmoy @Nationwide https://t.co/pigvNq1nnw",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:91:1802814322114273741,1802814322114273741,fortune_top100_ranked,General Dynamics,@generaldynamics,Mon Jun 17 21:23:23 +0000 2024,"NASSCO pride was on full display last weekend as the shipyard played host to employees, their spouses, children, grandchildren and others during a memorable Family Day occasion. 👨‍👩‍👧‍👦 Over 6,000 people passed through the gates as employees were able to showcase what we do day in and day out... Building some of the finest ships that sail the oceans. For us, it's second nature, but for our families it was a behind the scenes glimpse of the remarkable work we do for our country. #NASSCOFamilyDay",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:57:1377274491596894211,1377274491596894211,fortune_top100_ranked,Albertsons,@albertsons,Wed Mar 31 15:00:01 +0000 2021,"For the last day of #WomensHistoryMonth we thank Margie Fritz, General Manager GM/HBC, for forging her legacy of leadership in our organization. Margie reminds women in her field to “never let your lack of experience or knowledge deter you from pursuing a desired opportunity."" https://t.co/5mlxv4u8DT",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:2:1819134273070178789,1819134273070178789,fortune_top100_ranked,Walmart,@walmart,Thu Aug 01 22:13:03 +0000 2024,no thoughts just: 🇺🇸🤸🇺🇸🤸🇺🇸🤸🇺🇸🤸,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:91:1585657880572739585,1585657880572739585,fortune_top100_ranked,General Dynamics,@generaldynamics,Thu Oct 27 15:41:13 +0000 2022,"RT @GDBIW: We were voted top employer for @MidcoastNews' Best of the Midcoast 2022! We're proud to be a cornerstone of our state's economy,…",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:83:1899845638063346067,1899845638063346067,fortune_top100_ranked,Cisco Systems,@Cisco,Wed Mar 12 15:31:12 +0000 2025,Learn about the opportunities and insights Cisco EVP &amp; Chief Product Officer @jpatel41 sees for #ServiceProviders and organizations. #MWC,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:46:1430577305269723140,1430577305269723140,fortune_top100_ranked,PepsiCo,@pepsico,Wed Aug 25 17:06:23 +0000 2021,"From capturing rainwater to restoring ecosystems to prevent runoff, we’re working to replenish water sources as part of our holistic water vision. Learn more https://t.co/hzr3TZfkpR #WorldWaterWeek https://t.co/RR68cVPPIB",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:35:2049292652202402235,2049292652202402235,fortune_top100_ranked,AT&T,@ATT,Wed Apr 29 01:00:16 +0000 2026,I can finally say it! I'm in the @ATT Annihilator Cup. Every Thursday in May - starting May 7 at 7PM ET. #attcreator https://t.co/ooyGELQ8SM,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:52:1506267958108114950,1506267958108114950,fortune_top100_ranked,Lowe's,@lowes,Tue Mar 22 13:54:00 +0000 2022,Help us explore the possibility in every neighborhood by nominating a project in your hometown for #LowesHometowns! Submit your project today at the link below.,self_defeating,0.860000,self_brand,self_deprecation,false,clear_winner
fortune:63:1701664471771460045,1701664471771460045,fortune_top100_ranked,Capital One Financial,@CapitalOne,Tue Sep 12 18:30:00 +0000 2023,The Lifestyle Collection gives you access to amazing stays. Explore Charleston’s historic streets or enjoy the Paris skyline with a collection of vibrant hotels. Cardholders can enjoy premium benefits &amp; earn rewards when booking with an eligible Capital One card. Terms apply ⬇️,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:93:1642882396277153794,1642882396277153794,fortune_top100_ranked,USAA,@usaa,Mon Apr 03 13:31:01 +0000 2023,"This month, we celebrate the resilient and adaptable children of our military members. We recognize the countless sacrifices they make in support of their military family, and we appreciate the unique perspectives they’ll carry with them throughout their lives. #MOMC https://t.co/nkXjpH6AnR",not_humor,0.700000,none,none,false,moderate_not_humor_no_humor_cue
fortune:85:2000607175970861279,2000607175970861279,fortune_top100_ranked,Charter Communications,@CharterNewsroom,Mon Dec 15 16:41:34 +0000 2025,Spectrum’s Workforce Investments Drive Career Growth and a More Skilled Frontline Team: https://t.co/9ytAygUG4O #Spectrum #WorkforceDevelopment https://t.co/Xxf0sh4PFy,affiliative,0.300000,shared_situation,relationship_building,true,no_cue_inferred_from_pronouns
benchmark:cocacola:1406612808918261760,1406612808918261760,benchmark_humor_brand,Coca-Cola,@cocacola,Sun Jun 20 14:00:01 +0000 2021,The longest day of the year calls for the longest sip of the year- ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.,not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:78:1149014212108279809,1149014212108279809,fortune_top100_ranked,Prudential Financial,@Prudential,Wed Jul 10 17:55:10 +0000 2019,"Highlight: ""If you work for a big employer, you very very likely have a workplace retirement plan,"" Prudential Retirement President @PhilWaldeck says on 69% of people having access to retirement plans. https://t.co/ObzMOMnJ40 https://t.co/hfCoiBjGZZ",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:51:1781050150636445918,1781050150636445918,fortune_top100_ranked,Progressive,@progressive,Thu Apr 18 20:00:20 +0000 2024,"NMMA attended the International Boating and Water Safety Summit (IBWSS) where Discover Boating®, in partnership with @progressive was honored with an award for its excellence in safe boating and boater education video. Watch 📽️: https://t.co/B5ktGLpL8L #IBWSS #DiscoverBoating https://t.co/wcigt10lQ6",not_humor,0.300000,none,none,true,no_cue_inferred_from_pronouns
fortune:92:2031095008967737371,2031095008967737371,fortune_top100_ranked,Uber Technologies,@Uber,Mon Mar 09 19:49:20 +0000 2026,RT @NYDailyNews: Uber’s women-only option goes nationwide in the US https://t.co/S6d476y608,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:10:1630246380194103296,1630246380194103296,fortune_top100_ranked,Cencora,@CencoraGlobal,Mon Feb 27 16:40:00 +0000 2023,"Equality is a human right. Yet girls and women are still not equal anywhere. AmerisourceBergen knows that together is the only way forward. They've teamed up with us to make #EqualEverywhere a reality. You can get involved, too: https://t.co/k1hiZgeDuh @Healthcare_ABC",affiliative,0.680000,shared_situation,relationship_building,true,low_absolute_score
fortune:40:1867358775201738924,1867358775201738924,fortune_top100_ranked,Valero Energy,@valeroenergy,Fri Dec 13 00:00:00 +0000 2024,We love seeing all the ways that athletic teams can make a difference away from the field or court. @SA_Sports &amp; @ValeroEnergy applaud @softballbrennan &amp; @SWDragonsFB for going #BeyondtheGame and serving their communities! https://t.co/wL7xAm19Ae,self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
fortune:18:1400897645481119750,1400897645481119750,fortune_top100_ranked,Elevance Health,@elevancehealth,Fri Jun 04 19:30:00 +0000 2021,"Discover how we are evolving into a digital platform company for health, providing life-changing support and creating data-driven insights to spur meaningful action.",self_enhancing,0.300000,self_brand,positive_self_presentation,true,no_cue_inferred_from_pronouns
