"global_post_id","tweet_id","company_name","source_x_handle","human_label_source","human_label_scope","human_humor_label_raw","human_humor_binary","human_humor_type_raw","human_humor_type_normalized","label_missing_flag","raw_match_status","raw_text_match_status","human_text","raw_text","text_normalized_equal","created_at_human","created_at_raw","tweet_url","reply_count","favorite_count","retweet_count","quote_count","bookmark_count","view_count","lang","conversation_id","is_quote_status","raw_source","raw_scraped_at"
"benchmark:wendys:1234448367230627840","1234448367230627840","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","self-enhancing","self_enhancing","false","matched","match","BREAKFAST NEWS! Wendy's is now serving up breakfast. Sources say it's “pretty lit.” https://t.co/meBemp31hH","BREAKFAST NEWS! Wendy's is now serving up breakfast. Sources say it's “pretty lit.” https://t.co/meBemp31hH","true","Mon Mar 02 12:00:00 +0000 2020","Mon Mar 02 12:00:00 +0000 2020","https://x.com/Wendys/status/1234448367230627840","963","5325","590","379","48","None","en","1234448367230627840","False","browser_graphql","1781370200"
"benchmark:wendys:1235705290755960832","1235705290755960832","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","We love you too sweet, sweet Guillermo.","We love you too sweet, sweet Guillermo.","true","Thu Mar 05 23:14:34 +0000 2020","Thu Mar 05 23:14:34 +0000 2020","https://x.com/Wendys/status/1235705290755960832","100","2640","112","5","13","None","en","1235705290755960832","True","browser_graphql","1781370200"
"benchmark:wendys:1236305605188636672","1236305605188636672","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Yep, your new favorite is free with purchase in the Wendy's app. https://t.co/drxmKsYTyu https://t.co/gmJWGNgvBD","Yep, your new favorite is free with purchase in the Wendy's app. https://t.co/drxmKsYTyu https://t.co/gmJWGNgvBD","true","Sat Mar 07 15:00:00 +0000 2020","Sat Mar 07 15:00:00 +0000 2020","https://x.com/Wendys/status/1236305605188636672","200","1104","77","41","8","None","en","1236305605188636672","False","browser_graphql","1781370195"
"benchmark:wendys:1237012795327238144","1237012795327238144","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Better come and get you some. https://t.co/Z5bXZ97iAy","Better come and get you some. https://t.co/Z5bXZ97iAy","true","Mon Mar 09 13:50:07 +0000 2020","Mon Mar 09 13:50:07 +0000 2020","https://x.com/Wendys/status/1237012795327238144","349","1812","110","46","13","None","en","1237012795327238144","False","browser_graphql","1781370195"
"benchmark:wendys:1237741943809028096","1237741943809028096","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Honey. Butter. Chicken. Biscuit. Free. (with any purchase in our app)","Honey. Butter. Chicken. Biscuit. Free. 
 
(with any purchase in our app)","true","Wed Mar 11 14:07:30 +0000 2020","Wed Mar 11 14:07:30 +0000 2020","https://x.com/Wendys/status/1237741943809028096","435","5567","194","59","12","None","en","1237741943809028096","False","browser_graphql","1781370195"
"benchmark:wendys:1242894464760328192","1242894464760328192","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Don’t miss our best catches! Hop in the stream now! https://t.co/J4Z5cZlvtz #ACNH https://t.co/mnAaUVZ3TJ","Don’t miss our best catches! Hop in the stream now! https://t.co/J4Z5cZlvtz #ACNH https://t.co/mnAaUVZ3TJ","true","Wed Mar 25 19:21:46 +0000 2020","Wed Mar 25 19:21:46 +0000 2020","https://x.com/Wendys/status/1242894464760328192","183","4537","481","127","32","None","en","1242894464760328192","False","browser_graphql","1781370195"
"benchmark:wendys:1247262166392221698","1247262166392221698","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","The Wooden Award winner will be revealed tomorrow. Who’s your choice? ( 📍 @Wendys) https://t.co/SQdg3QVmoi","The Wooden Award winner will be revealed tomorrow.

Who’s your choice?

( 📍 @Wendys) https://t.co/SQdg3QVmoi","true","Mon Apr 06 20:37:28 +0000 2020","Mon Apr 06 20:37:28 +0000 2020","https://x.com/Wendys/status/1247262166392221698","145","837","71","127","6","None","en","1247262166392221698","False","browser_graphql","1781370195"
"benchmark:wendys:1247574856784379906","1247574856784379906","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Picking up a new hobby. Come paint with us on Twitch. https://t.co/P0GZ7DIn5g https://t.co/8mllJ9tke4","Picking up a new hobby. Come paint with us on Twitch. https://t.co/P0GZ7DIn5g https://t.co/8mllJ9tke4","true","Tue Apr 07 17:19:59 +0000 2020","Tue Apr 07 17:19:59 +0000 2020","https://x.com/Wendys/status/1247574856784379906","112","1326","84","11","6","None","en","1247574856784379906","False","browser_graphql","1781370195"
"benchmark:wendys:1248677421588586496","1248677421588586496","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Come on now! You can't hit them with the old fruit and scoot! Might be out of oranges, but at least you've still got the Free Dave's Single in the app.","Come on now! You can't hit them with the old fruit and scoot! 

Might be out of oranges, but at least you've still got the Free Dave's Single in the app.","true","Fri Apr 10 18:21:11 +0000 2020","Fri Apr 10 18:21:11 +0000 2020","https://x.com/Wendys/status/1248677421588586496","23","551","30","2","1","None","en","1248677421588586496","True","browser_graphql","1781370195"
"benchmark:wendys:1248679862384185347","1248679862384185347","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Shout out to LostMermaid. It's never too late to reply back. Even if it has been like...a year. The internet can see you. Let's grab that Free Dave's Single while we wait.","Shout out to LostMermaid. It's never too late to reply back. Even if it has been like...a year. The internet can see you. 

Let's grab that Free Dave's Single while we wait.","true","Fri Apr 10 18:30:53 +0000 2020","Fri Apr 10 18:30:53 +0000 2020","https://x.com/Wendys/status/1248679862384185347","13","472","16","0","3","None","en","1248679862384185347","True","browser_graphql","1781370190"
"benchmark:wendys:1248693897263448071","1248693897263448071","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","aggressive","aggressive","false","matched","match","Um, hey, Cousin. Give the HDMI back. This is not a game. You have 48 hours. In the meantime we will enjoy a Free Dave's Single.","Um, hey, Cousin. Give the HDMI back. This is not a game.
You have 48 hours.

In the meantime we will enjoy a Free Dave's Single.","true","Fri Apr 10 19:26:39 +0000 2020","Fri Apr 10 19:26:39 +0000 2020","https://x.com/Wendys/status/1248693897263448071","21","1158","41","4","3","None","en","1248693897263448071","True","browser_graphql","1781370190"
"benchmark:wendys:1248698613045366785","1248698613045366785","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","aggressive","aggressive","false","matched","match","Shout out to the girl that keeps ""losing"" her phone. Maybe while she downloads the findmyphone app you can enjoy a Free Dave's Single in our app.","Shout out to the girl that keeps ""losing"" her phone. 

Maybe while she downloads the findmyphone app you can enjoy a Free Dave's Single in our app.","true","Fri Apr 10 19:45:23 +0000 2020","Fri Apr 10 19:45:23 +0000 2020","https://x.com/Wendys/status/1248698613045366785","21","912","39","2","1","None","en","1248698613045366785","True","browser_graphql","1781370190"
"benchmark:wendys:1250053580716990467","1250053580716990467","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Had so much fun last week, we figured we’d do it again! Get your hands on a free Breakfast Baconator in the Wendy's app and help us solve this bad boy. https://t.co/KhIgxDbUYH","Had so much fun last week, we figured we’d do it again! Get your hands on a free Breakfast Baconator in the Wendy's app and help us solve this bad boy. https://t.co/KhIgxDbUYH","true","Tue Apr 14 13:29:33 +0000 2020","Tue Apr 14 13:29:33 +0000 2020","https://x.com/Wendys/status/1250053580716990467","145","899","44","12","15","None","en","1250053580716990467","False","browser_graphql","1781370190"
"benchmark:wendys:1252250012676997123","1252250012676997123","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Everyone could use some extra love right now, so we’re trading our usual roasting for a little toasting. Let’s use this thread to shout out the special people in our lives that we think deserve some shine right now.","Everyone could use some extra love right now, so we’re trading our usual roasting for a little toasting.

Let’s use this thread to shout out the special people in our lives that we think deserve some shine right now.","true","Mon Apr 20 14:57:23 +0000 2020","Mon Apr 20 14:57:23 +0000 2020","https://x.com/Wendys/status/1252250012676997123","1150","9644","466","84","26","None","en","1252250012676997123","False","browser_graphql","1781370190"
"benchmark:wendys:1252355382657216512","1252355382657216512","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Not gonna lie, all this love y’all are showing has inspired us. We wish we could give you a hug, but instead…how about a nug? This Friday, we’ll be giving out free 4pc spicy and crispy nugs at every Wendy’s drive-thru. No purchase necessary, not a single string attached.","Not gonna lie, all this love y’all are showing has inspired us. We wish we could give you a hug, but instead…how about a nug? This Friday, we’ll be giving out free 4pc spicy and crispy nugs at every Wendy’s drive-thru.
 
No purchase necessary, not a single string attached.","true","Mon Apr 20 21:56:05 +0000 2020","Mon Apr 20 21:56:05 +0000 2020","https://x.com/Wendys/status/1252355382657216512","2516","61669","9871","2063","447","None","en","1252355382657216512","False","browser_graphql","1781370190"
"benchmark:wendys:1252379047335608320","1252379047335608320","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","We’re giving America a GroupNug this Friday. ♥ this tweet and we’ll remind you when to get your free 4pc nuggets! https://t.co/AKWHpSXdD6","We’re giving America a GroupNug this Friday. ♥ this tweet and we’ll remind you when to get your free 4pc nuggets! https://t.co/AKWHpSXdD6","true","Mon Apr 20 23:30:07 +0000 2020","Mon Apr 20 23:30:07 +0000 2020","https://x.com/Wendys/status/1252379047335608320","392","39938","3340","318","153","None","en","1252379047335608320","False","browser_graphql","1781370190"
"benchmark:wendys:1252980092113993730","1252980092113993730","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Everyone has become their own hairstylist. We all need a nug. This Friday ONLY, we’re giving America a big GroupNug. Get FREE 4pc nuggets when you visit our drive-thru. https://t.co/dXYeMJFsWu","Everyone has become their own hairstylist. We all need a nug. This Friday ONLY, we’re giving America a big GroupNug. Get FREE 4pc nuggets when you visit our drive-thru. https://t.co/dXYeMJFsWu","true","Wed Apr 22 15:18:27 +0000 2020","Wed Apr 22 15:18:27 +0000 2020","https://x.com/Wendys/status/1252980092113993730","219","2692","483","158","12","None","en","1252980092113993730","False","browser_graphql","1781370190"
"benchmark:wendys:1253342185157607433","1253342185157607433","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","America, come get your GroupNug. Come to the Wendy’s drive-thru tomorrow and get your free 4pc. nuggets! https://t.co/GRTmEcX3Ar","America, come get your GroupNug. Come to the Wendy’s drive-thru tomorrow and get your free 4pc. nuggets! https://t.co/GRTmEcX3Ar","true","Thu Apr 23 15:17:17 +0000 2020","Thu Apr 23 15:17:17 +0000 2020","https://x.com/Wendys/status/1253342185157607433","258","2701","413","168","5","None","en","1253342185157607433","False","browser_graphql","1781370190"
"benchmark:wendys:1254067898349428737","1254067898349428737","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","We gave you a GroupNug, now send some to a friend. Use Postmates code: NUGHUG and send a loved one free 10pc. nugs with free delivery fee by ordering Wendy’s through Postmates! This weekend only.","We gave you a GroupNug, now send some to a friend. Use Postmates code: NUGHUG and send a loved one free 10pc. nugs with free delivery fee by ordering Wendy’s through Postmates! This weekend only.","true","Sat Apr 25 15:21:01 +0000 2020","Sat Apr 25 15:21:01 +0000 2020","https://x.com/Wendys/status/1254067898349428737","203","908","101","55","12","None","en","1254067898349428737","False","browser_graphql","1781370186"
"benchmark:wendys:1254757690321932288","1254757690321932288","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","Now that really honey butters my biscuit! https://t.co/xkZxxXsVwM","Now that really honey butters my biscuit! https://t.co/xkZxxXsVwM","true","Mon Apr 27 13:02:00 +0000 2020","Mon Apr 27 13:02:00 +0000 2020","https://x.com/Wendys/status/1254757690321932288","134","919","49","23","4","None","en","1254757690321932288","False","browser_graphql","1781370186"
"benchmark:wendys:1255888429910577153","1255888429910577153","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Spicy, spicy! Very nice-y. Score yourself one FREE Spicy Chicken Sandwich with mobile purchase in the Wendy's app! 🔥🔥🔥 https://t.co/wIYUkeVVJA","Spicy, spicy! Very nice-y. Score yourself one FREE Spicy Chicken Sandwich with mobile purchase in the Wendy's app! 🔥🔥🔥 https://t.co/wIYUkeVVJA","true","Thu Apr 30 15:55:09 +0000 2020","Thu Apr 30 15:55:09 +0000 2020","https://x.com/Wendys/status/1255888429910577153","107","641","46","8","3","None","en","1255888429910577153","False","browser_graphql","1781370186"
"benchmark:wendys:1255937272907776001","1255937272907776001","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Come and see the Wendy-est Mortys in the entire multiverse. We’re playing with Wendy Morty and Breakfast Morty in Pocket Mortys! Check out our stream right now: https://t.co/sQfjVH1iaa","Come and see the Wendy-est Mortys in the entire multiverse. We’re playing with Wendy Morty and Breakfast Morty in Pocket Mortys! Check out our stream right now: https://t.co/sQfjVH1iaa","true","Thu Apr 30 19:09:14 +0000 2020","Thu Apr 30 19:09:14 +0000 2020","https://x.com/Wendys/status/1255937272907776001","47","631","47","4","3","None","en","1255937272907776001","True","browser_graphql","1781370186"
"benchmark:wendys:1256297367860625414","1256297367860625414","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Be on the lookout for this Honey Butter Chicken Biscuit. @wendys #ad https://t.co/71Cd9mpyi6","Be on the lookout for this Honey Butter Chicken Biscuit. @wendys #ad https://t.co/71Cd9mpyi6","true","Fri May 01 19:00:08 +0000 2020","Fri May 01 19:00:08 +0000 2020","https://x.com/Wendys/status/1256297367860625414","104","10630","1049","142","33","None","en","1256297367860625414","False","browser_graphql","1781370186"
"benchmark:wendys:1256977275754610688","1256977275754610688","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","That Honey Butter Chicken Biscuit is one bad boi. See it in action during the Rick and Morty premiere tonight!","That Honey Butter Chicken Biscuit is one bad boi. See it in action during the Rick and Morty premiere tonight!","true","Sun May 03 16:01:50 +0000 2020","Sun May 03 16:01:50 +0000 2020","https://x.com/Wendys/status/1256977275754610688","92","3471","201","27","15","None","en","1256977275754610688","True","browser_graphql","1781370186"
"benchmark:wendys:1257082671118913537","1257082671118913537","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","This week, we will be hiding codes. Lots of codes. Codes that will score you free Wendy's. Hidden across our entire internet presence. The clues start Monday. Think you can solve the Cyber Search? https://t.co/FB2IXQSyAq","This week, we will be hiding codes. Lots of codes. Codes that will score you free Wendy's. Hidden across our entire internet presence. The clues start Monday. Think you can solve the Cyber Search? https://t.co/FB2IXQSyAq","true","Sun May 03 23:00:38 +0000 2020","Sun May 03 23:00:38 +0000 2020","https://x.com/Wendys/status/1257082671118913537","364","5022","398","127","39","None","en","1257082671118913537","False","browser_graphql","1781370186"
"benchmark:wendys:1257152398566592516","1257152398566592516","Wendy's","@Wendys","Wendy's partial human review sample","partial","humor","1","affiliative","affiliative","false","matched","match","No, this is THE Wendy's.","No, this is THE Wendy's.","true","Mon May 04 03:37:43 +0000 2020","Mon May 04 03:37:43 +0000 2020","https://x.com/Wendys/status/1257152398566592516","186","10418","404","20","14","None","en","1257152398566592516","True","browser_graphql","1781370186"
"benchmark:wendys:1259528627017748480","1259528627017748480","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Since you’ve been asking. https://t.co/mZBOLo0daZ","Since you’ve been asking. https://t.co/mZBOLo0daZ","true","Sun May 10 17:00:00 +0000 2020","Sun May 10 17:00:00 +0000 2020","https://x.com/Wendys/status/1259528627017748480","289","4519","255","63","14","None","en","1259528627017748480","False","browser_graphql","1781370182"
"benchmark:wendys:1259832419311661058","1259832419311661058","Wendy's","@Wendys","Wendy's partial human review sample","partial","non_humor","0","none","none","false","matched","match","Treat yo self. https://t.co/cHqfuIdNRK","Treat yo self. https://t.co/cHqfuIdNRK","true","Mon May 11 13:07:09 +0000 2020","Mon May 11 13:07:09 +0000 2020","https://x.com/Wendys/status/1259832419311661058","161","1137","53","24","11","None","en","1259832419311661058","False","browser_graphql","1781370179"
